 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	0.005510269	0.0036592924	0.09003533	0.097826414	0.24296328	0.28194773	0.2780577
a31	3.500086e-09	0.0016508896	0.38798925	0.24194641	0.0794044	0.19283892	0.09617017
a20	0.0011715374	0.30961925	0.4934178	0.04873529	0.022536464	0.054817196	0.06970245
a31	1.00030775e-05	0.451543	0.13076581	0.14520967	0.04749978	0.116366215	0.10860549
a20	9.207216e-06	0.41675976	0.108490944	0.22213201	0.04902126	0.11931784	0.08426895
a38	7.4291023e-07	0.06318376	0.028642524	0.042344794	0.22231819	0.36979413	0.2737159
a31	1.1183598e-05	0.13978526	0.07027551	0.058467552	0.43789363	0.18515536	0.10841149
a29	6.6186776e-06	0.20595889	0.11399878	0.049563292	0.27482548	0.1278534	0.22779357
a20	4.6267873e-05	0.13253605	0.13009486	0.026640104	0.45402452	0.08826952	0.16838863
a31	0.0006654418	0.08747927	0.048029866	0.049079474	0.6105084	0.09140546	0.112832144
a20	0.007997155	0.042704508	0.045176666	0.05260103	0.63732684	0.08596145	0.12823227
a46	0.0010367861	0.010912244	0.016203655	0.030138062	0.3954532	0.23992771	0.30632833
a31	7.538241e-05	0.012471286	0.0375395	0.07608557	0.4104221	0.22588064	0.23752548
a20	0.019276125	0.0048336084	0.027314927	0.047967087	0.40194228	0.22242793	0.276238
a31	0.008195337	0.008024265	0.038453527	0.085668184	0.29064208	0.2779029	0.29111367
a39	0.03290113	0.005057779	0.06048536	0.10194594	0.3629267	0.20041722	0.23626588
a0	0.011913621	0.047763813	0.07744025	0.13485108	0.2658691	0.2268567	0.23530541
a20	0.06008394	0.03339719	0.14577253	0.16292465	0.20021276	0.19811964	0.19948928
a23	0.1430595	0.018999312	0.12498309	0.15932342	0.18400064	0.18469542	0.18493865
a31	0.028638897	0.07648059	0.16782533	0.16423874	0.18736736	0.18768284	0.18776627
a20	0.122098505	0.010280073	0.122128315	0.14878467	0.19748397	0.19933298	0.19989151
a31	0.20919622	0.04554663	0.1300456	0.14624906	0.1560812	0.15640186	0.15647945
a46	0.37830395	0.01712812	0.103093445	0.111492485	0.12970732	0.12999387	0.13028082
</S>	0.19255067	0.1332262	0.12887605	0.13345663	0.13731559	0.13730878	0.13726608
