 	la	pasta	vuole	sale	</S>
a20	0.102294505	0.532565	0.025119657	0.12582007	0.21420072
a31	0.03279958	0.3826962	0.025032116	0.053866792	0.5056053
a37	0.045926806	0.4448007	0.44583312	0.008623788	0.05481556
a46	0.010852329	0.04986771	0.017847842	0.015864272	0.9055678
a3	0.008658423	0.08793101	0.037821323	0.29777926	0.56781
a27	0.051507592	0.13169467	0.08649606	0.2560319	0.47426975
a8	0.37808728	0.36322728	0.07596005	0.08977585	0.09294952
a31	0.2762961	0.41293827	0.1080156	0.09238782	0.110362194
a18	0.329026	0.1404373	0.21421649	0.14661163	0.16970856
a31	0.5233251	0.2819194	0.09892999	0.048884578	0.046940967
a23	0.30697072	0.1866031	0.16655935	0.16808002	0.17178686
</S>	0.51346403	0.3250661	0.0966697	0.032791678	0.032008484
