 	non	mi	aspetti	che	non	vengo	</S>
a8	0.09427461	0.09929978	0.12661113	0.41900247	0.053943478	0.023797968	0.18307061
a31	1.6595833e-06	8.905372e-06	2.4869109e-05	0.00065155356	0.0020600068	0.91891855	0.078334436
a24	0.0013371354	0.01001869	0.000308412	0.0044880915	0.033326704	0.8936189	0.056902096
a31	0.0059448984	0.008609746	0.00038880974	0.0025533843	0.025648316	0.4891157	0.4677392
a36	0.0014545965	0.00018546848	3.4369226e-05	0.00036225523	0.0033297318	0.41974303	0.5748906
a31	0.0037085481	0.00042158048	0.010911646	0.034988936	0.08688417	0.47737285	0.38571224
a39	0.0038549828	0.002099807	0.00040455523	0.001444465	0.018436963	0.6109701	0.3627892
a8	0.02865539	0.0047678067	0.012128214	0.025053622	0.08617856	0.3887665	0.45444995
a31	0.18536966	0.09879972	0.26952562	0.21440351	0.12262052	0.0543731	0.054907843
a29	0.24103117	0.56720954	0.11967419	0.024427403	0.01940355	0.013228817	0.015025365
a31	0.10906027	0.34198695	0.23073752	0.13822952	0.12756738	0.02698839	0.02542996
a17	0.3264418	0.5221801	0.06897403	0.02901046	0.023638029	0.010872741	0.018882869
</S>	0.132162	0.093735665	0.2487523	0.2126101	0.21260846	0.058566384	0.041565128
