 	il	muro	vuole	uno	specchio	</S>
a46	0.03343937	0.12841086	0.16868861	0.04765928	0.118991226	0.5028107
a31	5.4684566e-05	0.0024489397	0.061109744	0.14671697	0.07115191	0.7185177
a24	0.012436817	0.26313922	0.13455534	0.005578203	0.015212716	0.5690777
a37	0.008919901	0.07705185	0.14251725	0.035095587	0.28539613	0.45101935
a18	0.0004643315	0.0068256315	0.043271378	0.02809411	0.2720562	0.64928836
a20	0.0002605702	0.0017479456	0.025132794	0.040667456	0.24701215	0.6851791
a41	0.00059128896	0.0016415252	0.03702497	0.09701564	0.24490935	0.61881727
a31	0.0069133956	0.012228015	0.11366485	0.19461913	0.17810951	0.49446514
a11	0.08731433	0.2632185	0.052075054	0.08560086	0.14721324	0.364578
a31	0.0033588419	0.020986777	0.20789735	0.24562074	0.15463474	0.36750156
</S>	0.052666783	0.27061525	0.0400878	0.10308726	0.1804062	0.3531367
