 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	7.2648625e-05	4.9157366e-05	3.7208123e-05	0.0026811077	0.34928808	0.35794514	0.1702265	0.119700104
a21	9.2420465e-05	7.0056114e-05	2.5622392e-05	0.0006965742	0.9529858	0.013032288	0.0070843836	0.026012825
a31	0.0003561393	0.0006889744	0.0010907043	0.3312849	0.10246025	0.00732073	0.04512589	0.5116724
a21	0.009543106	0.0052356124	0.0010851638	0.2971855	0.66420263	0.0013818999	0.0015656484	0.019800382
a31	0.0004117285	0.00096604996	0.0062496276	0.17363216	0.31621385	0.07398026	0.086068496	0.34247783
a13	0.0023873523	0.011414082	0.016886577	0.10880716	0.46161285	0.02320532	0.078877665	0.29680893
a35	0.000105982515	0.0007120383	0.0063414522	0.016466793	0.06475367	0.118971944	0.3871786	0.40546957
a37	0.0010300325	0.011459451	0.015703011	0.0051258146	0.10681562	0.0984961	0.5186513	0.24271867
a31	0.005348013	0.02167671	0.019832455	0.0118660135	0.067950934	0.12456467	0.37871304	0.37004814
a37	0.022831826	0.015857492	0.02455569	0.017924529	0.09098071	0.40974852	0.27995235	0.13814889
a31	0.0072650723	0.014529902	0.019515792	0.020209203	0.11137259	0.102479	0.3702933	0.35433516
a24	0.0058424734	0.020054689	0.053922676	0.0472634	0.153624	0.3682206	0.22663876	0.124433435
a31	0.011429134	0.037700735	0.02741346	0.06342798	0.20110711	0.06710968	0.29651153	0.29530033
a13	0.008877379	0.07111415	0.09989281	0.12380773	0.18485336	0.20102686	0.1692916	0.14113608
a31	0.1483621	0.10325331	0.07083534	0.12004421	0.14850336	0.07871611	0.17096318	0.15932238
a27	0.03116159	0.09260448	0.09158515	0.13547496	0.16465735	0.16430286	0.1600581	0.1601555
a31	0.31551042	0.09231097	0.071700685	0.09922372	0.10575656	0.099620625	0.10896783	0.10690913
a35	0.065396816	0.1147056	0.11496296	0.13320963	0.14280897	0.1438415	0.14273083	0.14234369
</S>	0.4788461	0.06419471	0.057417024	0.08401987	0.07921668	0.07748693	0.08257885	0.07623979
