 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
a31	0.100803085	0.035706434	0.009656118	0.21141377	0.074353196	0.038333364	0.28621253	0.24352148
a3	0.00035450052	0.0024794675	0.13061401	0.69466144	0.07212218	0.055835903	0.020285686	0.023646811
a17	6.95291e-05	0.002775323	0.031520113	0.11342324	0.10876143	0.7181512	0.011313716	0.013985432
a28	0.0003176584	0.0001881503	0.00010487543	0.0035826406	0.24730983	0.3548474	0.33615956	0.057489824
a20	7.960682e-05	0.0001050274	9.8731034e-05	0.0011667508	0.18022682	0.62585497	0.18491736	0.00755075
a24	0.0009662526	0.00054150604	0.0008003551	0.032914806	0.19722949	0.5823649	0.17620388	0.008978811
a46	0.0015441036	0.00069186575	0.0011247572	0.054184843	0.21458662	0.43443123	0.26252767	0.030908825
a19	0.0010601878	6.651841e-05	7.826208e-05	0.07376141	0.32518443	0.45528045	0.13563436	0.008934409
a46	0.027162561	0.004535641	0.009606532	0.675893	0.08931403	0.09554458	0.089053266	0.008890403
a31	0.22218691	0.03531408	0.0566526	0.35068363	0.102166936	0.12192848	0.07375839	0.03730899
a7	0.041595973	0.023107834	0.026171777	0.095308065	0.1539109	0.21894686	0.30341282	0.13754576
a27	0.11636856	0.03998766	0.07484399	0.17485291	0.26416183	0.13996013	0.12668194	0.06314299
a11	0.29980874	0.20491639	0.10804886	0.07915721	0.07852159	0.09890661	0.092115164	0.03852542
a18	0.33966383	0.24373037	0.10441923	0.06539526	0.06362405	0.07337176	0.066477306	0.04331821
a31	0.34077188	0.26952803	0.09825937	0.0601979	0.059152026	0.06766748	0.058837973	0.045585338
a27	0.11248523	0.08087788	0.07642786	0.12958953	0.14223018	0.16125555	0.16127278	0.135861
a31	0.17746279	0.16186334	0.094586365	0.10748747	0.1283704	0.13769114	0.10939778	0.083140716
a20	0.038355153	0.012421209	0.012639842	0.12824947	0.2006074	0.21389645	0.20999229	0.18383822
a11	0.19124757	0.07000921	0.027306303	0.11927881	0.16196674	0.16679224	0.14413893	0.11926016
a31	0.31164885	0.17603275	0.08758026	0.08552161	0.08581033	0.08665524	0.084509455	0.082241565
a20	0.04462122	0.014129829	0.014446711	0.13202775	0.19690284	0.20384294	0.20173264	0.1922961
a31	0.30964968	0.12809084	0.043682326	0.09666204	0.111737095	0.11390528	0.102678396	0.09359429
a39	0.0046705888	0.0014773385	0.0014129813	0.048731256	0.22075708	0.24728335	0.23986503	0.2358024
a31	0.42889428	0.244207	0.06811224	0.055887785	0.054539233	0.055162657	0.048772044	0.04442465
a8	0.041081764	0.010990271	0.010156703	0.12237433	0.20074548	0.20741116	0.20451477	0.20272554
</S>	0.43682495	0.30296442	0.08600527	0.0430013	0.037143756	0.037919864	0.030216958	0.025923446
