 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
a31	0.04774928	0.08442363	0.05264768	0.0045288443	0.002932145	0.0031852	0.018922407	0.02804547	0.02686781	0.004101596	0.43971527	0.28688064
a18	2.9326648e-08	1.937523e-06	3.6862577e-05	0.9050746	0.063200876	0.0024390505	0.00033079833	0.00013944173	7.845132e-05	0.00039569222	0.022970574	0.0053317575
a31	3.0416555e-10	7.479337e-08	5.0766766e-06	0.65703255	0.039221626	0.030930491	0.02394179	0.012135701	0.0012428712	0.0014664629	0.18059129	0.05343208
a24	7.1563626e-09	1.57384e-07	1.6987344e-06	0.24159424	0.018628113	0.069071785	0.23902015	0.27394235	0.06482539	0.039030917	0.03660707	0.017278126
a31	4.2441198e-07	6.756565e-05	0.00011356782	0.1433203	0.0111747105	0.03187577	0.09184719	0.1272776	0.02908143	0.08958711	0.4561913	0.019463036
a17	3.8657483e-08	5.0256126e-06	8.59428e-06	0.23739417	0.026424488	0.07792631	0.2369	0.21948421	0.0700718	0.034267455	0.09175424	0.0057636164
a31	1.944302e-06	6.866718e-05	9.3963834e-05	0.049137093	0.0057189977	0.01828129	0.085375056	0.12057151	0.04566347	0.08778216	0.5774675	0.009838325
a20	2.3766881e-06	0.00022779203	0.00057429017	0.4915555	0.13728936	0.07753048	0.062320955	0.03254598	0.0112787075	0.010485897	0.15404299	0.02214563
a7	2.9191475e-05	0.00022179501	0.00078159233	0.0428663	0.0068450617	0.017237786	0.058423672	0.036092773	0.0123697715	0.028962443	0.78204155	0.014128042
a31	0.0013286724	0.072686404	0.036873285	0.16916156	0.15566336	0.09570078	0.042358562	0.014688512	0.0055691204	0.008613119	0.36452892	0.032827694
a18	0.0009635718	0.080085576	0.15673508	0.3081422	0.046034303	0.02433182	0.0066547794	0.002515024	0.006049384	0.021939326	0.21333927	0.13320975
a41	0.00032261835	0.007891942	0.018390097	0.03795751	0.014933401	0.010605436	0.021286793	0.016277967	0.009519335	0.030143924	0.7776505	0.05502052
a31	0.017741723	0.38815418	0.06719017	0.06600619	0.04995435	0.058411468	0.021849222	0.005385077	0.0071016275	0.0064040306	0.27038774	0.041414168
a46	0.014844846	0.18079208	0.15785635	0.05615245	0.018362781	0.01964729	0.017027361	0.0059312624	0.032544944	0.12435199	0.25094843	0.12154022
a20	0.0006511368	0.013532556	0.017422508	0.008214567	0.011350759	0.0056507713	0.011517442	0.016190326	0.0097392	0.024994604	0.8398142	0.040921994
a31	0.08311424	0.30138248	0.21372727	0.0319396	0.013182954	0.013348073	0.009133255	0.002821079	0.01237057	0.03296743	0.19360131	0.09241166
a39	0.038341656	0.16542372	0.09486322	0.01908694	0.021416558	0.025097732	0.03700428	0.0182479	0.07559247	0.1541848	0.2350244	0.11571632
a31	0.0060927058	0.10179944	0.08097016	0.012554301	0.021545462	0.008074866	0.0077157533	0.010684122	0.014550916	0.045186583	0.6088844	0.08194134
a24	0.0995117	0.27634364	0.09625855	0.008965727	0.02299132	0.030139262	0.049643114	0.030314295	0.07272715	0.117902	0.12853281	0.06667037
a31	0.029233841	0.3381073	0.07904271	0.026914481	0.1310435	0.07681142	0.023901735	0.014776075	0.013844509	0.017532002	0.17977475	0.06901767
a17	0.27886704	0.25703278	0.042034585	0.004145706	0.018645938	0.029091526	0.04940383	0.036561403	0.067356594	0.1015394	0.08566309	0.029658118
a31	0.023425717	0.21879663	0.14089921	0.009498375	0.032128543	0.010500074	0.008195876	0.015140452	0.024448492	0.036176663	0.37052464	0.11026533
a8	0.2837509	0.27690777	0.09568125	0.0020436463	0.029025484	0.038718935	0.045050398	0.037323453	0.0451439	0.051152494	0.051354557	0.043847196
a24	0.0704637	0.32873222	0.110743165	0.013344187	0.07701272	0.04507432	0.021125868	0.0165953	0.020134158	0.022288948	0.18438554	0.09009986
a20	0.36915916	0.2924492	0.11602513	0.001417031	0.020331869	0.025678175	0.028687408	0.024997562	0.027664712	0.031468038	0.030253284	0.03186838
a41	0.17179929	0.3696704	0.26755822	0.0044033495	0.042650588	0.033608627	0.01955217	0.0074758767	0.013814279	0.009373149	0.02980082	0.030293275
a31	0.2858861	0.32024446	0.18744043	0.0015457517	0.024435172	0.026189076	0.026437912	0.021834515	0.024883062	0.025245763	0.027263356	0.028594434
a46	0.45342255	0.111915074	0.036893286	0.0017493253	0.030371854	0.04242627	0.050362457	0.04664371	0.051156722	0.060709912	0.054991286	0.059357554
a31	0.19541477	0.37088728	0.16667944	0.0077473195	0.040156875	0.035866518	0.02763168	0.01285034	0.024980335	0.015996564	0.05138318	0.050405774
a20	0.4707956	0.15888996	0.075976975	0.0013588466	0.031596493	0.035404827	0.037245255	0.035936862	0.03709927	0.0390598	0.03802102	0.038615122
a8	0.28619143	0.36044228	0.20847076	0.0051415507	0.029393638	0.023516813	0.016851906	0.0081956405	0.01286994	0.009390184	0.019887857	0.019647986
</S>	0.25354508	0.25106913	0.2845572	0.0064355507	0.037046194	0.028248267	0.026536182	0.0217935	0.02304954	0.020294644	0.023700474	0.023724217
