 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.24460754	0.17094868	0.027811544	0.045340285	0.030828523	0.15611854	0.3243448
a31	7.2330427e-06	0.0015597551	0.018577304	0.012188255	0.0144009655	0.1838301	0.7694364
a17	0.0017958401	0.14208576	0.50349087	0.1451858	0.020139614	0.032384027	0.1549181
a11	0.0006937918	0.026851108	0.1379829	0.6601317	0.07866604	0.01161594	0.084058575
a31	0.00039860763	0.011145232	0.17725521	0.12830317	0.14301683	0.20829356	0.33158737
a20	0.0005315677	0.025196198	0.2314709	0.18334374	0.15956624	0.10758679	0.29230458
a31	0.00032948912	0.006879444	0.07731407	0.073191814	0.15276788	0.26736477	0.42215252
a37	0.0009816284	0.0712486	0.22697455	0.047047827	0.079977326	0.26374796	0.31002212
a24	0.0010985148	0.057111967	0.18484664	0.017412418	0.0286562	0.1867201	0.5241541
a28	0.0111125335	0.24204381	0.07531723	0.0047683595	0.015122863	0.16771066	0.48392448
a31	0.002521843	0.05675156	0.05072227	0.012052446	0.11437747	0.3740249	0.38954946
a24	0.0567635	0.1361366	0.016807092	0.014608941	0.12880848	0.35262424	0.29425117
a35	0.0039238664	0.042905316	0.04850139	0.0079716705	0.062437702	0.36056533	0.4736948
a31	0.024598036	0.068121955	0.052031156	0.05042638	0.12966193	0.3236549	0.3515057
a20	0.037300102	0.03655494	0.011143716	0.03022614	0.24258323	0.3207741	0.32141778
</S>	0.037158955	0.09975083	0.06504642	0.07419119	0.16883154	0.27059546	0.2844256
