 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
a8	0.014014982	0.039829817	0.033955045	0.032547854	0.04209612	0.044388305	0.17480202	0.1510329	0.18424217	0.17405944	0.044262506	0.0647689
a31	1.3049337e-08	3.5714834e-07	3.4287273e-06	2.0839323e-06	8.408281e-06	0.0019517483	0.8525382	0.11138229	0.024039183	0.005284587	0.0021914314	0.0025981339
a28	6.894806e-05	0.0012497515	0.014578068	0.0023611863	0.0100102	0.5400546	0.060258966	0.03265804	0.09425409	0.07124083	0.021433095	0.15183221
a31	3.3755535e-07	2.0167724e-06	7.90487e-05	0.00016687899	0.011330809	0.14161332	0.5681905	0.02792614	0.033273987	0.034413937	0.010710631	0.17229235
a20	2.7145165e-06	5.321582e-06	5.4116543e-05	8.499457e-05	0.004037608	0.010234939	0.6608989	0.012292608	0.01253183	0.013556071	0.0060531953	0.28024766
a31	5.376258e-06	3.0873205e-05	8.890945e-05	9.42964e-05	0.0013511104	0.012150072	0.71796745	0.026793338	0.014246957	0.01207941	0.00515812	0.21003403
a21	3.9186984e-06	8.815583e-06	3.9140614e-05	0.00010679809	0.0029413176	0.023859428	0.7350031	0.026214829	0.010652579	0.0059350897	0.006818626	0.18841639
a31	3.2565488e-06	1.0007686e-05	3.925607e-05	7.0886155e-05	0.001473978	0.015041689	0.5979834	0.18449731	0.055095088	0.023630837	0.029429507	0.092724815
a17	1.580974e-05	6.3814955e-06	0.00011145495	0.0007837346	0.0078017414	0.034127112	0.51162827	0.096411765	0.09685661	0.04934625	0.077331506	0.12557939
a29	3.871837e-06	1.0433657e-06	3.626035e-05	0.0002444309	0.0008485655	0.0020529912	0.30569652	0.18406826	0.15892726	0.10173284	0.21884428	0.027543716
a24	0.0008912773	7.877591e-05	0.0025315683	0.0041554733	0.0027090358	0.025811777	0.14575277	0.3576538	0.17783564	0.105326355	0.14399482	0.033258673
a37	0.031426117	0.019068323	0.03875622	0.034232136	0.020814663	0.09350235	0.029776132	0.17553608	0.23434684	0.13332473	0.06667734	0.12253902
a8	0.041266773	0.009267751	0.04507552	0.06049018	0.040753264	0.09786946	0.0380324	0.18848072	0.19279113	0.112126164	0.063728616	0.11011801
a31	0.00019661177	1.39507265e-05	0.0006713316	0.020906515	0.03656939	0.09439986	0.08176392	0.34321228	0.15183373	0.082542375	0.04746659	0.14042349
a24	0.016677417	0.007980102	0.007650931	0.004946544	0.0022781927	0.0024800827	0.011429136	0.089479886	0.26712027	0.29244792	0.25882235	0.038687136
a31	0.065931596	0.00722012	0.026232181	0.07264825	0.025167696	0.034189273	0.01749641	0.26701102	0.16557159	0.08751343	0.04979655	0.18122192
a17	0.03759383	0.0112924315	0.009993458	0.0061684395	0.0022230176	0.006067504	0.013654723	0.13792124	0.26487935	0.25561488	0.23608653	0.01850457
a31	0.0071808747	0.0010623313	0.00899384	0.046833847	0.07135958	0.09385911	0.12348611	0.3363372	0.12189228	0.0666497	0.038735718	0.08360941
a39	0.09293475	0.03423139	0.026702438	0.017029006	0.0038174386	0.015571325	0.016495857	0.1642416	0.22011515	0.2074981	0.1831601	0.018202778
a35	0.0029527582	0.0015804585	0.010137711	0.027493836	0.11560423	0.26926714	0.22132672	0.19470939	0.061827045	0.037539	0.022838319	0.034723397
a8	0.006333564	0.0021553964	0.052084196	0.094265535	0.050631776	0.17809914	0.07028306	0.1517392	0.1384854	0.111634985	0.0671689	0.07711888
a31	0.0048174094	0.0011063685	0.033615112	0.096836686	0.04635768	0.14527152	0.061489895	0.16809064	0.1417505	0.101774745	0.05212094	0.14676851
a37	0.08692287	0.05831553	0.016089175	0.010480556	0.0018108041	0.009205867	0.01797433	0.143113	0.17288457	0.17552875	0.17372815	0.13394643
a38	0.11857905	0.045249835	0.07685974	0.088511445	0.033474773	0.094748504	0.045084342	0.12889126	0.11472423	0.087724365	0.04951924	0.11663316
a31	0.15844557	0.044303756	0.09312598	0.079415336	0.03044764	0.110889554	0.03380779	0.098975845	0.10071354	0.09298949	0.07333226	0.083553255
a0	0.21009669	0.19700313	0.04135479	0.017244438	0.0042796046	0.027306493	0.020261329	0.097826175	0.110737674	0.11140947	0.110712335	0.051767837
a23	0.036595497	0.0059665698	0.016924225	0.042357538	0.09603345	0.21405543	0.10545441	0.13439853	0.11378811	0.08519735	0.04397419	0.105254665
a31	0.0056781084	0.0017278683	0.051108003	0.09641602	0.13136497	0.33802062	0.05681221	0.07223403	0.06983104	0.06499132	0.051321343	0.06049451
a17	0.12917079	0.2102263	0.040643144	0.013657728	0.00433254	0.036911193	0.039336223	0.10196387	0.10776393	0.10823092	0.107943736	0.09981964
a31	0.078506276	0.017361084	0.06103146	0.073227555	0.091063134	0.1887781	0.080388695	0.09308743	0.0884554	0.08017355	0.06105067	0.086876646
a28	0.22163832	0.3551911	0.08560285	0.025547357	0.013309248	0.035791866	0.029477661	0.047594115	0.048708744	0.048725475	0.048580058	0.0398331
a18	0.09296636	0.019675678	0.060348585	0.08464765	0.1728654	0.31513467	0.050118506	0.05184909	0.046235662	0.03839071	0.024223203	0.043544464
a33	0.16891271	0.27078545	0.2132603	0.07161687	0.060948897	0.0526296	0.02444434	0.027803605	0.027777947	0.027554106	0.026919562	0.027346613
a8	0.021100234	0.015922371	0.21271862	0.1281712	0.1453002	0.19236962	0.044789404	0.049558915	0.048932325	0.047834925	0.044423137	0.04887906
a31	0.021048296	0.024739865	0.1930794	0.095787644	0.09184579	0.22046322	0.051449627	0.061078716	0.060851153	0.06035999	0.058856025	0.060440283
</S>	0.10018754	0.20072135	0.031250674	0.011010917	0.0059537482	0.047966737	0.06365308	0.105687015	0.108454466	0.108719155	0.10864743	0.10774787
