 	questo	muro	vuole	uno	specchio	</S>
a31	0.0007019054	0.514569	0.08258606	0.017058987	0.13411178	0.2509723
a24	0.0046951417	0.040735397	0.014156894	0.0035715192	0.031049486	0.9057915
a31	9.795032e-06	0.0024431949	0.00012823204	2.7276568e-05	0.007901787	0.98948973
a41	2.5735057e-05	0.0051777847	0.0023784454	0.0007537307	0.069363475	0.9223008
a39	0.0001963565	0.0021677872	0.013602775	0.048748683	0.22261624	0.71266824
a43	0.0033968613	0.002425644	0.057003997	0.1676291	0.51260513	0.25693926
a24	0.0060798284	0.055321924	0.12861946	0.19342461	0.4583561	0.15819801
a37	0.15000331	0.20807672	0.08010925	0.102936506	0.14591826	0.31295592
a20	0.15833907	0.11813108	0.036782984	0.0786687	0.20132563	0.40675253
a41	0.3728392	0.13807991	0.032025505	0.08194644	0.14926922	0.2258397
a18	0.51172423	0.14158449	0.030094579	0.07679293	0.098370016	0.14143388
a31	0.55433583	0.15218598	0.031996317	0.07136433	0.080130324	0.10998719
a11	0.3693998	0.073749304	0.038036454	0.16866964	0.15843324	0.19171154
a31	0.32342103	0.34792712	0.06764019	0.06834255	0.08172609	0.11094297
a29	0.3261849	0.13087828	0.06640741	0.15199359	0.15523192	0.16930386
a7	0.32045048	0.39970416	0.09363319	0.05349987	0.06277835	0.069933936
a31	0.4988404	0.31083548	0.06339734	0.044386044	0.040437005	0.04210377
a37	0.30926389	0.16765006	0.10658661	0.13817637	0.1379799	0.14034322
a31	0.4252276	0.37849104	0.08357767	0.03932253	0.03615417	0.037227057
a20	0.27544877	0.19498071	0.13130696	0.1297517	0.13442108	0.13409074
</S>	0.44399035	0.37076834	0.09240373	0.035717685	0.028504772	0.028615134
