 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
a14	0.12887003	0.040454343	0.055328496	0.010054835	0.13669822	0.16197346	0.04315667	0.07641911	0.1275792	0.09153185	0.12793376
a6	0.0012302548	0.0004489692	0.00021674487	2.6886766e-05	0.006359108	0.06395603	0.0015799399	0.004029217	0.027309643	0.028244367	0.8665989
a37	0.0042953184	0.0041577653	0.006594703	0.0012739978	0.12225202	0.2610778	0.0011924786	0.00188099	0.057627168	0.09114552	0.4485022
a24	0.15322322	0.13170704	0.07570574	0.018174559	0.09984917	0.13900335	0.012442801	0.068443105	0.18389925	0.051584996	0.06596676
a28	0.103752755	0.111992136	0.07358056	0.01983337	0.08695661	0.16333313	0.017525502	0.08183025	0.124247335	0.105543025	0.11140529
a31	0.01686089	0.023033315	0.020642795	0.018442456	0.046180006	0.18125072	0.13113073	0.1679502	0.08035041	0.19428404	0.1198745
a46	0.03523569	0.013390347	0.023927694	0.021626148	0.06841654	0.086125776	0.14498322	0.16190682	0.0260789	0.3118747	0.10643414
a8	0.056614254	0.008837187	0.0038836314	0.0020225658	0.03510666	0.13433407	0.011701477	0.022150321	0.097421266	0.59654886	0.031379707
a31	0.060799565	0.020354334	0.018023672	0.0074060834	0.1430754	0.23161146	0.012029735	0.04061945	0.18529783	0.25256732	0.02821511
a10	0.0060507166	0.015698226	0.036566366	0.033043146	0.012839452	0.021275582	0.28088123	0.2862076	0.041391358	0.19953927	0.06650703
a37	0.0089672655	0.00587768	0.0070212176	0.0124309985	0.030360933	0.09339027	0.15396571	0.16085565	0.059014086	0.38701808	0.08109803
a10	0.018612528	0.013788589	0.023850145	0.03955015	0.06103244	0.124564126	0.109734304	0.16356383	0.1134113	0.2860447	0.045847837
a17	0.02495122	0.018308576	0.036375616	0.09153467	0.08517256	0.12562886	0.08857608	0.109512545	0.10572495	0.2448385	0.06937646
a20	0.064289376	0.034824427	0.06257474	0.16355546	0.13546738	0.14251038	0.04358608	0.047046956	0.05021772	0.15954228	0.09638524
a31	0.07745692	0.08006015	0.09177366	0.13093694	0.100576445	0.09771733	0.054741424	0.056696262	0.08563093	0.118436836	0.10597309
a20	0.046432916	0.07990589	0.09119988	0.0898401	0.067290716	0.07846821	0.115416385	0.115394376	0.10391027	0.112107195	0.10003403
a31	0.0555873	0.07629686	0.078258745	0.10461217	0.078633845	0.08574573	0.08475711	0.08005899	0.1024017	0.13259703	0.12105055
a13	0.062086325	0.08196239	0.08829701	0.09105452	0.08026924	0.08738458	0.10362658	0.10231327	0.09964378	0.10362322	0.099739045
a10	0.06394788	0.08324498	0.08162927	0.09973805	0.08310601	0.08664913	0.09510249	0.092179656	0.100029156	0.11043071	0.10394267
a31	0.09261715	0.095259234	0.08848773	0.0953274	0.09208413	0.08856405	0.089438796	0.08958631	0.09026708	0.089916535	0.08845162
a17	0.08445344	0.08939393	0.0904456	0.09124021	0.08888421	0.09022833	0.09359509	0.0935221	0.09283166	0.0933357	0.09206972
</S>	0.09803997	0.0973171	0.09040845	0.10216365	0.09893733	0.09398051	0.07197494	0.07263165	0.087377526	0.09349688	0.093671985
