 	i	genitori	non	li	dimentichiamo	mai	</S>
a33	0.18426189	0.029171709	0.12706901	0.11146586	0.16844603	0.19743848	0.18214715
a31	4.6437123e-07	0.0036037506	0.023269994	0.07093168	0.43576455	0.23528346	0.23114605
a8	0.0008060003	0.5355423	0.29198292	0.050441343	0.012078487	0.02668936	0.08245965
a31	0.00014384411	0.2680336	0.14988735	0.22869767	0.1636698	0.051448803	0.13811892
a8	3.555493e-05	0.38558683	0.18685314	0.12788588	0.14883329	0.04128779	0.10951748
a31	1.246099e-05	0.059611082	0.08400275	0.1564132	0.4825393	0.09325235	0.124168865
a46	4.0213807e-05	0.2790922	0.1991366	0.057807818	0.21606222	0.06467239	0.18318854
a31	9.5987625e-06	0.028258368	0.06505399	0.09071371	0.5909999	0.10479651	0.12016789
a39	0.0008035459	0.3622226	0.16483918	0.02719412	0.21758856	0.105414204	0.12193768
a31	0.00019398777	0.02574935	0.08776702	0.068896346	0.48378044	0.22772981	0.10588298
a24	0.016674595	0.17537442	0.055435933	0.0409405	0.34088546	0.28808716	0.08260198
a15	0.0013650537	0.05818311	0.06270358	0.02598717	0.23128916	0.45464402	0.16582794
a31	0.00037864168	0.022550682	0.047852743	0.1034062	0.44941857	0.3174152	0.05897788
a28	0.020553268	0.02263431	0.03133055	0.09115089	0.3388443	0.3792199	0.11626687
a31	0.0010248285	0.0182285	0.09171535	0.09935651	0.26160783	0.33668017	0.19138688
a18	0.021810085	0.012368888	0.036046512	0.10857371	0.28241003	0.33130437	0.20748638
a31	0.004545326	0.035403986	0.14695187	0.13454333	0.23505291	0.2661873	0.17731526
a20	0.031188183	0.011054677	0.057454403	0.14518861	0.2518842	0.27533358	0.22789633
a11	0.019560022	0.041911382	0.16178456	0.17609176	0.21368477	0.21760693	0.16936065
a13	0.15039237	0.060217474	0.121196836	0.14671141	0.17268506	0.17744397	0.17135297
a17	0.13813943	0.058321804	0.13564183	0.15336849	0.16978967	0.17243156	0.17230728
a20	0.18361695	0.046126947	0.13882783	0.1512733	0.1593385	0.16050278	0.1603137
a39	0.27581486	0.026927752	0.11528307	0.13648099	0.14730117	0.14903295	0.14915921
</S>	0.36195084	0.04000114	0.11260142	0.11834134	0.12202084	0.12256339	0.12252109
