 	Marika	è	che	si	sposa	domani	</S>
a27	0.04553068	0.015428374	0.017505562	0.11902068	0.3909675	0.26265544	0.1488918
a37	1.8297908e-06	4.5904282e-05	0.0049995375	0.054385703	0.91609216	0.019671986	0.004802944
a31	0.0056600044	0.08666407	0.133905	0.46038866	0.16223656	0.039737385	0.11140843
a11	0.010480035	0.08102349	0.107794985	0.37435633	0.118848115	0.16164452	0.14585258
a31	0.0026711235	0.02253912	0.06271079	0.36257225	0.24930611	0.24943312	0.050767463
a37	0.0021338698	0.022543155	0.062233556	0.14039978	0.07821224	0.5637606	0.1307168
a31	0.0012325754	0.005326907	0.08740852	0.080074824	0.11875513	0.28143257	0.4257695
a6	0.0036539054	0.024871567	0.072237395	0.0984429	0.19446002	0.2773863	0.32894793
a20	0.004400097	0.01007515	0.0074082483	0.012934503	0.18525179	0.24689913	0.53303105
a31	0.021682374	0.016101636	0.0059021907	0.02031427	0.19408403	0.26549655	0.47641897
a20	0.03540289	0.010748531	0.015910193	0.032720406	0.16845536	0.24847226	0.48829037
a31	0.02484399	0.02087243	0.007654586	0.03817356	0.24614066	0.29246488	0.36984992
a0	0.02803796	0.011004919	0.013471864	0.045035176	0.23841177	0.29138702	0.3726513
a20	0.23802531	0.16928883	0.040267646	0.09985727	0.1449369	0.15406927	0.1535547
a31	0.2815979	0.052886263	0.033599824	0.10845266	0.16948283	0.17421894	0.17976159
</S>	0.1600985	0.07671272	0.06401768	0.1433505	0.18250024	0.18515512	0.18816525
