 	è	che	stanno	ancora	alzati	</S>
a20	0.053220592	0.046172667	0.021258382	0.04881654	0.002917003	0.82761484
a31	1.891177e-07	3.9992028e-07	0.00031370728	0.06430487	0.17967418	0.7557066
a20	2.3791878e-05	0.00014905805	0.0020829053	0.10621399	0.7673232	0.12420705
a31	0.0005385108	0.0006388988	0.0016102849	0.027073508	0.58787245	0.38226637
a20	3.8854887e-05	2.4962119e-05	7.2262395e-05	0.018891077	0.7166738	0.26429906
a28	0.00023379833	0.00047707369	0.0013264918	0.022778967	0.0476869	0.92749673
a31	0.007724511	0.009409587	0.04052468	0.20104006	0.011204381	0.73009676
a29	0.08869373	0.22108136	0.33638301	0.082877524	0.021983156	0.24898127
a46	0.011613394	0.044569924	0.09923337	0.11175231	0.009818334	0.7230126
a31	0.010476209	0.051645733	0.1192762	0.08763496	0.009696711	0.7212702
a20	0.069783114	0.14291936	0.065227024	0.022366475	0.019197844	0.68050617
a31	0.024920551	0.11235535	0.12760678	0.06900512	0.006875048	0.6592372
a39	0.10260425	0.18715629	0.05626497	0.019847047	0.011604977	0.6225224
a20	0.038095396	0.19056492	0.42050838	0.16828236	0.0023231604	0.1802258
a8	0.14987205	0.43289152	0.2619617	0.019697445	0.0029321339	0.13264512
a20	0.08420398	0.19199046	0.52224064	0.08298616	0.0035263146	0.11505237
a24	0.1789916	0.49698317	0.16656761	0.019894727	0.0036508327	0.13391209
a46	0.22495389	0.50657314	0.19861011	0.017905997	0.0014971375	0.0504597
a8	0.37312827	0.41801697	0.16312554	0.021257682	0.0013087507	0.023162747
a23	0.35795242	0.2818887	0.29651478	0.03462497	0.00122578	0.027793359
a8	0.31968108	0.22958359	0.35688993	0.060544327	0.0018626195	0.031438455
</S>	0.3255468	0.22768871	0.35246694	0.058245324	0.0022967525	0.033755492
