 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
a46	0.05240606	0.37547928	0.20840254	0.15938902	0.040508237	0.009709024	0.025408026	0.060681343	3.7328628e-05	5.653903e-05	0.006949839	0.004223459	0.05674926
a28	1.2982078e-07	0.00018107968	0.07048904	0.7981573	0.09723703	0.008043559	0.0029828355	0.0007688198	0.00074620364	0.010548242	0.0022094161	0.0077205566	0.0009158399
a15	1.040265e-05	0.00024531496	0.014676687	0.7922577	0.046641126	0.05305139	0.074297614	0.00521568	0.0016513006	0.0036839435	0.0075907754	0.00028628687	0.00039168503
a31	1.5861934e-07	7.476912e-05	0.0016496195	0.26206616	0.054434955	0.06506871	0.44557023	0.07957937	0.0005017232	0.016926354	0.040463466	0.030118428	0.003546086
a20	2.1341348e-05	0.00034058234	0.0023860796	0.16829175	0.006102873	0.2570826	0.30298263	0.05517492	0.0034506004	0.03687358	0.045249514	0.110222	0.011821503
a31	3.698236e-06	0.00011914741	0.0006027474	0.03509507	0.006680442	0.34694022	0.3491988	0.043285035	0.0013655272	0.055460006	0.04343982	0.10772478	0.010084829
a35	1.0273139e-06	6.8822724e-06	5.073109e-05	0.002628641	5.410978e-05	0.015371403	0.0810235	0.038835037	0.008598072	0.1307074	0.040631447	0.6428246	0.039267115
a8	6.849946e-06	0.00052537647	0.0009172178	0.015820296	0.027157707	0.26937383	0.36851498	0.04026331	0.0059479866	0.08099578	0.054457083	0.10584242	0.0301772
a31	1.9426861e-05	0.020081623	0.06949378	0.25816676	0.23989455	0.16526894	0.15266815	0.017531212	0.001646221	0.0247869	0.0102036735	0.019583944	0.020654846
a29	0.00014814956	0.0045953677	0.06572013	0.2362154	0.10936952	0.1938121	0.20739214	0.019475434	0.010988467	0.04937264	0.042767677	0.024898583	0.035244342
a41	0.0007466877	0.0092013925	0.07270912	0.16996875	0.30837184	0.1892251	0.19145013	0.019208025	0.0029466352	0.0066383565	0.009200252	0.0063142674	0.014019427
a37	0.005532544	0.098843195	0.192845	0.13116667	0.19286083	0.10497908	0.09760707	0.06642337	0.0119699715	0.015683353	0.017982941	0.010752984	0.053353034
a24	0.026368478	0.03402923	0.09753076	0.062084734	0.15313804	0.17601421	0.16260222	0.10016505	0.08317463	0.031680156	0.04447027	0.010869635	0.017872559
a28	0.024432454	0.03661825	0.099407814	0.052238863	0.14622249	0.16782919	0.15953916	0.11087459	0.09843537	0.024277253	0.036582716	0.0151288165	0.028412994
a31	0.0050343866	0.020009914	0.04065759	0.047773767	0.15550993	0.13816628	0.14304158	0.07457237	0.12153705	0.04739132	0.095456496	0.030635335	0.08021396
a20	0.21959978	0.14422542	0.14108774	0.032447055	0.051115748	0.075072184	0.05438514	0.052020624	0.041802935	0.020776413	0.042728115	0.039119363	0.08561942
a24	0.0033008412	0.018205984	0.013478693	0.018801969	0.13404402	0.12701663	0.08525884	0.08032106	0.07013294	0.036699176	0.2103554	0.062463727	0.13992073
a31	0.15298706	0.27002904	0.097318895	0.021163385	0.044563826	0.0688577	0.031730216	0.058736354	0.032417625	0.013086043	0.065241545	0.035991684	0.10787661
a13	0.30638155	0.28297746	0.047192607	0.012697381	0.02145502	0.025541378	0.015337071	0.027481876	0.015141312	0.010458057	0.059501357	0.042003125	0.13383184
a18	0.016038937	0.036365725	0.0496761	0.030323215	0.20893608	0.11017341	0.034400377	0.16081402	0.07461577	0.040124103	0.13790774	0.046491183	0.05413333
a31	0.30468598	0.3290014	0.097279906	0.010585097	0.042618904	0.029379921	0.0060207816	0.05500924	0.017727986	0.008957857	0.037938733	0.02717805	0.033616085
a11	0.5166732	0.28855324	0.02358374	0.003935004	0.014102224	0.006800426	0.0026898042	0.01732953	0.0055768653	0.0049219695	0.037870746	0.030494375	0.047468856
a31	0.08612152	0.09804146	0.14632033	0.052944507	0.12736484	0.1228002	0.02787506	0.14325997	0.08933556	0.03408348	0.0396589	0.01626251	0.015931701
a46	0.5505764	0.2266839	0.04566535	0.006441969	0.020600816	0.012332931	0.0028157213	0.026500503	0.010478528	0.009288332	0.030249808	0.027176538	0.031189153
a31	0.041808385	0.08261475	0.116801396	0.087745905	0.1252955	0.14177221	0.054360706	0.13500418	0.108627975	0.04709608	0.03772213	0.011064478	0.010086377
a8	0.5256693	0.21747354	0.062386885	0.009732211	0.024737671	0.018894741	0.0038986448	0.029812364	0.015064979	0.0126520805	0.027450558	0.025118703	0.02710835
</S>	0.06703589	0.1213273	0.13136162	0.083863705	0.11189822	0.120158315	0.04955661	0.12221593	0.09741246	0.043716207	0.03439915	0.00900239	0.008052179
