 	mia	figlia	vuole	andare	</S>
a46	0.41376394	0.079951376	0.04085862	0.26058212	0.20484401
a31	0.0003429545	0.0020384733	0.0065840543	0.8493668	0.1416677
a7	0.009255336	0.0066413507	0.028109346	0.25026625	0.7057277
a20	0.030467996	0.0403053	0.020065239	0.07988761	0.8292738
a31	0.008834099	0.03298974	0.04992345	0.46649274	0.44175997
a46	0.036212128	0.0014771257	0.0016217289	0.17522359	0.7854654
a31	0.0035471574	0.005653743	0.025013806	0.70169854	0.26408675
a46	0.23510766	0.19167255	0.023248704	0.31794113	0.23202999
a31	0.019154284	0.029987423	0.14532848	0.662464	0.14306581
a11	0.21456708	0.40176806	0.10388777	0.19471082	0.08506627
a3	0.040103316	0.14429039	0.48600626	0.26495215	0.064647935
a31	0.08006865	0.23385912	0.49613377	0.13940574	0.050532773
a27	0.10834883	0.22770974	0.26540035	0.263084	0.1354571
a0	0.15932587	0.39642498	0.33636966	0.06513141	0.042748127
</S>	0.29392272	0.42354667	0.19722088	0.04628613	0.039023545
