 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.04331621	0.07142181	0.034588948	0.36337322	0.0015204513	0.0034725168	0.0009156365	0.0028954146	0.47849584
a20	0.002925474	1.0016476e-05	5.57305e-05	5.8853428e-05	0.00027601086	0.00096466887	1.6544913e-05	0.0008046738	0.994888
a28	3.803018e-06	8.806087e-08	4.208907e-06	1.08328395e-05	0.0010740289	0.00088900636	2.0409157e-06	8.3575724e-05	0.99793243
a31	0.028651567	0.0005083445	0.016562672	0.0073151253	0.0028449576	0.0008283816	9.002478e-05	0.0022818884	0.94091696
a39	0.07748453	8.21517e-05	0.0021901242	0.0009598505	0.016561614	0.0051945774	0.00027917343	0.0058787265	0.8913692
a24	0.0021489111	0.00013297219	0.004244575	0.024219837	0.004766218	0.0024030588	0.00032812386	0.0029314347	0.9588248
a31	0.12446855	0.005055742	0.1327612	0.05977918	0.018292245	0.004828632	0.004020362	0.008422304	0.6423718
a17	0.10934323	0.0027921502	0.050402395	0.022430306	0.015339088	0.0068974965	0.024747005	0.023339204	0.7447091
a31	0.004949558	0.008385098	0.057923205	0.67605424	0.014803987	0.006691025	0.009472328	0.018893298	0.2028273
a39	0.09746262	0.04619474	0.15981115	0.109371774	0.026006581	0.030555228	0.21892187	0.01864849	0.29302752
a41	0.0040857405	0.008024064	0.08851992	0.68979007	0.016117109	0.013732525	0.008809912	0.01217802	0.15874267
a31	0.03133526	0.18941823	0.27063495	0.4006475	0.003430454	0.0047937827	0.014100384	0.0032776978	0.08236176
a33	0.016067157	0.016419904	0.047762252	0.11637755	0.02920723	0.06753889	0.35123712	0.025874	0.32951587
a31	0.014788797	0.010106804	0.24876754	0.51187986	0.03035066	0.029389165	0.004909287	0.008534337	0.14127357
</S>	0.030988645	0.1079518	0.09222448	0.2073757	0.025455922	0.049833238	0.22085558	0.053993173	0.21132149
