 	le	melanzane	vogliono	girate	</S>
a31	0.23993558	0.5424344	0.07078292	0.057275638	0.089571394
a35	0.022674974	0.0055292975	0.003116495	0.24461055	0.7240687
a41	0.0031054984	0.00128467	0.003698627	0.017089268	0.9748219
a10	0.0010826881	0.009588386	0.017938048	0.33656478	0.6348261
a18	0.0035767397	0.011173119	0.014260222	0.6188091	0.3521808
a35	0.00084579433	0.0015454227	0.011519517	0.68434614	0.30174312
a31	0.00011750191	0.00043931365	0.013038157	0.77255744	0.21384756
a34	0.10242175	0.06660225	0.1582302	0.47044504	0.20230077
a8	0.04842241	0.06459176	0.20482163	0.42383686	0.25832736
a31	0.004756765	0.015166759	0.14354923	0.56887555	0.26765177
a8	0.15556325	0.18503919	0.12506059	0.28458324	0.24975374
</S>	0.028184287	0.083271176	0.3748613	0.28605708	0.2276261
