 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
a31	0.031778987	0.030042842	0.013461974	0.013481118	0.072584	0.0013150423	0.0036608153	0.3303964	0.3009981	0.20228072
a24	5.144153e-05	0.00017934544	0.004906138	0.0125197815	0.0010633267	0.000116039206	2.2444932e-05	0.13888639	0.05210445	0.79015064
a31	1.6404765e-05	2.7834507e-05	0.0006558347	0.02927372	0.0058991075	0.000490865	2.2707054e-05	0.022897365	0.35288242	0.58783376
a13	1.4201457e-05	1.3625144e-05	0.00015463869	0.008335059	0.0029816586	0.0060310164	0.0005789168	0.014601243	0.28486317	0.68242645
a18	5.203169e-06	1.5804771e-05	0.00015947677	0.026419783	0.0077127563	0.0037247972	0.00056156196	0.014371175	0.07616546	0.87086403
a20	2.5012096e-05	3.7551832e-05	0.00087665435	0.0735144	0.038642436	0.016164396	0.0042924494	0.04833899	0.08554619	0.73256195
a31	0.00029100457	0.00031864794	0.007558598	0.17278726	0.090113305	0.035976037	0.052708097	0.31110165	0.067893095	0.2612523
a37	0.0005120048	0.0006383303	0.012429608	0.10774265	0.05670972	0.02048653	0.026567271	0.30880344	0.083714075	0.38239637
a31	0.0024127595	0.002185946	0.034450833	0.081041224	0.2557944	0.054803032	0.061123677	0.2993684	0.067740515	0.14107917
a11	0.015998805	0.02214165	0.040528566	0.016852787	0.045787998	0.031877134	0.13241617	0.42050564	0.08160601	0.19228518
a31	0.0023397782	0.0026769952	0.01740019	0.02917011	0.12206439	0.02989041	0.08070873	0.45178285	0.14708059	0.11688594
a11	0.025089687	0.031858876	0.00709846	0.0030339868	0.02963022	0.021641124	0.20170332	0.45564002	0.15732959	0.06697478
a31	0.0025617382	0.0038226182	0.020724362	0.031103535	0.22528641	0.04886688	0.07567164	0.36426908	0.14559796	0.08209584
a11	0.035696466	0.044257596	0.0067601586	0.0036336677	0.03757806	0.029058963	0.23263572	0.35969523	0.20395143	0.046732765
a31	0.0051592975	0.01052039	0.04969587	0.042751953	0.3153247	0.08546432	0.07314879	0.24408734	0.12617709	0.04767024
a13	0.048390027	0.06376468	0.010885198	0.005785795	0.056844518	0.045524083	0.22066861	0.2777816	0.21586542	0.054489974
a31	0.013279442	0.026557883	0.11152852	0.058860138	0.32581586	0.1001598	0.06762173	0.15607134	0.10929524	0.030810034
a18	0.06964565	0.094460174	0.021007923	0.009352539	0.07788778	0.06561787	0.18420264	0.20830934	0.1900466	0.079469435
a31	0.039912973	0.06454625	0.22959046	0.07510481	0.21825345	0.08448642	0.066005744	0.09839593	0.09059144	0.033112507
a10	0.10025466	0.12626207	0.03878003	0.016223313	0.09055924	0.08120852	0.14600746	0.15559527	0.1501371	0.09497227
a7	0.102411576	0.16515242	0.30857182	0.05126723	0.09120286	0.05535797	0.058341447	0.06251118	0.06281776	0.042365734
a31	0.21069413	0.3264004	0.20062552	0.025113	0.044746656	0.03570135	0.040775407	0.04074874	0.040841103	0.034353763
a20	0.16789141	0.15392396	0.06402019	0.030813517	0.086216964	0.08174964	0.104033016	0.10556212	0.105732396	0.100056745
a31	0.1726918	0.27741465	0.26894873	0.04702779	0.047980856	0.036643095	0.037217446	0.037339956	0.03794462	0.036791075
</S>	0.22088365	0.15410756	0.07352435	0.046296906	0.08016693	0.07808227	0.08725157	0.08800082	0.08786848	0.08381751
