 	voglio	che	Maria	che	venga	domani	</S>
a8	0.014354588	0.48028186	0.0058797398	0.04358159	0.0869905	0.15384293	0.21506879
a31	8.577634e-06	3.9238872e-05	0.12381007	0.023882376	0.12040641	0.09418748	0.63766587
a8	0.0007507061	0.004497317	0.8076272	0.11604278	0.010956559	0.022727212	0.03739833
a31	0.0023295819	0.004333809	0.49767324	0.17031871	0.14203653	0.09838995	0.08491813
a24	0.00015023586	0.00034997775	0.8129436	0.11551344	0.0155356955	0.016523505	0.038983498
a31	0.00037293162	0.00090024975	0.72783816	0.11880839	0.021127423	0.025109783	0.10584303
a46	0.00090266205	0.0012581607	0.64815205	0.054404505	0.066062406	0.042458087	0.18676215
a31	0.0008294691	0.00043956292	0.5270675	0.03339356	0.07948882	0.06831355	0.2904676
a29	0.019877093	0.02953093	0.19041461	0.008963897	0.1170712	0.07984004	0.5543023
a20	0.0062644123	0.027271667	0.12218513	0.0049415887	0.054286588	0.12831786	0.6567328
a0	0.00693531	0.028070468	0.067716345	0.006297808	0.09808681	0.19343868	0.5994546
a31	0.00827357	0.053138446	0.056224603	0.02545927	0.2100336	0.2887535	0.35811698
a23	0.016057076	0.058806308	0.010075494	0.027368972	0.32174635	0.26983756	0.29610828
a31	0.0076187733	0.1162525	0.06854118	0.042670187	0.12625396	0.25206488	0.38659844
a18	0.01474743	0.07386271	0.008234305	0.049839694	0.2881494	0.27980596	0.28536054
a37	0.019600756	0.30035952	0.046211135	0.05644988	0.1417678	0.20035908	0.23525181
a31	0.028593773	0.28035653	0.011611935	0.06151853	0.20188817	0.20817564	0.20785546
a20	0.020696435	0.14211671	0.0067127952	0.12659618	0.23742038	0.23289798	0.23355947
a31	0.050610106	0.67144406	0.008362004	0.057385527	0.06884845	0.071350455	0.07199941
</S>	0.060657267	0.27240756	0.0061499965	0.14011699	0.174	0.17326379	0.1734043
