 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
a31	0.046536073	0.035240818	0.09379643	0.018987259	0.011346983	0.002992206	0.066567734	0.09185917	0.110745415	0.28581768	0.23611024
a23	1.298662e-06	8.1254245e-07	0.00054645253	0.0074628685	0.002660435	0.98060995	0.001485176	0.0013156192	0.00040099886	0.003775187	0.001741329
a31	1.331228e-07	5.2070897e-07	0.0003593704	0.044324916	0.17775153	0.0044293515	0.016540706	0.016411444	0.009338189	0.35351342	0.37733042
a37	2.612781e-05	2.2925451e-05	5.7338966e-05	0.057710513	0.114869826	0.11330462	0.06355425	0.03416806	0.008471722	0.07010303	0.5377116
a39	7.4689924e-06	3.397523e-05	0.0007637749	0.027231572	0.11798302	0.01282788	0.07513001	0.3578084	0.052680098	0.041132566	0.3144012
a17	3.5634482e-06	9.365364e-06	0.00079818413	0.0034029575	0.009178877	0.01447004	0.06512732	0.51944506	0.27946275	0.046587873	0.06151406
a11	1.8454934e-05	3.6041052e-05	0.003524977	0.0064558275	0.019551398	0.0750501	0.106306665	0.35626465	0.30369183	0.07590291	0.05319717
a31	0.002171358	0.0040201857	0.035672303	0.015684163	0.08156544	0.2862879	0.043695573	0.06658765	0.09985661	0.22502391	0.13943486
a20	0.006027967	0.005599864	0.014635763	0.0065466417	0.01996357	0.078768596	0.054072313	0.13441353	0.18611102	0.23520984	0.2586509
a31	0.00858154	0.013969336	0.039242588	0.019494602	0.07171804	0.1511426	0.020327125	0.06332258	0.09461023	0.43409365	0.083497696
a24	0.009226584	0.00325382	0.002384717	0.0024195306	0.0048822938	0.017820103	0.03440682	0.17683846	0.23811564	0.28011802	0.23053397
a31	0.004232432	0.0056751473	0.019985627	0.015572068	0.03140734	0.10025842	0.058294132	0.15149908	0.2035682	0.37097582	0.038531683
a8	0.015002414	0.0031860508	0.00151721	0.0013416328	0.0024051066	0.0063732294	0.024439264	0.1560755	0.22383834	0.48273203	0.083089255
a31	0.0010769556	0.0026565199	0.023000933	0.007895043	0.0718367	0.057864394	0.101382144	0.10559765	0.14911011	0.39869165	0.080887966
a24	0.059662532	0.015596709	0.0045620664	0.0021240723	0.0026001805	0.010023103	0.06330894	0.21230456	0.26570308	0.34129578	0.02281895
a6	0.012037064	0.0087836385	0.025475757	0.021345966	0.077482276	0.25574407	0.18464807	0.1028386	0.106335014	0.18215257	0.023156952
a31	0.0054814364	0.0035668865	0.027484713	0.031385057	0.12500249	0.01685123	0.09230089	0.08469715	0.11618292	0.4491624	0.047884796
a20	0.13370273	0.066296816	0.019847227	0.006542811	0.011767372	0.014175843	0.07470162	0.20296249	0.22276574	0.22633077	0.020906508
a31	0.010791249	0.009122256	0.02506228	0.06501393	0.18031321	0.18996729	0.1677319	0.07338364	0.084657915	0.16700119	0.026955169
a23	0.16238458	0.09564104	0.0312122	0.011448496	0.02171851	0.023620993	0.09935558	0.17352478	0.18119214	0.17886886	0.021032844
a28	0.0032238197	0.0020545619	0.029193595	0.09859409	0.22376816	0.08962996	0.17733859	0.06974998	0.08793829	0.19462499	0.023883948
a31	0.054478217	0.0376382	0.15772787	0.08882818	0.092179954	0.06452738	0.09160298	0.10475465	0.109347045	0.120260656	0.07865494
a0	0.14854652	0.1091526	0.028392322	0.0108456705	0.027092196	0.04199628	0.10936121	0.145784	0.1495067	0.15266235	0.076660156
a28	0.00798077	0.005701968	0.026142897	0.13432008	0.21741134	0.21171495	0.1178324	0.06985815	0.075675115	0.10346798	0.029894417
a35	0.061598945	0.046186015	0.18245578	0.13446315	0.09846807	0.07880744	0.07767656	0.081454344	0.08335084	0.08739375	0.068145074
a8	0.05771249	0.046889413	0.094349764	0.08289464	0.09159217	0.17590182	0.090897076	0.08558687	0.088264115	0.0946062	0.09130541
a20	0.014467605	0.010398567	0.110085204	0.107777186	0.17438163	0.088039026	0.10007403	0.09396639	0.09696104	0.10408652	0.09976281
a31	0.12978886	0.111504726	0.0517957	0.01772288	0.024616437	0.06487584	0.09688123	0.124145284	0.12665132	0.12727027	0.12474747
a37	0.12520029	0.07061866	0.014270959	0.007067764	0.027658671	0.025532613	0.09898605	0.15681425	0.16068617	0.16222745	0.15093714
a31	0.11791778	0.10357041	0.06524932	0.030025378	0.036394447	0.094024986	0.09669193	0.11309154	0.114821	0.116046466	0.11216674
a37	0.18416044	0.1004168	0.027884793	0.0143834315	0.036265828	0.024855947	0.09047347	0.1352656	0.13796268	0.13881552	0.10951552
a19	0.10843888	0.093355075	0.07739437	0.051473428	0.0571095	0.09610121	0.09338517	0.105152294	0.10638388	0.10828573	0.1029204
a35	0.0069752284	0.0046543716	0.10121606	0.2350742	0.1361759	0.026220307	0.09595949	0.09856843	0.10170956	0.10503468	0.0884118
