 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
a31	0.3341811	0.19202416	0.11173251	0.04426325	0.03435909	0.0038973603	0.00017145065	0.085106246	0.0043311664	0.18993367
a41	0.0001899565	0.0002164645	0.9055774	0.07525245	0.018462593	8.013855e-05	0.00017502866	3.52189e-05	5.4401676e-06	5.341971e-06
a31	0.00027112322	5.9638973e-05	0.14715138	0.017362382	0.832513	6.926659e-05	0.0010221746	0.00035535134	7.7055825e-05	0.0011186154
a20	0.00044987703	5.6251978e-05	0.05331332	0.008811202	0.93615586	1.0047618e-05	0.0005067011	0.00047731283	2.7040398e-06	0.00021671286
a31	0.00015886969	9.7347474e-05	0.023080546	0.013895622	0.6658596	0.0012485634	0.006675228	0.23528476	0.00046369256	0.053235877
a37	0.0013744838	0.00025650114	0.08618478	0.021452248	0.76371396	0.0005894501	0.028420802	0.06903194	0.0006422749	0.028333552
a16	0.0006640918	0.0003053076	0.050886523	0.00862039	0.21404217	0.0025412706	0.005306812	0.30417466	0.002113418	0.4113454
a35	7.480192e-05	1.890609e-05	0.012210911	0.006693197	0.06484996	0.08855717	0.0072922474	0.09820361	0.016021103	0.7060781
a24	0.0048705684	0.0015281177	0.10074691	0.038182076	0.09532778	0.19511105	0.007873038	0.034944072	0.056628052	0.4647884
a31	0.057240643	0.10073944	0.046695817	0.09135085	0.06305857	0.16782679	0.031094495	0.10961935	0.13156681	0.20080721
a39	0.055994697	0.13517502	0.038054917	0.015595234	0.022471834	0.21293086	0.010252995	0.22622447	0.040257454	0.24304253
a31	0.036686838	0.008080022	0.04420654	0.12864205	0.09191494	0.24418166	0.08231034	0.057934105	0.05794184	0.24810173
a20	0.04178962	0.1815667	0.019508963	0.030682424	0.027900456	0.20193471	0.019206066	0.25148445	0.026367044	0.19955964
a31	0.015628973	0.010255969	0.06373244	0.43396413	0.1811832	0.11300374	0.0736184	0.02041967	0.020459512	0.06773396
a3	0.06703981	0.2505263	0.016731061	0.06583035	0.05373265	0.138132	0.049015857	0.17295295	0.033469673	0.15256931
a20	0.023631988	0.0133606205	0.100205705	0.50288016	0.19544216	0.048313364	0.039250176	0.010815304	0.01163393	0.05446656
a31	0.12983488	0.379866	0.018297216	0.11107146	0.042579725	0.09667797	0.041994974	0.05975535	0.05389475	0.066027686
a37	0.07403926	0.189816	0.036087982	0.08203437	0.08337106	0.11928262	0.10278471	0.12408564	0.078682505	0.1098158
a31	0.15959793	0.23189674	0.05853401	0.31246927	0.061988715	0.06048511	0.026734343	0.018465433	0.031308718	0.03851978
a20	0.1498571	0.20915374	0.0501326	0.08663309	0.076453	0.09402391	0.08668665	0.09022999	0.06900856	0.08782131
a28	0.2584345	0.18372647	0.057992116	0.2612919	0.053115353	0.070045434	0.030059185	0.021141373	0.030114504	0.034079194
a31	0.26752126	0.37712732	0.03354091	0.07766477	0.035021614	0.060340997	0.050878644	0.032809775	0.032245275	0.03284941
a20	0.13592288	0.17451645	0.069278434	0.0887343	0.083385505	0.093368284	0.09194232	0.08937415	0.085697696	0.08778
a31	0.28452152	0.3375614	0.037587065	0.1143461	0.03336769	0.06809839	0.045538682	0.02550015	0.026411828	0.027067166
a33	0.16330196	0.17085783	0.07311734	0.08719011	0.08124454	0.08809614	0.087056175	0.08416075	0.081527844	0.083447374
</S>	0.34212857	0.18146795	0.043523405	0.14816548	0.036778323	0.09990503	0.06685351	0.02641712	0.026874667	0.027885916
