 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a18	0.055889007	0.012170705	0.039813228	0.072438814	0.00068245	0.01458586	0.0024837414	0.0020815388	0.0063929805	0.00035959776	0.28890404	0.22015037	0.28404766
a20	0.00018816664	1.8890507e-06	2.4320389e-05	0.00036917703	3.312693e-05	0.0032055895	0.0019373287	9.712174e-05	0.00010644919	3.3023814e-05	0.00076430134	0.0061694435	0.9870701
a31	0.020413345	2.1037263e-06	0.023605872	0.10404757	7.824813e-05	0.028305955	0.6492346	0.0001676423	0.00032274384	1.8243376e-06	0.014246845	0.032887474	0.12668584
a24	0.06650941	5.7006277e-05	0.005491502	0.13676563	0.002682789	0.057071093	0.36056387	0.008158136	0.012407836	0.00063227327	0.05457746	0.06541698	0.22966598
a31	0.024220573	0.0001051371	0.0014968176	0.042037077	0.004416223	0.053222567	0.2722957	0.009887442	0.016439881	0.0033067751	0.0750034	0.079404466	0.41816387
a7	0.0015125455	9.677254e-06	0.00013869016	0.013316655	0.00019973343	0.0065346984	0.29776365	0.0068844846	0.021252433	0.001309084	0.04235953	0.082525186	0.5261937
a20	0.005986595	3.0468742e-05	0.00011111371	0.011060529	0.0025103667	0.0161257	0.09345579	0.0050443728	0.009782606	0.0016028483	0.05616545	0.041034307	0.7570898
a39	0.088575095	0.0006372795	0.0022234777	0.04841047	0.03536335	0.05149524	0.09768679	0.011695609	0.010614418	0.020947894	0.041421812	0.029310424	0.56161815
a31	0.15046102	0.0069587855	0.0037762779	0.027179195	0.07930462	0.05879598	0.05069497	0.010760601	0.009889533	0.062796414	0.07617216	0.026830288	0.43638015
a46	0.5995246	0.004175843	0.024866361	0.13126649	0.022021133	0.03410869	0.029052045	0.006274891	0.0037087942	0.011616834	0.014343412	0.0074961158	0.11154474
a31	0.23652053	0.017384939	0.003856497	0.03965908	0.056020085	0.048451852	0.035455976	0.016998615	0.015370977	0.039605334	0.12408725	0.026485544	0.34010333
a17	0.5033248	0.037438165	0.09054288	0.10506785	0.06578829	0.05169557	0.012167173	0.007325072	0.0048855566	0.032981645	0.009481806	0.004266813	0.07503434
a20	0.03156984	0.0030693563	0.0006435077	0.015859846	0.0044394494	0.034137413	0.025101399	0.015954858	0.027765222	0.012626448	0.4942943	0.06817531	0.26636302
a17	0.30774766	0.08547181	0.057417106	0.092707485	0.09724207	0.08685987	0.019190365	0.017047213	0.012513851	0.046756856	0.087715946	0.010904328	0.07842541
a31	0.07604192	0.04055615	0.0056267534	0.045402545	0.018747779	0.023724334	0.006982908	0.018418157	0.018999478	0.036530852	0.48381326	0.087329276	0.13782655
a5	0.031376585	0.13603966	0.099005796	0.010207529	0.29468617	0.061648585	0.004026619	0.029840661	0.019879304	0.26108247	0.021789836	0.0038021593	0.026614642
a35	0.043404058	0.10627623	0.11612315	0.01342002	0.26689014	0.15247603	0.006020459	0.015414064	0.0130340755	0.11986781	0.08070817	0.012276254	0.054089595
a15	0.07865287	0.046086732	0.0021854127	0.078422494	0.010724498	0.026648441	0.005492424	0.030800087	0.023230288	0.028892092	0.5167421	0.09376191	0.058360625
a24	0.13371524	0.13770717	0.06210762	0.13584867	0.039666776	0.061503466	0.0076573505	0.02629762	0.014567563	0.03268886	0.21707976	0.07158504	0.05957483
a7	0.011256192	0.11736338	0.038896445	0.0051230984	0.22711228	0.23416835	0.017390259	0.024128009	0.017775547	0.10161255	0.054852784	0.015956221	0.13436492
a31	0.034893606	0.14070441	0.07990319	0.023904184	0.22768988	0.22531295	0.011662108	0.014762882	0.008639326	0.0376128	0.08205494	0.024560086	0.08829965
a11	0.00852638	0.1160366	0.06345075	0.0079143625	0.26242384	0.06004888	0.00430468	0.05958476	0.06575385	0.24053454	0.0555265	0.012951627	0.042943247
a31	0.03579777	0.10551193	0.08314632	0.028764209	0.16190603	0.28264585	0.014546079	0.013637256	0.008778329	0.028892877	0.10061914	0.03501397	0.10074031
a39	0.0072603053	0.14358383	0.0811833	0.010730568	0.27915984	0.093281135	0.0049989615	0.06316149	0.06587428	0.1561486	0.057721287	0.013060116	0.023836294
a18	0.15596884	0.061555207	0.104072586	0.11680993	0.05816647	0.20904963	0.017525274	0.01102997	0.007833677	0.013222086	0.11756945	0.085515894	0.041681014
a20	0.014247735	0.18543753	0.13425116	0.023187796	0.27807063	0.24665454	0.012139916	0.017365895	0.012382306	0.022800887	0.021415407	0.011477718	0.020568457
