 	avete	cucinato	le	verdure	</S>
a29	0.11705579	0.5496017	0.19062683	0.022562223	0.12015348
a38	0.015480125	0.6640247	0.23629971	0.052839253	0.03135624
a31	0.008568613	0.4355476	0.5169095	0.025504285	0.013470122
a11	0.0038790435	0.21090026	0.11773981	0.48433447	0.1831464
a37	0.020152554	0.47563612	0.100327015	0.16237104	0.24151328
a11	0.035331998	0.5170495	0.23991574	0.08046553	0.12723723
a31	0.031238228	0.5031575	0.18347369	0.04740991	0.23472059
a20	0.15130214	0.70321953	0.06474616	0.0315886	0.049143624
a31	0.24931993	0.5481454	0.14339703	0.030840192	0.028297422
a39	0.48108777	0.21509133	0.14530121	0.076450154	0.08206958
a13	0.33609524	0.423295	0.19635622	0.023471722	0.020781828
a18	0.41936824	0.34448558	0.1986165	0.022503953	0.015025819
a39	0.60841894	0.20116751	0.12936999	0.031489354	0.02955416
a31	0.6141932	0.15014778	0.112669975	0.06244948	0.06053954
a46	0.22802113	0.19729105	0.19431755	0.18889451	0.1914758
</S>	0.5344673	0.1582497	0.13102557	0.09071774	0.08553964
