 	il	morto	vuole	pianto	</S>
a46	0.6606633	0.06241481	0.042081047	0.056652278	0.17818859
a23	0.002219552	0.006963078	0.062844135	0.05392131	0.87405187
a20	0.06944643	0.010494401	0.38577837	0.019583138	0.51469773
a31	0.23799728	0.013186604	0.53739136	0.020975351	0.1904494
a21	0.036667403	0.016553542	0.14612888	0.1386446	0.6620056
a11	0.004163143	0.01934077	0.032507226	0.48253718	0.4614517
a10	0.0028525784	0.005748809	0.022265675	0.44030303	0.52882993
a27	0.003303615	0.012724216	0.019073607	0.44734922	0.51754934
a17	0.0020457816	0.020979594	0.024546584	0.49420488	0.45822313
a31	0.0003357237	0.01723015	0.05378902	0.5172931	0.411352
a37	0.055851184	0.15621427	0.21276706	0.32220483	0.25296274
a31	0.009524554	0.12625164	0.22730085	0.311222	0.3257009
a37	0.088938594	0.18739665	0.2089006	0.27429995	0.24046421
a17	0.10861181	0.14782916	0.22819757	0.2466369	0.26872453
a31	0.4330744	0.15213886	0.14928077	0.13245916	0.13304685
a10	0.3168354	0.18221068	0.15631957	0.17239815	0.17223611
a7	0.51064116	0.11936812	0.13184023	0.116988584	0.1211619
a31	0.67255956	0.13054685	0.0719621	0.06262225	0.062309258
a33	0.31453058	0.1790877	0.16469218	0.17063978	0.17104971
a29	0.57560706	0.2004575	0.09809402	0.06304524	0.06279621
a41	0.57206553	0.1344908	0.10299148	0.09535916	0.09509307
a31	0.6232847	0.12909618	0.09054942	0.078721575	0.078348145
a39	0.23556475	0.19001916	0.19258018	0.19096747	0.19086842
</S>	0.64568394	0.1280053	0.086070575	0.07030975	0.06993046
