 	le	melanzane	vogliono	girate	</S>
a20	0.23993558	0.5424344	0.07078292	0.057275638	0.089571394
a31	0.0031500661	0.10147245	0.3924765	0.02290436	0.47999668
a39	0.14529398	0.43498355	0.008119708	0.007628624	0.40397412
a41	0.0013977307	0.012797408	0.021747315	0.049119037	0.9149385
a18	0.0009554229	0.009370028	0.04139908	0.28949118	0.6587843
a28	0.0016707758	0.012938938	0.029559031	0.53255475	0.4232765
a13	0.001958218	0.005707069	0.019795982	0.5837451	0.3887936
a14	0.0035426249	0.0057378127	0.034192733	0.5086684	0.4478584
a39	0.012172199	0.013311829	0.080266826	0.43126318	0.46298593
a31	0.0038912352	0.0083839735	0.124809444	0.4664502	0.3964651
a6	0.0689983	0.04764046	0.25429833	0.32009393	0.30896896
a20	0.0291412	0.15955526	0.25060663	0.29093063	0.26976624
a31	0.123848796	0.4024367	0.16837156	0.15399186	0.15135106
a46	0.08319071	0.121707805	0.25522938	0.27097297	0.2688991
a18	0.12391408	0.2854636	0.2117456	0.19083776	0.18803899
a24	0.29775566	0.37971684	0.11531161	0.10451569	0.10270023
a31	0.2883506	0.353335	0.12688813	0.117233984	0.11419218
a17	0.09778015	0.16976622	0.24108863	0.24547586	0.24588916
a11	0.44363874	0.29590672	0.09324216	0.084716626	0.082495704
a20	0.51481545	0.23063572	0.08828731	0.08342691	0.0828347
a24	0.45954746	0.24441555	0.10226116	0.09724182	0.096534036
a31	0.41384926	0.21742079	0.12575649	0.12213404	0.12083945
a37	0.08371482	0.18555382	0.24201842	0.24448438	0.2442285
a31	0.34437555	0.2754944	0.1342824	0.12655513	0.119292535
a20	0.17773399	0.19149934	0.20624976	0.2127534	0.21176355
a31	0.5041296	0.27389973	0.07910641	0.07257454	0.07028975
</S>	0.30585572	0.17595872	0.16718772	0.17587417	0.17512369
