 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	0.12902224	0.11866923	0.03568789	0.17869762	0.026939044	0.10105712	0.09777265	0.3121542
a23	2.4407896e-05	4.1852578e-05	0.009683876	0.014163501	0.25294277	0.618396	0.10295832	0.0017892487
a20	1.7323378e-05	0.00023272629	0.013981767	0.29898512	0.2952113	0.06056796	0.07546008	0.25554377
a28	0.0008010103	0.003432848	0.021785308	0.030924447	0.047709215	0.04061052	0.046945598	0.80779105
a31	0.0001981616	0.0007269613	0.010698094	0.010316377	0.034828566	0.103267364	0.6235991	0.21636534
a17	0.0006479205	0.0021145926	0.04426872	0.0498713	0.08723187	0.048852906	0.16862074	0.59839195
a31	4.463839e-05	8.239011e-05	0.0012448315	0.011397693	0.12834615	0.2479206	0.50737303	0.103590734
a19	0.0006238537	0.0022835534	0.011742889	0.018624628	0.07450277	0.06711356	0.381688	0.4434208
a31	0.0015807524	0.009761594	0.11015653	0.36901495	0.11630455	0.16619393	0.1977728	0.02921492
a20	0.007887492	0.032531455	0.06530962	0.054044526	0.03237343	0.09674031	0.58292156	0.12819164
a31	0.0028775341	0.03807603	0.20544288	0.30211598	0.1314398	0.0990577	0.19154422	0.029445892
a20	0.03090292	0.11984569	0.037425857	0.07048886	0.070808224	0.13214318	0.47315252	0.06523271
a31	0.0032775952	0.018323686	0.1580629	0.2856156	0.22305411	0.1337079	0.1366017	0.041356515
a20	0.0417	0.16871807	0.050621454	0.11139849	0.13756926	0.17597358	0.24432117	0.06969797
a24	0.0133413775	0.08625666	0.1465969	0.18743734	0.21486641	0.16034383	0.12490902	0.06624852
a31	0.08698831	0.35601485	0.0650725	0.09226342	0.09970501	0.1013679	0.10497738	0.09361061
a38	0.14458935	0.20630957	0.07544199	0.1082383	0.11852854	0.12484247	0.13036175	0.09168807
a31	0.15986606	0.43579027	0.09574868	0.07118071	0.06940752	0.06106412	0.056501474	0.050441094
a28	0.30650985	0.20625173	0.07256665	0.0812911	0.0840413	0.08527932	0.08590442	0.07815557
a20	0.32351008	0.4237804	0.0568611	0.042784918	0.042948935	0.038769096	0.03633464	0.035010796
a31	0.39972124	0.33747265	0.046509374	0.044089742	0.043339845	0.043016598	0.04293209	0.042918503
a24	0.30274105	0.156405	0.08654572	0.09014931	0.090983815	0.0911796	0.09141992	0.09057554
a8	0.36187366	0.42498025	0.04257581	0.035498593	0.03469155	0.033739198	0.033368647	0.0332723
a38	0.41929808	0.25996453	0.053788718	0.059856024	0.04816038	0.053531826	0.050285906	0.055114508
</S>	0.32877043	0.2764757	0.06782608	0.065829	0.065553226	0.06522646	0.06522746	0.06509161
