 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.025739161	0.48240155	0.028699545	0.016385479	0.050880257	0.11258734	0.13657568	0.14673097
a20	6.9046146e-06	7.900228e-06	0.0090643065	0.35755366	0.29050896	0.10508831	0.09499933	0.14277065
a8	0.009053288	0.011476463	0.3971985	0.43126428	0.08786115	0.016716192	0.027605848	0.018824171
a20	0.017786343	0.018233435	0.44481298	0.16293836	0.043353185	0.023811858	0.12875712	0.1603067
a31	0.0150926765	0.0031673855	0.23943865	0.09983459	0.14603603	0.1719885	0.22366887	0.10077327
a28	0.09805413	0.010237117	0.14841881	0.04809748	0.13071907	0.2618475	0.18842475	0.11420118
a31	0.009342803	0.0010880077	0.112310275	0.03779259	0.080054305	0.2045922	0.35227928	0.20254059
a18	0.05014659	0.003642094	0.12066045	0.03788037	0.09117097	0.2535115	0.24395637	0.19903165
a31	0.042557526	0.0045949286	0.21583432	0.033593997	0.046943735	0.2496669	0.17440931	0.23239931
a3	0.07000668	0.011462245	0.16541159	0.02648128	0.055039298	0.29602653	0.18021993	0.19535245
a31	0.007980176	0.007770029	0.19986054	0.029126259	0.04461763	0.43697038	0.13202393	0.14165099
a18	0.10309745	0.20357095	0.10363747	0.017873295	0.03847668	0.29745477	0.12344305	0.11244635
a31	0.0041559003	0.027129248	0.08894523	0.022199968	0.03088151	0.26000884	0.28474802	0.2819313
a17	0.03016753	0.16703309	0.016435904	0.012581839	0.03295149	0.32210723	0.23012282	0.18860014
a20	0.00074920035	0.01715906	0.060003977	0.08259561	0.08353528	0.12511484	0.30586663	0.3249754
a31	0.013331783	0.36147952	0.024960075	0.014384772	0.03776512	0.16271171	0.19252451	0.1928424
a20	0.009513543	0.16156596	0.0045531434	0.018822396	0.06809642	0.23956001	0.2523077	0.24558082
a31	0.010493365	0.215647	0.09058559	0.092613384	0.0991032	0.14423749	0.17262077	0.17469923
a20	0.0147349825	0.29633963	0.007279349	0.03208346	0.08897424	0.18366872	0.18953441	0.18738522
a46	0.033336915	0.27746305	0.16476026	0.12552984	0.089766055	0.09164921	0.108453594	0.109041005
a31	0.080152996	0.56580555	0.08245319	0.054196276	0.05119088	0.05472228	0.055737123	0.055741694
a46	0.037065316	0.3704618	0.011970942	0.056942776	0.10169499	0.13833565	0.14184731	0.1416813
a8	0.16763665	0.34303835	0.23796043	0.068497576	0.046291504	0.04337906	0.04654986	0.046646558
a39	0.17636018	0.5684946	0.09361167	0.03698071	0.030743636	0.031225992	0.031291638	0.031291578
a31	0.12435801	0.49064898	0.034424335	0.05946517	0.068784	0.07384106	0.07424553	0.07423292
</S>	0.034757968	0.2204919	0.019811481	0.09074429	0.13569635	0.16436681	0.16711102	0.1670202
