 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
a20	0.009274058	0.008202065	0.027447877	0.011998594	0.004516782	0.0032548364	0.0037266738	0.0016459007	0.00096120324	0.00076723465	0.0010903314	0.002714553	0.0040836865	0.004922964	0.20545173	0.007718173	0.090751745	0.011306475	0.12334576	0.11585782	0.13744634	0.22351526
a31	1.2165145e-08	1.0325448e-08	5.6477578e-08	1.0564087e-07	2.1206954e-07	1.2620139e-07	3.024202e-07	2.8714483e-06	1.1139464e-05	1.6181692e-05	0.00017067468	0.0020158985	0.002910736	0.00851881	0.21888758	0.0028756894	0.6808779	0.033478335	0.04369364	0.00053260283	0.0016097546	0.0043973024
a11	3.7217682e-09	1.4653231e-09	4.5066137e-09	8.182153e-08	6.780213e-07	2.196167e-06	5.8798185e-05	0.0006020641	0.0005948439	0.00056269293	0.0014044865	0.005204191	0.003666886	0.031929646	0.06806502	0.009706339	0.8411423	0.0015440367	0.02362723	0.0017679522	0.0028870758	0.0072335564
a5	1.8363184e-07	2.5082736e-08	1.1041799e-06	8.173995e-06	1.8566803e-05	6.144e-05	0.00052966835	0.0010074064	0.0011030313	0.0010565717	0.006266685	0.07394005	0.07280149	0.11588489	0.021285677	0.33595014	0.026458012	0.17109928	0.11170951	0.012375692	0.0041984757	0.044243846
a37	1.9998443e-07	4.4351328e-08	4.6428738e-07	4.3950577e-06	9.902536e-06	0.00020684993	0.00088736304	0.006746471	0.016976807	0.017672392	0.041932177	0.17360741	0.14922127	0.07291715	0.139829	0.06408606	0.06843905	0.04125374	0.1430273	0.0021938225	0.0010807259	0.05990741
a31	3.7226846e-06	7.3557126e-06	1.7624347e-05	2.6119982e-05	4.414779e-05	0.00046752812	0.0038714171	0.009743217	0.013823679	0.01807589	0.03606609	0.35701308	0.2396781	0.042414855	0.13734289	0.010718266	0.044887457	0.007873437	0.017740715	0.0018730647	0.0033214183	0.054989915
a37	1.6059455e-06	2.677011e-06	1.1089227e-05	4.212295e-05	0.00016642782	0.0013818559	0.006942258	0.015318298	0.014417284	0.016784918	0.030524796	0.38150194	0.139926	0.027868386	0.19580063	0.011394205	0.09256928	0.0061611673	0.018097868	0.0019325777	0.0017768884	0.037377726
a18	1.0983731e-05	3.565098e-05	5.7021964e-05	0.00012258375	0.00017922654	0.0003581942	0.0027234093	0.02116973	0.013364728	0.018280314	0.067298956	0.20618021	0.113354735	0.015837349	0.14149857	0.009383168	0.1947694	0.01649172	0.01155882	0.06541527	0.03483747	0.06707252
a24	0.000103084734	0.000107098786	0.00055216474	0.000717778	0.00023546	0.0005182949	0.0061098584	0.04052809	0.056855638	0.07388689	0.20911802	0.18291822	0.13600045	0.035900764	0.017288934	0.020936774	0.020664653	0.013483009	0.0042217104	0.028207706	0.08515188	0.06649355
a34	0.0027877372	0.0038177946	0.007360325	0.006184045	0.0012757691	0.0022288968	0.011161588	0.042282857	0.06875436	0.08175191	0.16416043	0.089630686	0.069169745	0.031356033	0.024415495	0.019148083	0.031345032	0.008151955	0.005128397	0.045517765	0.14157264	0.14279845
a46	6.67045e-05	0.00014994765	0.00013388679	0.00012513253	3.2822478e-05	0.000100774996	0.0016476533	0.0034231488	0.0015604548	0.0023006364	0.0087521775	0.012915182	0.02054959	0.034446068	0.005421027	0.01198615	0.0070290854	0.009503407	0.0070689763	0.0934484	0.73212105	0.04721772
a38	0.00031950336	0.0002597819	0.0006976226	0.00071567576	0.00062456884	0.0005921696	0.0025917648	0.005688904	0.003574436	0.0036699376	0.0250249	0.11149711	0.031153025	0.023830835	0.021783022	0.027030567	0.027797425	0.064000055	0.08663916	0.04955824	0.2614657	0.25148556
a8	0.0018874871	0.0016129435	0.0020963252	0.0025599	0.00041447722	0.00074838	0.0031992006	0.00838028	0.017235473	0.022125384	0.05496941	0.030707626	0.039590113	0.034807317	0.016468743	0.015381798	0.025476655	0.03018177	0.016087612	0.12706709	0.36988455	0.17911746
a31	0.00031617857	0.000118699114	0.00030364317	0.00037025387	0.00050540565	0.00040949532	0.0014343259	0.004543405	0.0029699495	0.00292999	0.01828347	0.11070704	0.052350786	0.030383611	0.019465882	0.045876615	0.014207766	0.061082866	0.074017204	0.03847484	0.30198398	0.21926454
a15	0.0002985663	0.00029262598	0.00017179281	0.00012700509	5.8078553e-05	5.3524782e-05	8.6876156e-05	0.00017656367	0.0003060783	0.0005304895	0.003964328	0.004722415	0.010497499	0.0041965195	0.005993537	0.0038839749	0.008427307	0.012364595	0.0060943575	0.26969144	0.6036854	0.06437702
a31	0.00061300467	0.00039180813	0.00066834793	0.0004907963	0.00044674688	0.00034385532	0.00094580365	0.0015096297	0.0008542441	0.0009132742	0.0046647154	0.028733283	0.023958657	0.025571367	0.011859898	0.028509734	0.010491166	0.07869568	0.09949964	0.06738431	0.5090892	0.104364865
a0	0.0005822701	0.00038301456	0.00035278057	0.0002972266	9.6011594e-05	8.356903e-05	0.00011478761	0.00024259946	0.00064263365	0.0010168664	0.005078236	0.00484503	0.011302827	0.0037134888	0.006996633	0.004095323	0.0097499285	0.022745708	0.009717087	0.33199778	0.5015011	0.08444514
a23	0.00058327644	0.0006683485	0.00076823507	0.0005059988	0.00013468327	0.0002093994	0.0024310371	0.0053644264	0.0038208398	0.0048052943	0.014297199	0.019909834	0.01928068	0.039320357	0.0064341454	0.019417265	0.006278951	0.048281085	0.03953604	0.16921939	0.54531413	0.05341936
a31	0.00031776103	0.0003799846	0.0005897447	0.00020323928	0.0001626001	0.00012862407	0.0011838207	0.0037621313	0.0009382027	0.00098078	0.0032193763	0.04986156	0.0489949	0.035986345	0.031062607	0.09838405	0.010504111	0.026522674	0.06209362	0.12076152	0.46920833	0.034753986
a0	0.0024489802	0.00091524894	0.0016176401	0.0020282865	0.00102012	0.0009188267	0.0012119517	0.0017343626	0.0031058143	0.00436538	0.013692992	0.010819494	0.030343035	0.01455203	0.012230057	0.017838432	0.0112397475	0.036643438	0.015106571	0.331642	0.42619833	0.0603273
a31	0.0025379476	0.0018815116	0.0019347758	0.0018782237	0.00051886705	0.00067375763	0.0050642444	0.0132708335	0.011415325	0.013391817	0.031348333	0.035857778	0.03437639	0.06387636	0.020130703	0.040746972	0.0097929165	0.045232873	0.03583166	0.18798457	0.37269074	0.06956338
a20	0.019389503	0.0054356884	0.012002645	0.00882242	0.008403846	0.0038289293	0.0022087644	0.004981023	0.01065745	0.01124162	0.023704464	0.02213844	0.052497245	0.015515374	0.013640605	0.03775743	0.008375762	0.085692905	0.04167387	0.25164264	0.27554426	0.08484507
a31	0.04758499	0.022327747	0.04541743	0.043007825	0.030641362	0.019880425	0.020066485	0.02589407	0.02862459	0.023026181	0.0354833	0.03405367	0.047774237	0.035160597	0.028973224	0.055748265	0.010920619	0.088047765	0.07435594	0.07715207	0.115947835	0.08991134
a33	0.08087646	0.019016486	0.053294003	0.027346004	0.051604196	0.0147096915	0.007134937	0.009724534	0.010175802	0.009810624	0.021326803	0.027364159	0.05432275	0.01985228	0.018422341	0.05217984	0.0071347742	0.08776027	0.057315227	0.16571967	0.17608698	0.02882216
a31	0.0015867245	0.00080476183	0.0007009451	0.0018868785	0.0012145992	0.0016777733	0.006769698	0.010884654	0.005203791	0.0052441745	0.023464061	0.05924821	0.03327329	0.047143184	0.13463545	0.081517674	0.10749317	0.052162845	0.06881728	0.058663372	0.1502692	0.14733827
a8	0.09096094	0.031695712	0.07247379	0.045689117	0.11922226	0.046987653	0.027167045	0.020578897	0.02069604	0.017321931	0.032906502	0.0375103	0.05063183	0.029980633	0.022227423	0.05061889	0.006269437	0.05937972	0.050803825	0.06848043	0.07032417	0.028073506
a31	0.001543224	0.0004943846	0.0008999949	0.0043605766	0.0032464445	0.0070767673	0.03618655	0.03459537	0.014101966	0.01345927	0.04214689	0.07356081	0.05322544	0.05078826	0.10390213	0.18724066	0.09211647	0.06697214	0.07546083	0.0304259	0.062094767	0.04610119
a24	0.09838182	0.036974616	0.07687322	0.05746096	0.15754569	0.078201994	0.042255424	0.026753753	0.02408799	0.02082043	0.030432014	0.032306783	0.036492307	0.035266288	0.022782138	0.038255647	0.007933186	0.03844268	0.035892576	0.040379822	0.041037623	0.021423034
a20	0.023684664	0.0073800306	0.016553966	0.03037913	0.07276643	0.07357448	0.14978708	0.14543691	0.082385845	0.065593205	0.051121466	0.040548004	0.024492212	0.096568614	0.011781587	0.05323361	0.0076126284	0.012722033	0.013389559	0.0043379585	0.007918131	0.008732418
a31	0.029217688	0.0077631506	0.019377943	0.062428687	0.05055051	0.103436045	0.13877912	0.041768197	0.026473628	0.0211162	0.033647638	0.034489814	0.038547933	0.072883725	0.034233425	0.07209577	0.021335872	0.04101333	0.039793048	0.039011102	0.042422384	0.029614864
a20	0.16371787	0.048998915	0.09435766	0.068466805	0.18011577	0.080255084	0.029565053	0.019261258	0.018582465	0.016528154	0.02279687	0.023958314	0.026762526	0.023486495	0.017086381	0.0279352	0.0060380353	0.027861979	0.026070472	0.029467994	0.029635455	0.019051313
a39	0.019445239	0.0047555813	0.009991239	0.0334245	0.06206545	0.09753191	0.1797541	0.113960475	0.060763504	0.042985413	0.03989873	0.03474975	0.024770096	0.081452265	0.016997356	0.07649602	0.015834125	0.02093967	0.021038994	0.010321282	0.01571156	0.017112674
a31	0.011303312	0.0040823417	0.009406894	0.021777235	0.019320074	0.036532454	0.08490891	0.032260817	0.024992498	0.025161196	0.05200942	0.055235904	0.05797313	0.122078225	0.050523035	0.08482927	0.039214466	0.053751238	0.053204417	0.053808067	0.05520378	0.052423336
a28	0.13380049	0.04619164	0.07159884	0.05332743	0.16327766	0.07343558	0.032676343	0.028483313	0.028661026	0.027275924	0.030002773	0.02977048	0.0307485	0.032740038	0.022458484	0.030800447	0.010110232	0.031201817	0.029928472	0.032048114	0.032110278	0.029352067
a20	0.02461635	0.0073858416	0.016074633	0.039165676	0.06059253	0.088930205	0.15778138	0.103841126	0.063519314	0.050879315	0.042448387	0.032877237	0.02563922	0.11299875	0.015661616	0.06275116	0.014570274	0.017936619	0.017306656	0.013170906	0.0157529	0.016099917
a31	0.065623805	0.023979833	0.05273906	0.0799574	0.107135125	0.13085099	0.09337258	0.04282057	0.033002503	0.031209275	0.030083073	0.027388912	0.0263269	0.06436275	0.022017559	0.032426957	0.017061785	0.024158508	0.023751823	0.02391844	0.024099967	0.023712171
a24	0.18006481	0.060921032	0.080969684	0.060238738	0.15879393	0.07171724	0.028868098	0.024754675	0.02471132	0.023975212	0.02527293	0.024981491	0.025506735	0.027744655	0.019436134	0.025725035	0.0095387	0.025497248	0.024637198	0.026036663	0.026075976	0.024532488
a28	0.05666484	0.023374114	0.04852684	0.053723127	0.1263906	0.10376875	0.12019468	0.07209092	0.046601806	0.040893324	0.030675096	0.024109373	0.020584272	0.09350368	0.014803971	0.034092333	0.01276058	0.016236203	0.015881738	0.014123569	0.015311672	0.015688477
a37	0.095807455	0.033307225	0.07168698	0.103011705	0.14339946	0.15504469	0.08968559	0.03484135	0.024251657	0.02202162	0.019538598	0.017593872	0.016463133	0.048148837	0.014113956	0.022969944	0.011927292	0.015478725	0.015230033	0.0151429325	0.015312609	0.015022367
a17	0.12884822	0.0498725	0.10577097	0.100063846	0.17875467	0.13555071	0.059688658	0.025584664	0.01955264	0.018356554	0.016162043	0.014499172	0.013867013	0.034824986	0.011091824	0.017037503	0.0076529523	0.012650962	0.012366203	0.012591958	0.012642712	0.012569234
a37	0.10412085	0.038839355	0.084476754	0.09167067	0.16572525	0.14200234	0.07341596	0.031481694	0.023622142	0.021929989	0.019679148	0.017730948	0.016902344	0.04301536	0.014537116	0.021229627	0.012323449	0.015584451	0.015352994	0.015433647	0.015498989	0.015426908
a24	0.13771385	0.055248346	0.117260285	0.1033974	0.177873	0.12887247	0.057690766	0.024548639	0.01864661	0.01755423	0.015072745	0.013244083	0.0126354955	0.03443874	0.009150369	0.015676703	0.0052122413	0.011211886	0.010839463	0.011229928	0.011261675	0.0112211285
a8	0.13291451	0.05110412	0.11012088	0.09746925	0.18337812	0.13018718	0.056055	0.025039814	0.019526744	0.018485436	0.016195437	0.014507199	0.013915479	0.034065418	0.010720079	0.016727455	0.0067157894	0.012640908	0.012304353	0.012619853	0.012668399	0.012638594
a20	0.01512438	0.0067267297	0.013040939	0.02337105	0.018575046	0.029589795	0.06129166	0.023883017	0.017511088	0.02023742	0.051611967	0.05980941	0.057677772	0.18258323	0.045750096	0.09446889	0.036391072	0.047918446	0.04795465	0.048426636	0.048939377	0.04911734
a28	0.086360775	0.036060523	0.07291209	0.064791866	0.16314885	0.109351136	0.070262656	0.040301684	0.032388505	0.030539677	0.027108774	0.024346586	0.023317533	0.05423454	0.018113911	0.027269484	0.011414412	0.021732714	0.02113393	0.021767104	0.021785254	0.02165798
a29	0.13059361	0.058982845	0.11528957	0.10992953	0.16565323	0.13698341	0.06743457	0.026249671	0.018513814	0.017200448	0.014178824	0.012090928	0.011280329	0.037607156	0.008731055	0.015078922	0.0065676207	0.009621928	0.009396259	0.00954421	0.009561174	0.009510827
a31	0.15270893	0.11188097	0.1341535	0.12484701	0.14767416	0.12193004	0.051562592	0.019041387	0.013439264	0.012505453	0.010280977	0.008754224	0.008191786	0.027472157	0.00608003	0.010957745	0.004076959	0.006952199	0.0067564617	0.006919959	0.0069315177	0.0068826415
a37	0.22489385	0.12774312	0.05841026	0.04791848	0.075742915	0.041063298	0.026730336	0.027150242	0.028011015	0.028100004	0.028400669	0.027985914	0.028329257	0.029372709	0.021274608	0.028145704	0.010236309	0.027987035	0.027024336	0.028525045	0.028563863	0.028391082
</S>	0.11086741	0.04317517	0.091049485	0.08304947	0.18308045	0.13106449	0.061928432	0.029813502	0.02346556	0.022237223	0.019718193	0.017899185	0.017138718	0.039351046	0.014792657	0.020209333	0.012269253	0.01588574	0.015663607	0.01575259	0.015809117	0.015779383
