 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
a8	0.014069282	0.05163063	0.460379	0.29704297	0.0069786957	0.005607486	0.009652051	0.050156794	0.10448311
a20	9.556448e-06	4.159723e-05	0.013330195	0.0037402308	0.021917818	0.094979905	0.34535477	0.0708525	0.44977337
a31	0.0041619586	0.074056596	0.60258335	0.11374565	0.0152189415	0.02635673	0.004784178	0.0051983544	0.1538942
a8	0.0028633215	0.0044435286	0.09547478	0.06820061	0.21002339	0.16648874	0.124199994	0.05452038	0.2737853
a20	5.5777833e-05	4.3956064e-05	0.0059848074	0.018652037	0.082862884	0.15868525	0.48292878	0.07539975	0.17538677
a31	0.001530418	0.0005494273	0.006822605	0.02606751	0.104577065	0.10740197	0.2719703	0.33404842	0.14703226
a24	0.0042292723	0.00011394699	0.03783256	0.29280037	0.13196577	0.07090859	0.13712457	0.12665199	0.19837293
a46	0.0004246372	8.6601736e-05	0.0057207136	0.08896149	0.14299603	0.0941016	0.317282	0.23899052	0.11143638
a10	3.0479694e-05	5.7145073e-05	0.00040792115	0.0120160775	0.06104829	0.16104066	0.43439865	0.16872539	0.1622754
a8	0.0038471238	0.002357918	0.09917341	0.22354914	0.096549004	0.08829654	0.22225752	0.196112	0.06785728
a31	6.0536553e-05	2.8206317e-05	0.001177639	0.03185661	0.06251323	0.105972104	0.13389872	0.5129593	0.15153363
a46	0.037297502	0.09338397	0.10551799	0.09024193	0.023242578	0.04708537	0.26454866	0.24978073	0.08890134
a3	0.0004117793	0.00035063399	0.014171719	0.10960381	0.08959809	0.09761351	0.09105593	0.43768123	0.15951335
a18	0.0065102777	0.065334685	0.14704372	0.14771414	0.09384179	0.21688668	0.13692158	0.10624444	0.07950271
a31	0.0074446155	0.09863515	0.098526284	0.102995604	0.071651444	0.21622896	0.18148495	0.11602923	0.10700374
a10	0.04914731	0.32798374	0.038971454	0.02396734	0.014388793	0.06695435	0.18907805	0.1732105	0.11629847
a20	0.002704264	0.011544241	0.10270467	0.14963005	0.12613507	0.26794273	0.13586086	0.11580944	0.08766869
a35	0.033736475	0.04565607	0.1342124	0.1701296	0.11496076	0.19941828	0.12642767	0.09757747	0.0778812
a8	0.027652685	0.024756286	0.14401932	0.2838876	0.17857976	0.14573367	0.076218374	0.063312836	0.055839505
a31	0.07283124	0.123397455	0.22127672	0.18365385	0.14406717	0.13672876	0.053375103	0.03299358	0.031676162
a24	0.06423272	0.49587914	0.035076667	0.01918512	0.017571842	0.068953864	0.102577455	0.0981272	0.098395966
a8	0.039330866	0.19789226	0.25353372	0.21237098	0.106550425	0.08449645	0.042542383	0.032618623	0.030664288
a0	0.08395655	0.039367583	0.2440179	0.26780093	0.15379305	0.10339662	0.04463536	0.03235949	0.030672548
a31	0.07959245	0.38835812	0.19472378	0.12856889	0.055485692	0.05455008	0.03735585	0.031166118	0.030198999
a18	0.118076816	0.44400695	0.035076022	0.02055812	0.024910841	0.07462011	0.09580499	0.09322418	0.093721956
a31	0.06873237	0.27945963	0.24232775	0.18266302	0.07472934	0.05887767	0.035895627	0.02929347	0.028021151
a17	0.24468984	0.39174408	0.04400758	0.025805324	0.028955879	0.060862597	0.06942565	0.06833158	0.06617746
a8	0.036333803	0.02443956	0.23191635	0.37799507	0.16018543	0.079742536	0.03505309	0.02789574	0.026438372
a31	0.18104951	0.19184452	0.24037142	0.20299646	0.090270735	0.04706197	0.019445749	0.013570764	0.013388889
</S>	0.27980134	0.42284173	0.059035625	0.033775773	0.028899705	0.043032765	0.0447127	0.043958243	0.04394215
