 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.014910104	0.008817767	0.0046028276	0.013269949	0.0013685744	0.013571234	0.9434595
a46	0.696225	0.12460678	0.009904292	0.011188782	0.0006341779	0.0056221792	0.15181886
a31	0.072650835	0.1163781	0.002589651	0.07244621	0.002609086	0.020358521	0.7129676
a17	0.003520343	0.00037057445	0.0017098974	0.045343045	0.0011143846	0.015679406	0.9322623
a37	0.01384157	0.000971904	0.0032328113	0.47796202	0.026204096	0.03226962	0.44551808
a31	0.08354735	0.0033634726	0.12210327	0.43666187	0.07026434	0.0125155775	0.27154407
a39	0.06734076	0.0019417799	0.056362305	0.06589044	0.00094042893	0.018691456	0.78883284
a31	0.047275357	0.000704783	0.099461555	0.26455274	0.038194746	0.061294135	0.48851663
a37	0.14401318	0.010283794	0.15298986	0.2566353	0.0046865596	0.04135833	0.39003298
a31	0.034350436	0.002059519	0.13343355	0.4400115	0.12572539	0.09140395	0.17301574
a46	0.107456625	0.012075055	0.21773098	0.2882487	0.028026657	0.11629385	0.23016809
a31	0.084751375	0.004566666	0.098173514	0.26574078	0.17333622	0.17718804	0.19624342
a46	0.20084494	0.01595321	0.13426912	0.1840703	0.090222456	0.17813265	0.19650733
</S>	0.32877487	0.012958521	0.102769	0.18952292	0.14228222	0.10912132	0.114571035
