 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a23	0.015422949	0.04497523	0.019304756	0.019612728	0.039792452	0.026078911	0.17436045	0.22548518	0.17720254	0.25776473
a31	5.7439695e-07	1.866681e-06	5.013005e-05	9.8394856e-05	0.0009853003	0.0062999683	0.010705048	0.02443837	0.4830533	0.47436705
a13	1.8433566e-05	0.00018046048	0.00063369045	0.00333195	0.00043531627	0.0052627204	0.0058227316	0.01771926	0.51411873	0.4524767
a37	8.815451e-07	2.5710822e-06	0.0018368118	0.003288325	0.05824872	0.1384828	0.28870222	0.085128635	0.17955922	0.24474983
a31	3.930582e-05	6.5803775e-05	0.005832995	0.0036971516	0.03062138	0.10848532	0.15706676	0.08085258	0.4898407	0.123498
a39	3.1635172e-05	3.9985112e-05	0.0028194187	0.0020606054	0.009501904	0.085304305	0.14407745	0.06635091	0.22594027	0.4638735
a20	4.272124e-06	1.4259453e-05	0.0016525347	0.001887486	0.024215598	0.19500217	0.26831192	0.09779307	0.25367698	0.15744178
a31	2.9873572e-05	6.162718e-05	0.012764785	0.008423782	0.05191289	0.08832651	0.07426695	0.058660533	0.63243204	0.07312099
a0	1.5496253e-05	3.0166733e-05	0.0073503247	0.0034931407	0.020807862	0.03347308	0.062578	0.036121335	0.741877	0.094253615
a31	0.00016056093	0.000101499354	0.033421993	0.05275859	0.13696967	0.093631014	0.089681044	0.08024939	0.46786228	0.045163922
a20	0.001063902	0.00120455	0.02306872	0.035782937	0.121164136	0.03329876	0.115115255	0.084532976	0.54668534	0.038083468
a24	0.00080780615	0.00082363025	0.028154323	0.07341948	0.14376098	0.09948028	0.11677814	0.1457269	0.31728154	0.073766895
a31	0.007110418	0.010960024	0.016660927	0.031487554	0.06443389	0.09258203	0.14946593	0.17260183	0.31832618	0.13637117
a10	0.018874295	0.01424003	0.0038714746	0.008449887	0.048661366	0.11678979	0.23711236	0.2027998	0.3234513	0.025749683
a27	0.002873435	0.0046659047	0.029755654	0.08087762	0.12723714	0.10998653	0.114488155	0.18708234	0.24415684	0.0988764
a37	0.0108772945	0.020602498	0.03798997	0.11831523	0.1829537	0.12720637	0.13413471	0.14179343	0.1776603	0.04846644
a31	0.015678197	0.028834365	0.040764544	0.1086298	0.14923513	0.1137558	0.12942548	0.14238161	0.17117596	0.100119136
a18	0.047634747	0.10816064	0.010501213	0.039628595	0.12093816	0.14493796	0.16214056	0.1479159	0.17632751	0.041814726
a11	0.015584233	0.021167103	0.092323884	0.16452485	0.11870369	0.07460107	0.090608835	0.14314602	0.1509457	0.12839459
a31	0.07803389	0.18362124	0.07104592	0.112477735	0.094868705	0.0937672	0.09052332	0.09223129	0.095998704	0.08743199
a28	0.09208979	0.23097074	0.019549986	0.051566333	0.09144479	0.10786324	0.11040093	0.10775097	0.11316526	0.075198054
a31	0.032640133	0.044074837	0.15540197	0.19956483	0.11710752	0.07673977	0.081073925	0.10109461	0.10079272	0.09150958
a20	0.13574618	0.33964697	0.030828137	0.053148724	0.069058895	0.07668466	0.077142075	0.07662589	0.07780838	0.06331003
a3	0.05373599	0.08115819	0.24339275	0.2184565	0.09830524	0.061401207	0.057059787	0.06482626	0.0636134	0.058050618
a28	0.14705293	0.2796382	0.17657967	0.12694733	0.057126842	0.04624976	0.04169425	0.041835885	0.041966397	0.040908717
a20	0.1308668	0.39025745	0.07850851	0.07691883	0.056268156	0.05571549	0.052882634	0.05274946	0.053107336	0.05272532
a31	0.13277492	0.39923275	0.057845965	0.06420649	0.056759268	0.059428547	0.05746383	0.057264917	0.057702933	0.057320427
a46	0.14693004	0.22535214	0.04380866	0.067949064	0.08241258	0.08659907	0.086822346	0.086221814	0.08741023	0.08649409
a23	0.085323155	0.08095448	0.085525356	0.09512805	0.095970936	0.11168767	0.11108113	0.11184692	0.11157759	0.11090478
</S>	0.037875507	0.037045293	0.17834778	0.16500011	0.107171	0.09823222	0.09436492	0.094187796	0.09400921	0.093766205
