 	da	da	un	famoso	poeta	</S>
a31	0.022593865	0.01059911	0.035486814	0.54545236	0.1608134	0.22505449
a37	9.251231e-05	0.0386275	0.9400987	0.0053567835	0.013927586	0.0018970178
a31	0.006860411	0.3900175	0.39476642	0.028367775	0.0018345497	0.17815335
a28	0.024257004	0.217278	0.6419624	0.021179616	0.010342558	0.084980406
a31	0.00033101463	0.010495904	0.059900183	0.07139325	0.11658369	0.74129593
a20	0.0006937006	0.06647074	0.15679333	0.008576457	0.018622268	0.7488435
a13	3.053649e-05	0.0011609195	0.0045126094	0.0008922122	0.046508826	0.9468949
a39	0.0019265908	0.041284747	0.045562107	0.011667909	0.112654865	0.78690374
a31	0.023134574	0.14439031	0.041196946	0.15737046	0.2284418	0.40546587
a35	0.095430896	0.08368235	0.044731915	0.14460503	0.17870887	0.45284092
a31	0.024195226	0.15392901	0.033796694	0.20926058	0.27233186	0.3064866
a17	0.07687708	0.040704157	0.02237494	0.22529547	0.23688076	0.39786756
a31	0.13968916	0.35656932	0.05747799	0.11865965	0.16230984	0.16529405
</S>	0.28262198	0.09760282	0.04610774	0.18763267	0.18118952	0.20484523
