 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.49494034	0.39268628	0.0055165156	0.0028756978	0.0019020184	0.005315847	0.013585681	0.08317764
a31	0.0004971033	0.0028992144	0.0009629883	0.0038744994	0.17494617	0.22159266	0.24947356	0.34575382
a7	7.249412e-05	0.0014285678	0.006623325	0.020487463	0.043713193	0.007416693	0.16914536	0.7511129
a46	6.162073e-06	0.00034041563	0.000118820855	0.00032730863	0.012403483	0.050340407	0.07546065	0.8610028
a10	0.0003491437	0.007821508	0.00062831363	0.0016797028	0.042714633	0.3745871	0.2587893	0.31343025
a14	0.0005799646	0.0023102788	0.0013111501	0.0023784807	0.044116843	0.46184763	0.40808862	0.07936701
a31	0.00042415396	0.003087112	0.0038717992	0.034139212	0.15769802	0.38216552	0.31515083	0.1034633
a0	0.00048794202	0.0064246426	0.013174128	0.016541025	0.055103626	0.5153201	0.27406004	0.1188885
a20	3.5141522e-05	0.0004929661	0.0033747798	0.009083265	0.094808176	0.19897535	0.4610838	0.2321466
a31	0.00057585386	0.024769317	0.022610782	0.01977779	0.14427471	0.25977847	0.43691978	0.09129333
a10	0.018595703	0.04023024	0.027586546	0.019531516	0.14284882	0.41803974	0.28202537	0.05114206
a0	0.00025008497	0.015799534	0.035623208	0.033345122	0.16990052	0.16572754	0.41567776	0.1636762
a18	0.00038915462	0.015597889	0.252668	0.16394542	0.18697886	0.120102525	0.20039865	0.059919547
a17	0.019341396	0.18671611	0.2310796	0.2228914	0.14996767	0.070655644	0.06837738	0.050970815
a8	0.012659697	0.15583853	0.29029962	0.2531034	0.109672666	0.057328153	0.06490397	0.05619392
</S>	0.035294637	0.22123215	0.24472152	0.22713476	0.14095293	0.051297	0.041289903	0.038077094
