 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
a31	0.00031055798	0.0328749	0.08510998	0.07890401	0.033763807	0.057729173	0.24154277	0.30434325	0.16542153
a8	7.748777e-06	9.688686e-06	7.3834664e-05	0.005300254	0.8947452	0.09203709	0.00088987115	0.0037469459	0.0031893735
a31	2.7394114e-08	8.136154e-06	0.00018365758	0.0038026078	0.2261975	0.3715185	0.008958331	0.20241438	0.1869169
a10	9.812131e-06	4.935073e-06	4.305646e-06	0.00022775782	0.16275722	0.25070453	0.029051088	0.17887303	0.37836736
a39	5.0243372e-05	0.0004072841	0.0021745851	0.014673069	0.08941347	0.10943128	0.12335612	0.17418063	0.48631325
a31	4.6960162e-05	0.00011686406	0.0006997661	0.006918442	0.4638267	0.18505894	0.22098039	0.049824566	0.07252744
a20	0.00047909483	0.00030584165	4.1827363e-05	0.0027201758	0.2663092	0.122276776	0.08588342	0.11266566	0.409318
a31	7.454882e-05	0.000535434	0.001340093	0.026509698	0.19155732	0.08061169	0.4238503	0.12833694	0.14718394
a8	0.0015970542	0.0028265177	0.00045383017	0.06783074	0.2527824	0.06348222	0.15073411	0.19340913	0.266884
a31	2.0855914e-05	0.0013318299	0.015462711	0.12717734	0.31213635	0.09688992	0.23872055	0.104063764	0.10419663
a17	0.0022332834	0.0024121036	0.004327013	0.053081162	0.09692447	0.02275606	0.43909267	0.30196446	0.07720877
a37	8.3343366e-05	0.0015944799	0.028335053	0.17845191	0.30926493	0.074267335	0.21202968	0.13193251	0.064040765
a23	0.0013279562	0.005510801	0.14895955	0.18751006	0.11778165	0.030419856	0.32165104	0.15067087	0.036168184
a31	0.0013345241	0.0047649336	0.030685041	0.42072177	0.15641335	0.02932033	0.09343503	0.19890933	0.064415745
a42	0.035746224	0.032011796	0.03072772	0.047946263	0.027451107	0.021261424	0.45826653	0.28847983	0.058109116
a31	0.0005961964	0.0055256044	0.052833527	0.39520946	0.21890745	0.070555605	0.16705169	0.06760347	0.02171694
a20	0.05755657	0.108417645	0.09073072	0.050545216	0.019046688	0.018122314	0.36093372	0.24187061	0.052776497
a31	0.008563518	0.008239178	0.03795064	0.4082211	0.19933699	0.10104701	0.10171878	0.105100125	0.029822702
a17	0.10054521	0.1830311	0.09742147	0.06757036	0.013576801	0.021773852	0.25732675	0.19896355	0.059790876
a31	0.0045492034	0.009547227	0.031821635	0.28288513	0.31865382	0.17041287	0.07939776	0.07707982	0.025652543
a20	0.114079505	0.27038348	0.11534787	0.084416546	0.011311614	0.026100049	0.15106162	0.14186001	0.08543932
a31	0.016735539	0.022814032	0.031200634	0.45919448	0.1926327	0.11890959	0.06022758	0.06182246	0.03646305
a46	0.13092153	0.31944254	0.09789966	0.08690767	0.012266206	0.033824828	0.12040806	0.11561346	0.08271604
a8	0.00853543	0.019302882	0.022848751	0.26641572	0.3706832	0.15691105	0.060774934	0.058793176	0.03573483
a31	0.04972565	0.27638054	0.1718018	0.3191026	0.06130036	0.037187073	0.029076392	0.028643081	0.026782595
a18	0.1824897	0.3859455	0.09483905	0.05410491	0.007271656	0.020480908	0.085614435	0.08654139	0.08271252
a31	0.07917515	0.19500178	0.06952406	0.3825618	0.09516652	0.05226634	0.042971805	0.04287675	0.04045576
a20	0.26755196	0.3504436	0.0715161	0.060214553	0.011398367	0.031784326	0.07231523	0.07148296	0.06329283
a31	0.10825159	0.12572335	0.029025696	0.37138474	0.13885231	0.06847112	0.054387692	0.054032832	0.049870703
</S>	0.33542547	0.29790598	0.06428614	0.05949478	0.015197878	0.037160147	0.06576948	0.06516437	0.059595745
