 	se	nella	nella	pasta	voleva	sale	l'	avevo	messo	</S>
a31	0.015580444	0.057496626	0.226226	0.46550134	0.11449388	0.0029278302	0.002100984	0.0019953332	0.01696957	0.096708015
a39	0.004642915	1.2896567e-05	7.4287476e-05	0.013725948	0.18015073	0.24718434	0.3575898	0.078815065	0.05804045	0.05976356
a31	8.201942e-06	7.2254807e-07	0.00017958094	0.01067737	0.0095318165	0.17341009	0.111408584	0.03085962	0.10143736	0.56248665
a14	0.00011128944	2.4006467e-06	2.3149441e-05	0.005649398	0.09117292	0.06447451	0.05447819	0.015632233	0.15745473	0.61100113
a41	0.0004442983	6.283645e-05	0.0022686196	0.020194914	0.015637571	0.02584992	0.057776608	0.038047545	0.062233135	0.7774845
a33	0.0015970661	0.0001257422	0.00093964336	0.0089543685	0.045416005	0.040882573	0.08991666	0.21913971	0.10843693	0.48459125
a20	0.0023706711	0.0015011313	0.0024471865	0.023069188	0.12708957	0.041954875	0.13496989	0.25591493	0.12443523	0.28624728
a31	0.042351406	0.03388303	0.054981224	0.10769073	0.048920624	0.010465158	0.01941183	0.07020587	0.44559583	0.1664943
a10	0.11685867	0.008529117	0.07880479	0.2907557	0.11973901	0.0031293079	0.007646327	0.056153953	0.14250556	0.1758776
a31	0.003743338	0.0028749271	0.019904686	0.18064953	0.2171904	0.025835412	0.06315901	0.1356527	0.2613822	0.0896078
a46	0.065449305	0.0035179683	0.057545155	0.3086747	0.12293533	0.005807649	0.0216722	0.104589894	0.15529697	0.15451075
a31	0.0044948156	0.027126368	0.07923167	0.13668415	0.11995969	0.03203402	0.03744699	0.05409013	0.24299265	0.26593947
a39	0.020632923	0.0026683484	0.07224904	0.4368475	0.2237361	0.0048114075	0.012470775	0.033114064	0.13132462	0.06214515
a28	0.001970547	0.02251555	0.333312	0.35395712	0.087196425	0.020981176	0.016352924	0.019478394	0.06580388	0.07843201
a21	0.004465994	0.028070953	0.3483202	0.50837904	0.08783847	0.0013073959	0.00068507704	0.0014357043	0.011050174	0.008447033
a24	0.007196362	0.015180082	0.1192572	0.42465103	0.13411644	0.026228778	0.011791159	0.02183219	0.14698489	0.092761815
a46	0.008539689	0.04442884	0.15202671	0.14687596	0.13255857	0.0452628	0.08292188	0.11845951	0.1472173	0.12170873
a20	0.002493557	0.007371451	0.030703193	0.13620567	0.1193715	0.11749303	0.061000057	0.09283072	0.2767647	0.15576613
a31	0.00639419	0.02752606	0.14799608	0.17287551	0.1462822	0.06354448	0.09947858	0.12328115	0.119121596	0.093500145
a14	0.0122754155	0.029812269	0.06475223	0.044450324	0.034961935	0.05138704	0.18848655	0.2529267	0.21401672	0.106930785
a17	0.003490489	0.0072786203	0.06392551	0.27099136	0.1930816	0.07231741	0.058460966	0.087689854	0.14079374	0.101970464
a31	0.0032333056	0.010683345	0.031155322	0.13742204	0.26913938	0.15075682	0.10184795	0.11764019	0.1130735	0.06504817
a11	0.025048515	0.09556892	0.10307873	0.06998536	0.0529094	0.07040858	0.1531139	0.17841211	0.15945974	0.09201473
a18	0.003953245	0.0070254784	0.049746532	0.33030757	0.29318827	0.07741691	0.033542134	0.048764806	0.09247476	0.06358032
a6	0.026259273	0.058853477	0.12496527	0.28590927	0.2544982	0.0705481	0.048516832	0.04958503	0.044844043	0.036020488
a8	0.014373591	0.017265588	0.03435297	0.19677241	0.31563902	0.11787529	0.08037277	0.08212369	0.07707351	0.06415116
a31	0.029337704	0.0789962	0.14779419	0.28761002	0.2534913	0.07681294	0.03758818	0.035251945	0.028102996	0.025014494
a24	0.033424206	0.06573364	0.1326264	0.11986437	0.1087971	0.0897532	0.103512205	0.111389264	0.12098388	0.11391578
a37	0.019014265	0.048043165	0.22639911	0.2873801	0.25935656	0.05221924	0.027359556	0.027933892	0.026601734	0.025692414
a38	0.06192482	0.042216655	0.07324777	0.24353485	0.2561709	0.08265667	0.063532285	0.06271132	0.05900697	0.054997813
a31	0.06719729	0.042702038	0.078226954	0.24422497	0.24981067	0.08199976	0.06247274	0.0609903	0.057790514	0.054584768
a11	0.08376886	0.14703098	0.121072024	0.098802164	0.08716567	0.0828931	0.09324331	0.09606767	0.09733663	0.09261956
a31	0.029890286	0.05256846	0.20929292	0.28526747	0.2613147	0.054243162	0.028922513	0.028231246	0.02549887	0.024770416
a8	0.17539045	0.22790478	0.115740426	0.08943113	0.07594628	0.058976576	0.063848235	0.06574558	0.06615843	0.060858093
a10	0.03187386	0.02222181	0.061474346	0.3591141	0.3805102	0.05101741	0.016959978	0.021682255	0.028258124	0.02688793
