 	la	casa	la	costruirono	i	muratori	</S>
a31	0.0260819	0.12173692	0.22304744	0.05763754	0.036663562	0.1062483	0.42858428
a17	3.5785808e-05	9.043787e-05	0.00021281569	0.0005579686	0.00041216073	0.006921546	0.9917693
a39	7.973864e-06	3.0137908e-05	1.8409446e-05	0.0020629936	0.0017947664	0.010237903	0.98584783
a3	2.752174e-05	0.0002771035	0.0015401138	0.050691612	0.02787261	0.105849266	0.8137418
a35	0.00013989987	0.0029191403	0.01918181	0.13016875	0.10018339	0.1510357	0.59637135
a31	0.00047707165	0.0064083696	0.022935621	0.21625207	0.23223019	0.21607354	0.30562317
a24	0.0127288215	0.05938368	0.035516474	0.21131572	0.1846695	0.045590922	0.45079482
a31	0.005787605	0.017969469	0.05206977	0.07420791	0.14671743	0.10920253	0.5940453
a39	0.029581837	0.09428653	0.023840437	0.17627445	0.18702859	0.037991982	0.45099625
a31	0.0009118088	0.0041415626	0.012516124	0.03612468	0.33501327	0.35653678	0.25475577
a24	0.1750319	0.22120324	0.030375805	0.07626244	0.20705149	0.07870263	0.21137254
a31	0.005089814	0.011733559	0.051269438	0.023170074	0.19479042	0.41050828	0.3034384
a28	0.3139738	0.111138515	0.04234642	0.04810419	0.26068842	0.11852497	0.10522364
a45	0.0055770176	0.010370724	0.03619421	0.059525583	0.2715635	0.43453288	0.18223603
a31	0.09436132	0.13625844	0.30809566	0.07343122	0.14827208	0.14834024	0.09124103
a20	0.4629882	0.07180245	0.045405373	0.018519491	0.120382786	0.12666376	0.15423794
a31	0.08004692	0.09287465	0.13839127	0.10183373	0.19336186	0.21247302	0.18101858
a8	0.54470235	0.08562636	0.056347184	0.02840381	0.0957051	0.09708253	0.092132665
a31	0.0999066	0.101218745	0.15669324	0.15191574	0.17357764	0.17972577	0.13696228
a20	0.58971983	0.099670045	0.05608146	0.03255269	0.071727365	0.07343099	0.0768176
a18	0.30063266	0.2199224	0.16666667	0.068725884	0.08153994	0.0832564	0.07925614
a31	0.61597526	0.20460896	0.04470467	0.019336134	0.03727116	0.03782504	0.040278755
a11	0.5484803	0.08349422	0.069637604	0.048018176	0.08198432	0.08275035	0.08563497
a27	0.4828661	0.29667094	0.069368824	0.033006564	0.039196562	0.039356053	0.039534893
a31	0.66408825	0.11857652	0.045800153	0.032170206	0.045745935	0.04604857	0.047570333
a0	0.44321907	0.09144825	0.08961964	0.06849706	0.10111284	0.10172217	0.104381025
a31	0.5211121	0.23964058	0.056367118	0.04415606	0.04624956	0.046352267	0.046122357
a18	0.5164305	0.095998175	0.07722989	0.06569021	0.08099229	0.08126014	0.08239886
a31	0.56607515	0.27509952	0.045958843	0.026480787	0.028751532	0.028746322	0.028887855
a46	0.48930582	0.09883358	0.08213056	0.071420945	0.0856383	0.085862204	0.08680856
a14	0.5326669	0.24045752	0.05755722	0.041642915	0.042645976	0.042727236	0.042302243
a8	0.5513419	0.08643005	0.071083754	0.055116285	0.07747539	0.07803465	0.08051804
a31	0.58348674	0.24051529	0.044467606	0.031410642	0.033255126	0.03333228	0.033532254
</S>	0.38976362	0.104371175	0.09929843	0.082906045	0.10671856	0.1072266	0.10971562
