 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a20	0.050796416	0.040358324	0.033248357	0.0013465352	0.0024680418	0.07712257	0.22503282	0.10851988	0.13247202	0.1857542	0.14288087
a31	1.641874e-05	0.00018251814	0.08889123	8.160965e-05	0.021747304	0.043436598	0.82949233	0.003123408	0.0012742064	0.0049057757	0.0068485904
a46	0.00032583953	0.006442232	0.038780298	0.0033174802	0.9133252	0.011638828	0.019266143	0.00017973011	0.0003411742	0.0023376918	0.004045264
a20	0.00078852224	0.003774558	0.0801931	0.021849267	0.20802571	0.08467609	0.22843975	0.1601422	0.04407671	0.108221315	0.059812754
a31	0.00033126705	0.000339815	0.012561159	0.00086706463	0.02130702	0.046566557	0.29079324	0.42411244	0.16038175	0.026289864	0.016449783
a29	8.8391105e-05	0.00013387094	0.0074789044	0.0022661649	0.1763239	0.20955782	0.32349905	0.13037305	0.017519725	0.060983058	0.071776085
a31	0.00056175294	0.0010606917	0.018630026	0.00401028	0.10000062	0.23382972	0.23419973	0.2630558	0.08993556	0.029492237	0.025223522
a37	0.0006336369	0.002975692	0.056156345	0.012794515	0.22732478	0.18679228	0.24286729	0.11044882	0.05828954	0.052106842	0.049610242
a31	0.0002916692	0.0006367817	0.06878164	0.011312096	0.0252211	0.075710624	0.13165049	0.34500802	0.2192306	0.10457905	0.01757794
a41	0.0017783197	0.009644416	0.22985642	0.018415827	0.02767363	0.022810973	0.11973224	0.13439436	0.1908927	0.17634529	0.06845573
a8	0.0026658452	0.0067696464	0.10420144	0.011677618	0.0066829594	0.011314321	0.090270385	0.10872666	0.12197473	0.5011883	0.034528077
a31	0.0025617403	0.0066552456	0.1133881	0.0042207087	0.0039807046	0.012197079	0.20805085	0.05422581	0.079376884	0.46073306	0.054609846
a20	0.013291103	0.033219248	0.052366186	0.0061682994	0.0011840684	0.0034407605	0.05524077	0.30380163	0.3452716	0.15958826	0.026428128
a0	0.0013886337	0.0035162885	0.081321366	0.01060185	0.0024158456	0.0062436666	0.15206718	0.06368272	0.11102937	0.52776736	0.039965734
a29	0.0084288195	0.022324067	0.27326742	0.0133870775	0.0022881804	0.015029178	0.17163837	0.09011936	0.13649325	0.22592355	0.04110075
a31	0.012960178	0.04229272	0.15300567	0.081964925	0.01088309	0.0071293595	0.056435563	0.15796863	0.17194821	0.18357424	0.12183748
a24	0.05967792	0.08899077	0.02355144	0.024947643	0.0047308523	0.014406704	0.05749875	0.26795217	0.26679707	0.15833034	0.033116385
a17	0.009787391	0.040823683	0.27003053	0.21863526	0.009925245	0.016642563	0.083226	0.06293681	0.08324727	0.12889582	0.07584942
a8	0.05611808	0.079185374	0.22343495	0.35922778	0.008939767	0.02542136	0.048138686	0.050151307	0.056368563	0.057856843	0.03515727
a31	0.11271708	0.101455286	0.28086534	0.22813469	0.016788542	0.027591178	0.042962477	0.0479282	0.04920818	0.05080586	0.041543163
a18	0.12278624	0.12941952	0.04326948	0.06968913	0.0032356374	0.034779813	0.0872011	0.13008548	0.12986287	0.12748817	0.12218256
a38	0.09105034	0.21225797	0.21542461	0.30853146	0.006957938	0.018405966	0.028561817	0.0292431	0.029743524	0.030527376	0.029295914
a31	0.23033196	0.27220145	0.11101751	0.21899925	0.0044837315	0.02006562	0.026631247	0.029196253	0.029207392	0.02920043	0.028665151
a8	0.3164334	0.15090628	0.045477476	0.06262708	0.002914551	0.04494233	0.06691995	0.079530366	0.079487756	0.07834292	0.07241792
</S>	0.16688281	0.18468542	0.22197025	0.26353636	0.040694393	0.019659838	0.02064708	0.01998765	0.020571606	0.021186681	0.02017791
