 	sono	stato	sempre	poveretti	</S>
a20	0.35768518	0.05952932	0.13382249	0.30861276	0.1403502
a4	0.00057020225	0.10247767	0.89559716	0.00065079844	0.00070408365
a31	0.088342614	0.22232643	0.6361469	0.0503362	0.002847829
a38	0.21993613	0.5165959	0.2508288	0.009598677	0.003040411
a31	0.2765708	0.38047388	0.29246932	0.04115671	0.009329263
a7	0.15811247	0.49421862	0.2547037	0.057607383	0.035357907
a31	0.07445952	0.11773048	0.21555136	0.26622447	0.3260342
a21	0.056300733	0.14381243	0.10217278	0.0991124	0.59860164
a20	0.00051384297	0.002022239	0.006063203	0.007852716	0.983548
a8	0.010513952	0.035609853	0.020891951	0.014429317	0.9185549
a31	0.09198156	0.089818425	0.020530047	0.10561458	0.69205534
a33	0.015931353	0.08537647	0.2481373	0.2230606	0.42749426
a20	0.054195743	0.15075536	0.025145598	0.07304222	0.6968611
a31	0.019003065	0.19562219	0.28139147	0.10657218	0.39741108
a7	0.005833968	0.12144761	0.31826574	0.1870731	0.36737958
a31	0.07305909	0.1663508	0.10620592	0.15137286	0.50301135
a11	0.021769682	0.17743386	0.24590266	0.24498557	0.3099082
a31	0.4415373	0.11858387	0.053011943	0.1430111	0.24385588
a13	0.09943159	0.21823578	0.22508816	0.2079392	0.24930534
a18	0.6885589	0.08052522	0.030787077	0.09015679	0.10997217
a31	0.2899542	0.21418534	0.16709174	0.15710296	0.17166574
</S>	0.15328985	0.21257767	0.21358518	0.20314427	0.21740307
