 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
a48	0.046162877	0.02914901	0.043120876	0.027326353	0.05597835	0.020641062	0.032409094	0.23889458	0.08148081	0.040908337	0.072372176	0.3115565
a31	9.903616e-05	0.00013374862	0.00083870377	0.0007558451	0.0026457098	0.0028883435	0.00030238548	0.024109757	0.013442105	5.8932624e-06	0.92762464	0.027153863
a0	3.758112e-07	3.6158324e-06	1.6817916e-05	1.3305728e-05	1.952487e-05	2.8616645e-05	2.652378e-05	0.00077096274	0.0007517293	8.8565844e-07	0.91448295	0.083884664
a37	5.5850134e-05	6.0533526e-05	2.5583982e-05	3.1978514e-05	0.0014807933	0.0005012678	0.001007177	0.002961317	0.0036463782	3.309235e-05	0.9588036	0.031392507
a25	0.0053355168	0.00077417307	0.00048779478	0.00021038996	0.039434284	0.011957871	0.012402656	0.14773345	0.2279485	0.06395276	0.39535144	0.09441119
a31	0.030188454	0.028970994	0.01905815	0.016462276	0.24864016	0.11158587	0.23117669	0.15870231	0.080980405	0.067094155	0.004948399	0.0021921312
a3	0.010779669	0.0046114954	0.0012359145	0.0005560221	0.01256541	0.010573935	0.007676116	0.1880301	0.29021692	0.013820779	0.39040893	0.06952471
a20	0.009012206	0.024441756	0.018739967	0.0047295555	0.03935717	0.015385496	0.07248673	0.36230236	0.2752442	0.021448176	0.13563941	0.02121298
a24	0.026751043	0.047918204	0.051617716	0.04733438	0.24648601	0.13919382	0.17974204	0.14716332	0.06775942	0.021024026	0.012509273	0.012500712
a18	0.0890245	0.103363045	0.14513025	0.1666051	0.16486458	0.1426599	0.08428445	0.03264713	0.031632785	0.029048812	0.003567268	0.007172169
a31	0.13870136	0.11641837	0.19049716	0.15760452	0.14308976	0.100559145	0.052820712	0.024571598	0.0242588	0.03204496	0.007288872	0.01214472
a28	0.11261896	0.08566178	0.13504484	0.09590535	0.10801867	0.08640265	0.07249596	0.06997634	0.06897678	0.074811645	0.034985617	0.055101443
a37	0.11218949	0.10970397	0.20977473	0.15894753	0.14123449	0.104121506	0.05108232	0.027015397	0.027367389	0.019716315	0.019750189	0.019096663
a31	0.12319836	0.09479987	0.1877641	0.12620175	0.11183692	0.08127383	0.05669382	0.04463669	0.044911675	0.050957642	0.038255226	0.03947018
a20	0.09117164	0.08088522	0.10224069	0.08558593	0.091340125	0.08437757	0.0769224	0.07854751	0.07900096	0.08086748	0.07286382	0.07619666
a13	0.11688065	0.096988805	0.20799023	0.15197457	0.12917979	0.09274528	0.050760835	0.032241497	0.03287953	0.036316525	0.026421513	0.025620725
a20	0.123091154	0.094464615	0.18531537	0.12525393	0.10946409	0.08043928	0.05681132	0.045268025	0.04553735	0.053041615	0.040731452	0.04058179
a31	0.11792887	0.092490725	0.17538938	0.121174864	0.10629121	0.08088924	0.059795707	0.049381286	0.049680386	0.057162687	0.04475742	0.04505824
a44	0.08223299	0.08083603	0.08929388	0.084967874	0.0859047	0.08459127	0.08221369	0.08241025	0.08275205	0.08346044	0.07957413	0.081762694
a31	0.10924383	0.09756553	0.14189285	0.09502209	0.18179311	0.11018635	0.07568875	0.038611677	0.03881296	0.065024644	0.023614192	0.022544041
a23	0.085978	0.07964689	0.10244902	0.089541376	0.08939223	0.08514083	0.07723898	0.07764162	0.07837485	0.080383256	0.07685513	0.077357806
</S>	0.15495415	0.11454317	0.15895589	0.09326319	0.16890068	0.09338209	0.061031688	0.031757724	0.031399947	0.052391298	0.020148931	0.019271255
