 	qui	dentro	vuole	un	tappeto	</S>
a31	0.34754094	0.20964909	0.024407767	0.107065	0.03134312	0.27999407
a18	6.888905e-05	0.010339944	0.032954734	0.006772014	0.94827396	0.0015904584
a10	8.1999415e-06	0.0022191496	0.029772306	0.061822873	0.8974114	0.008766057
a31	0.14980426	0.08815664	0.023502551	0.039913207	0.3554936	0.34312978
a14	0.0016456945	0.0021591682	0.00068889715	0.007770727	0.7893272	0.19840835
a31	0.0012064729	0.0022651134	0.007108113	0.049842432	0.570805	0.36877283
a39	0.06574882	0.02441066	0.005313426	0.09313635	0.34560946	0.4657812
a31	0.002905712	0.0021804203	0.03468549	0.40030435	0.46019942	0.09972463
a39	0.2421336	0.043373514	0.007125918	0.13573556	0.31653386	0.25509757
a33	0.061586134	0.07026291	0.20092425	0.3627189	0.21657737	0.08793046
a31	0.39905232	0.32966447	0.12648055	0.074772626	0.042529464	0.027500546
</S>	0.48587188	0.17536868	0.07664316	0.08746432	0.087357946	0.08729399
