 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.030753015	0.04923569	0.058773626	0.16120069	0.42827427	0.19017899	0.081583686
a31	3.9313592e-05	8.7890265e-05	0.2781142	0.08775958	0.29929352	0.33129215	0.0034133971
a7	0.00022354192	0.016214386	0.95752376	0.0074997228	0.0026856272	0.007360773	0.008492256
a31	0.0045881392	0.012916072	0.5502298	0.008506811	0.0015910519	0.25008285	0.17208527
a20	0.005288051	0.010211116	0.12880227	0.0012794429	0.0011888678	0.025307486	0.82792276
a2	0.0001945406	0.00040677038	0.05028816	0.0661617	0.053013768	0.30704862	0.52288646
a41	0.0032813142	0.00319035	0.30281284	0.06907009	0.06113287	0.24363133	0.3168812
a20	0.018557679	0.017503861	0.24683803	0.11341794	0.28663874	0.14091231	0.1761315
a46	0.18755375	0.10464974	0.18904854	0.05277719	0.15186045	0.15144248	0.16266787
a31	0.16933985	0.14851215	0.13037437	0.08179109	0.14720108	0.143141	0.17964043
a11	0.17986758	0.063586384	0.07913574	0.11304471	0.17017409	0.17849644	0.215695
a35	0.2756063	0.15328394	0.056616653	0.065466605	0.15066159	0.14791842	0.1504465
a31	0.20525452	0.16928083	0.051198028	0.1001245	0.16327684	0.1619815	0.14888375
a11	0.118279666	0.07227616	0.04252415	0.11975976	0.16813174	0.18964773	0.28938076
a28	0.15438126	0.30299056	0.0696839	0.10340716	0.121471904	0.12233032	0.12573488
a20	0.15472202	0.4394609	0.06200865	0.08059319	0.086132206	0.08684898	0.0902341
a10	0.1971723	0.43992257	0.0638117	0.07237588	0.074859716	0.075096115	0.076761805
a31	0.2129051	0.40724605	0.06623782	0.0759871	0.078446604	0.07874898	0.08042832
</S>	0.14347808	0.15997988	0.09388351	0.1414413	0.14918052	0.15195638	0.1600803
