 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.020094346	0.011222351	0.030159377	0.3187685	0.23832346	0.24102652	0.14040542
a20	0.0001150661	0.04525832	0.93974876	0.013442189	0.0002110337	0.00090473227	0.00031986926
a31	0.000527985	0.015499217	0.8735422	0.023259427	0.0010787499	0.010054418	0.07603806
a37	0.0052925986	0.01915196	0.84819555	0.030425508	0.0016580425	0.020410715	0.07486566
a31	0.000119231074	0.0022827922	0.24928996	0.18572728	0.011621325	0.47602668	0.074932694
a30	0.00024795753	0.009096967	0.3469813	0.1045034	0.003957337	0.38990918	0.14530392
a13	0.00016724547	0.00309276	0.1746893	0.06711841	0.035145454	0.37543544	0.3443514
a20	0.002665625	0.019494459	0.114163555	0.04033406	0.08822532	0.346233	0.38888395
a41	0.034234036	0.049218465	0.05874489	0.053531203	0.12365499	0.35839775	0.3222187
a33	0.095357694	0.07845661	0.05308447	0.08077574	0.17417817	0.27327642	0.24487092
a31	0.027432606	0.048011195	0.044292875	0.09218707	0.2287648	0.28617617	0.27313527
a41	0.03484646	0.011243658	0.04373711	0.0926282	0.24395205	0.2760914	0.29750112
a0	0.07912613	0.03995503	0.031986497	0.116856106	0.19584614	0.28770256	0.24852748
a31	0.12145724	0.074592225	0.0347795	0.12525679	0.21301088	0.21004751	0.22085588
a24	0.09415728	0.03391243	0.030469088	0.12038559	0.2519986	0.21941216	0.24966489
a31	0.27845013	0.20043008	0.08131074	0.10483628	0.10943957	0.11339765	0.112135544
a20	0.26043287	0.10001742	0.091030434	0.1297842	0.1368686	0.13985534	0.14201115
</S>	0.503359	0.21327633	0.053790435	0.056066826	0.057579968	0.057916574	0.05801088
