 	le	melanzane	vogliono	ee	girate	</S>
a31	0.028117679	0.38101912	0.18765	0.060316455	0.12480506	0.21809171
a20	0.003412071	0.0019049287	0.0069599203	0.09892108	0.14058347	0.7482185
a18	4.2042775e-05	0.00013834207	0.0013808137	0.031357452	0.005661943	0.96141934
a20	7.164095e-05	0.00034454753	0.0067865946	0.0039363443	0.17449825	0.81436265
a38	0.00026130598	0.0015798222	0.015832348	0.008756302	0.36467013	0.60890007
a17	0.00059473707	0.0016135086	0.012148516	0.00658551	0.6095517	0.36950597
a31	0.00014853335	0.00018958394	0.0053979456	0.0058155353	0.6670871	0.32136136
a20	0.078889474	0.20412283	0.067351095	0.11037823	0.421393	0.11786535
a41	0.0010845993	0.0008191709	0.04107639	0.046454206	0.5419522	0.36861342
a29	0.017419543	0.056417253	0.10113229	0.12940001	0.40247312	0.2931578
a11	0.020655146	0.041581694	0.08327136	0.1151377	0.38302416	0.35632998
a31	0.038280014	0.06724133	0.09033722	0.16717152	0.3287293	0.30824062
a8	0.10460516	0.0650886	0.043684922	0.21145539	0.32727998	0.24788594
a31	0.011624542	0.045197856	0.3797682	0.15731221	0.2014596	0.2046376
a1	0.092456795	0.19109558	0.106968194	0.2026851	0.20802343	0.1987709
a31	0.059918467	0.11832366	0.43861398	0.16410421	0.10741791	0.11162177
a3	0.23874103	0.28357688	0.10046135	0.12827237	0.12661436	0.122333944
a31	0.11654429	0.14421552	0.41776416	0.16490142	0.07718844	0.07938615
a8	0.34988	0.2820856	0.08504096	0.096211046	0.094140194	0.09264216
a23	0.18346906	0.14062364	0.3667899	0.1800739	0.06296929	0.066074245
a31	0.28626618	0.42647353	0.1635563	0.06718626	0.02827486	0.02824295
a46	0.33001316	0.21537863	0.094757244	0.119738236	0.12009024	0.12002245
a37	0.3046235	0.25164935	0.23373097	0.106941886	0.05097795	0.052076288
a46	0.33415884	0.37893695	0.073779725	0.0745969	0.06923314	0.06929444
a24	0.31049398	0.46856508	0.08158888	0.05454359	0.042304832	0.042503633
a31	0.21465605	0.39539394	0.09476178	0.10360941	0.09563297	0.09594595
a46	0.23926052	0.11368587	0.13298298	0.16973427	0.1720941	0.1722422
a31	0.23771977	0.49338815	0.09350365	0.068260275	0.053371053	0.05375714
a8	0.350646	0.15772842	0.10982608	0.12780792	0.12693211	0.12705953
a24	0.34581983	0.4325779	0.10840293	0.051551357	0.03075678	0.030891178
a8	0.45229116	0.25053898	0.07286415	0.07623102	0.0739948	0.074079946
a31	0.3872941	0.4569537	0.06404168	0.03691562	0.027369805	0.027425196
</S>	0.31202233	0.13538124	0.12094756	0.14374828	0.14382946	0.14407107
