 	ho	rotto	una	bottiglia	</S>
a31	0.23598738	0.13292189	0.14274262	0.4247307	0.06361735
a21	0.21761237	0.0010296808	0.09986325	0.27767614	0.40381858
a31	0.96956295	0.01741054	0.0031981817	0.0045215134	0.005306819
a35	0.9425614	0.045634307	0.00050884165	0.004670558	0.0066248192
a31	0.07540046	0.58577096	0.053512406	0.26962954	0.015686624
a24	0.18377806	0.703065	0.022612104	0.07742729	0.013117545
a37	0.007574577	0.054320917	0.011081334	0.13061418	0.796409
a31	0.010443767	0.005491525	0.0053020753	0.07798985	0.9007728
a33	0.100679524	0.0072235777	0.008656315	0.52101725	0.3624233
a31	0.11918304	0.0037393805	0.0053773182	0.10252354	0.7691767
</S>	0.024598574	0.2900861	0.25607625	0.30099812	0.12824093
