 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.014431096	0.021946236	0.004919147	0.08950704	0.12441052	0.28642473	0.2287448	0.22961642
a31	2.208053e-05	0.004968288	0.00016259958	0.02566645	0.12372349	0.8365984	0.0025118266	0.0063468604
a14	6.9903754e-09	2.2685242e-06	3.6278013e-07	0.0005059803	0.009039304	0.9847376	0.0040759575	0.0016385869
a37	2.588371e-07	2.7156984e-05	4.480545e-06	0.010229478	0.092479855	0.8757008	0.005744776	0.015813217
a10	0.0356121	0.08126827	0.023909288	0.14426297	0.0626766	0.08707288	0.011605167	0.5535927
a31	0.21252474	0.29303056	0.21844323	0.1344094	0.046455782	0.036353566	0.006282839	0.052499868
a28	0.29057565	0.30493158	0.1584534	0.15358299	0.031730507	0.024562288	0.007897534	0.028266087
a31	0.103967175	0.13049835	0.17686391	0.080633745	0.0618113	0.11900631	0.03619553	0.29102364
a42	0.023238765	0.032037918	0.02083662	0.019957745	0.08857822	0.08396197	0.12540685	0.6059819
a23	0.16261096	0.0973019	0.22775163	0.19385962	0.13865545	0.1052253	0.06279467	0.011800435
a8	0.33045322	0.19482523	0.065689616	0.10646098	0.09233097	0.08625387	0.08306306	0.040923044
</S>	0.32187873	0.14478025	0.048884705	0.107272506	0.102285	0.10069729	0.09773757	0.07646398
