 	sta	seduta	nel	giardino	</S>
a20	0.011085774	0.015200014	0.3416504	0.25511485	0.376949
a17	2.3068992e-07	0.0039180843	0.016367598	0.26008657	0.7196275
a20	0.0007815122	0.9135275	0.00653951	0.02974345	0.049408052
a31	0.00050692126	0.8165097	0.14304379	0.011071064	0.028868522
a17	0.00016412712	0.5495767	0.3805137	0.02231156	0.047433913
a31	2.259663e-05	0.096951775	0.8116124	0.0337493	0.057663877
a46	9.047018e-05	0.29311153	0.6341742	0.022705799	0.04991802
a31	7.738838e-06	0.042203937	0.8591726	0.04137406	0.05724172
a20	0.0010419592	0.10977453	0.7981071	0.03728058	0.05379596
a31	0.0008079612	0.036799293	0.6006902	0.185884	0.17581864
a20	0.040611792	0.032821316	0.7364292	0.10536048	0.08477716
a18	0.0003398498	0.009910512	0.3160273	0.27551514	0.39820722
a46	0.007911605	0.009547331	0.3346041	0.29484192	0.35309502
a20	0.0075254785	0.010130618	0.3086922	0.33081096	0.34284073
a31	0.036337037	0.0075865136	0.30991876	0.31392267	0.332235
a18	0.07913915	0.00983498	0.31016898	0.29419804	0.3066589
a31	0.15221305	0.017499667	0.27075198	0.27763617	0.28189915
a0	0.27447635	0.01371067	0.23974799	0.23526649	0.23679851
a31	0.6541274	0.04842709	0.097265385	0.09991917	0.10026089
a8	0.6630384	0.025091508	0.1040802	0.1038169	0.103973046
a31	0.79472744	0.046809144	0.052071583	0.053151794	0.053239968
a18	0.7426097	0.02891314	0.07619196	0.0760948	0.07619037
a31	0.8402066	0.033182584	0.042128485	0.042225502	0.042256765
a17	0.75501186	0.03559877	0.06982461	0.069760986	0.06980384
</S>	0.83836526	0.03895562	0.040492836	0.0410732	0.041113093
