 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a20	0.03132986	0.077332705	0.04296085	0.031441502	0.008928855	0.0026135205	0.0016890242	0.08304219	0.007862602	0.0442213	0.061232753	0.10406015	0.13818294	0.36510175
a31	4.174627e-07	1.0767649e-06	2.712847e-05	2.8570834e-05	5.0017905e-05	0.00013181494	0.0010114834	0.94948375	0.03151158	0.002696741	0.004145492	0.001188816	0.0037886824	0.0059345025
a37	2.903064e-06	5.3765187e-05	1.49573725e-05	5.327032e-05	0.0018565652	0.007098047	0.024607178	0.88233244	0.072552696	0.00035395677	0.00057227997	0.0018961615	0.0022328256	0.0063730027
a31	7.7818495e-06	8.504143e-06	0.0008036035	0.0052421573	0.014808701	0.03527683	0.2110907	0.3827473	0.1974951	0.018800514	0.05936238	0.0018617782	0.019248633	0.053246006
a37	4.516984e-07	1.0003579e-06	3.4074794e-05	4.9220816e-05	0.0011557412	0.002900743	0.03412626	0.65513486	0.18453568	0.07190382	0.027186505	0.0035599228	0.007976689	0.011435063
a31	5.8071014e-06	1.35090895e-05	0.00020544743	0.0007748132	0.0063670212	0.06078552	0.15381633	0.5533796	0.07814623	0.03311022	0.03941269	0.009138516	0.023287175	0.041557215
a37	6.2421846e-06	8.73996e-06	0.00018496648	0.0007557799	0.010015691	0.06326749	0.2776823	0.49415907	0.0696196	0.03675023	0.013640877	0.00804659	0.014471823	0.01139062
a18	3.039431e-05	2.648421e-05	0.0032414	0.009916386	0.016798088	0.0724561	0.10137445	0.28708532	0.05332377	0.049324986	0.14250815	0.1427078	0.060798194	0.060408536
a21	0.0010109589	0.00017698157	0.016289	0.022467522	0.019237442	0.10388956	0.18434149	0.14593047	0.051590387	0.029109817	0.040931094	0.13683794	0.14485669	0.1033307
a24	0.01283827	0.0011549793	0.051603306	0.030552495	0.017015535	0.08650816	0.1666169	0.030748045	0.047004886	0.020589938	0.03354818	0.15198533	0.20539899	0.14443494
a31	0.03701065	0.024168327	0.037130993	0.045465045	0.018812872	0.017994529	0.013955231	0.005952863	0.0070205717	0.019219304	0.054328565	0.24279597	0.30029604	0.17584904
a14	0.018050175	0.0019377286	0.0069211833	0.0032724612	0.0012901693	0.00424078	0.005865737	0.004782446	0.0074166697	0.011626427	0.079105936	0.70743704	0.09347699	0.05457635
a7	0.042736392	0.009630146	0.06780234	0.10999446	0.031014595	0.032313	0.027468449	0.012576883	0.008211265	0.028244928	0.058632392	0.10331309	0.28088123	0.18718077
a31	0.041106362	0.004709424	0.041435402	0.07823653	0.031080242	0.048737425	0.03554665	0.011218388	0.010729926	0.03999332	0.09714174	0.18039651	0.23139395	0.14827414
a46	0.037504725	0.0066264705	0.010017291	0.008470714	0.003208186	0.009665301	0.007440145	0.005119358	0.009575792	0.024300605	0.18230826	0.5561141	0.085408196	0.05424094
a20	0.00058413186	4.680264e-05	0.0028682717	0.0013361606	0.0009773509	0.0055447323	0.018739779	0.0492655	0.02705186	0.045339044	0.03266135	0.15972133	0.36953884	0.28632486
a31	0.066316485	0.041239485	0.047398057	0.06393147	0.033529703	0.035794172	0.017620282	0.017797576	0.040412232	0.04910152	0.12323513	0.15920337	0.16404162	0.14037888
a39	0.05348062	0.025270794	0.010840986	0.014604677	0.007875148	0.0140022505	0.007808901	0.007791123	0.016373537	0.04928294	0.20994397	0.34892043	0.13901615	0.094788484
a8	0.031011581	0.0019934434	0.04320562	0.04839344	0.021754298	0.016066397	0.028626319	0.029353335	0.029326139	0.11340494	0.105353385	0.11442591	0.22201577	0.19506946
a31	0.0031112402	0.00030046017	0.009901371	0.004410702	0.0028301755	0.00887968	0.014296071	0.028325908	0.037719335	0.079683416	0.12834026	0.24661677	0.23656227	0.19902235
a33	0.054826684	0.044977132	0.008726635	0.012392786	0.01082959	0.023698526	0.009731478	0.018527819	0.039341923	0.054477792	0.16272597	0.2244854	0.17986341	0.15539481
a23	0.0029420103	0.0004210047	0.009867464	0.0040701036	0.0017146558	0.003379574	0.008890161	0.0353323	0.039431743	0.11734818	0.13561624	0.18183285	0.23763517	0.2215185
a31	0.004576945	0.0055713933	0.015174516	0.011643229	0.014280336	0.01964706	0.012091764	0.077657476	0.11498832	0.15193695	0.1833769	0.16686627	0.11692729	0.10526151
a11	0.08116351	0.089447245	0.015811732	0.028696353	0.028303936	0.05552253	0.014685569	0.020496823	0.043038823	0.044962745	0.12949845	0.17603643	0.14505546	0.12728035
a31	0.06767863	0.08109533	0.055557214	0.07179757	0.10650127	0.11077147	0.10445748	0.04315756	0.07448911	0.04971499	0.059988543	0.05953568	0.058787543	0.056467645
a28	0.14342026	0.23556782	0.02237127	0.03754373	0.041419666	0.051482953	0.015706684	0.02758955	0.045250032	0.0510197	0.08687819	0.09714468	0.07693121	0.06767423
a31	0.06533745	0.030585278	0.046645075	0.06946332	0.11006307	0.097563304	0.060373574	0.06571051	0.08114938	0.07552291	0.07194114	0.06921508	0.07970422	0.07672569
a35	0.16749525	0.28619894	0.024924356	0.03821773	0.046318665	0.049638204	0.020249564	0.035617746	0.047907252	0.051908392	0.06835122	0.07051917	0.050166167	0.042487293
a31	0.010437504	0.0016588118	0.024209073	0.04652016	0.08102287	0.08046353	0.03644305	0.07597745	0.069086224	0.14135559	0.0950279	0.08753914	0.13310649	0.11715215
a14	0.17938535	0.3445419	0.030632956	0.04027978	0.04687926	0.044042602	0.031313255	0.0372832	0.042262476	0.042034563	0.04613381	0.045836736	0.036638662	0.03273549
a21	0.070749335	0.045094527	0.05921778	0.12788954	0.20809741	0.14906015	0.124663495	0.03903961	0.044870853	0.031671308	0.024392184	0.021737065	0.02781682	0.02569992
a37	0.10331625	0.021396285	0.12907402	0.15869352	0.122194104	0.07506467	0.024491878	0.04637337	0.052124664	0.055745568	0.055144787	0.054584205	0.052088886	0.049707826
a14	0.14305915	0.2792587	0.059919827	0.07650338	0.08145405	0.05391399	0.045647852	0.03526027	0.03973617	0.03624132	0.037353605	0.03728349	0.037274107	0.0370941
a31	0.14952669	0.29796207	0.0725141	0.09260465	0.08673473	0.05176718	0.045165315	0.026676446	0.03190269	0.027637769	0.029344091	0.02940836	0.029441472	0.029314443
a17	0.16231793	0.2715505	0.0280687	0.03853742	0.045234427	0.05081732	0.042953156	0.04086886	0.048862524	0.04760888	0.055320144	0.056969497	0.055835117	0.055055514
a18	0.07746695	0.045847774	0.039713908	0.05121415	0.07746163	0.07304088	0.079104766	0.07737761	0.086236045	0.079749525	0.078222245	0.07704375	0.07904745	0.0784733
a31	0.15103686	0.28888762	0.06348295	0.08048511	0.080160625	0.051674016	0.04791981	0.032032236	0.036491364	0.032679155	0.03389537	0.033866484	0.033776496	0.03361191
a21	0.16621508	0.2618394	0.030968469	0.04064506	0.046657246	0.050844572	0.04450155	0.043172386	0.049455956	0.04851919	0.054263204	0.05540727	0.05415144	0.0533591
a31	0.085733905	0.058576725	0.043592926	0.061827593	0.09476421	0.08025325	0.080414444	0.069934346	0.07719323	0.07077153	0.06906266	0.06805681	0.0701394	0.06967897
a21	0.19244128	0.32134676	0.029184142	0.036734577	0.042169616	0.042692665	0.04028299	0.039370555	0.04220534	0.041606758	0.043783776	0.044058044	0.042493466	0.041630097
a31	0.077807754	0.027572343	0.062067483	0.12171755	0.16250525	0.10965894	0.07825768	0.053152964	0.061794028	0.051880695	0.047893655	0.04641835	0.050040036	0.04923324
a11	0.23587601	0.35397297	0.03378953	0.037461713	0.03761257	0.035046134	0.033958934	0.03257351	0.033775352	0.033275317	0.033981938	0.033960752	0.032696694	0.03201851
a18	0.1485177	0.09831317	0.110767566	0.16539614	0.16142674	0.085466474	0.06683041	0.025074504	0.03124104	0.022646058	0.021133544	0.020248482	0.021606177	0.021331945
a31	0.21817058	0.31743872	0.07723905	0.079101495	0.059577547	0.037091736	0.033803344	0.025340289	0.027081102	0.025061695	0.025123244	0.024991812	0.0250148	0.02496456
a33	0.22526139	0.33346638	0.0334719	0.037666067	0.039011586	0.037677854	0.036922045	0.03543154	0.03677754	0.036316082	0.037204888	0.037317246	0.036868706	0.036606777
</S>	0.043195955	0.011059371	0.14089395	0.1437016	0.12504864	0.11839976	0.07642772	0.05059558	0.06364168	0.04729358	0.04526112	0.044010554	0.04536362	0.045106854
