 	dove	aveva	per	stare	non	aveva	</S>
a24	0.070908055	0.4198234	0.24992746	0.009137111	0.01975079	0.06645574	0.16399743
a20	0.011164275	0.023525491	0.79334086	0.012931427	0.05281658	0.047171637	0.059049718
a13	0.00033361177	0.030051146	0.9468104	0.0010903267	0.00014900745	0.00041461954	0.02115089
a37	0.035769187	0.17657413	0.55446094	0.037551407	0.020658348	0.06492486	0.110061124
a24	0.055669498	0.10880356	0.3024879	0.030465035	0.059411358	0.3943828	0.048779882
a31	0.044590026	0.07441426	0.3234712	0.05064488	0.060119286	0.4091169	0.037643474
a20	0.034419585	0.067423	0.29270378	0.035886336	0.05533359	0.44920745	0.065026276
a0	0.0039745984	0.010076705	0.24489361	0.021865254	0.19082849	0.43470633	0.09365497
a20	0.004369364	0.028866973	0.0754871	0.2655712	0.31563297	0.17524081	0.13483159
a31	0.014901721	0.07030665	0.0134414155	0.45561776	0.20440209	0.12078658	0.12054376
a8	0.046859685	0.07123042	0.016189054	0.17823601	0.26748535	0.19654074	0.22345872
a23	0.021183211	0.1546697	0.018030155	0.30504712	0.15191929	0.18279897	0.1663515
a38	0.008341957	0.18053122	0.016039385	0.36144227	0.1739984	0.13437247	0.12527426
a33	0.04288869	0.13793874	0.007580013	0.40979138	0.16237104	0.11809557	0.12133458
a31	0.05212724	0.3818771	0.019079093	0.31030878	0.11828173	0.07425255	0.044073474
a24	0.07510014	0.040149014	0.011522407	0.21629798	0.2293368	0.21054845	0.21704517
a18	0.40156475	0.27403146	0.022124957	0.100269765	0.06956288	0.06636711	0.066079125
a31	0.4482888	0.20214479	0.023671228	0.09738478	0.077836305	0.07535956	0.07531458
a33	0.09673072	0.11458085	0.043906976	0.18632215	0.18728487	0.18517393	0.18600045
</S>	0.5077139	0.28106895	0.037609514	0.058669	0.039595198	0.03762013	0.03772324
