 	le	ragazze	vogliono	guardate	</S>
a10	0.31525058	0.11596735	0.028256547	0.10028981	0.44023567
a20	0.00077640667	0.007155575	0.017869389	0.04313595	0.93106276
a31	0.0013671269	0.035382826	0.041232526	0.29903916	0.6229784
a20	0.0054432508	0.026471663	0.004562333	0.621231	0.3422917
a11	0.00212583	0.010175588	0.031364933	0.3737832	0.58255047
a31	0.0041345395	0.0129081635	0.09313513	0.5527742	0.337048
a0	0.0073061204	0.016816285	0.020736566	0.6850485	0.27009252
a31	0.0025995255	0.0043563973	0.40338185	0.2811787	0.30848354
a39	0.111259125	0.16247778	0.16916168	0.312178	0.24492338
a18	0.0034900266	0.004838985	0.34216914	0.19565983	0.453842
a31	0.03256619	0.09279899	0.40172425	0.09539385	0.37751675
a8	0.09115491	0.2021878	0.122309804	0.09669433	0.4876531
a31	0.008117846	0.014881931	0.5430707	0.13241547	0.30151406
a46	0.06999314	0.13254651	0.12325062	0.07808105	0.59612864
a18	0.023261474	0.043994084	0.5746905	0.14679512	0.21125881
a35	0.18578354	0.24149859	0.2638085	0.04553725	0.2633721
a31	0.08505153	0.35683057	0.23881698	0.110069685	0.20923123
a39	0.083887085	0.082297675	0.2451941	0.1095167	0.47910443
a8	0.1727317	0.49697152	0.1608692	0.07577329	0.0936543
a23	0.37676123	0.41397756	0.115772665	0.039655544	0.05383303
</S>	0.34636167	0.4320204	0.1079146	0.04672	0.066983335
