 	lo	ho	finito	di	fare	</S>
a8	0.18883315	0.5879244	0.03303937	0.08307585	0.011464625	0.095662594
a31	0.00017298872	0.0013734734	0.04620117	0.93365115	0.011369996	0.007231235
a20	0.0036340312	0.095818184	0.6466405	0.21138959	0.008231392	0.034286283
a24	0.0030006254	0.091965005	0.80495816	0.06504879	0.005999357	0.029028073
a18	0.017368954	0.025855785	0.14899282	0.20856912	0.061973717	0.5372396
a31	0.019484838	0.033931997	0.22959267	0.22723356	0.13056071	0.35919625
a20	0.035512343	0.06127521	0.23648684	0.12505865	0.04216507	0.4995019
a10	0.010280364	0.019334434	0.51920885	0.1833987	0.13414767	0.13363004
a20	0.024959201	0.112560086	0.5159565	0.21655595	0.094357416	0.035610843
a7	0.008276112	0.053834207	0.6648199	0.21528447	0.045784634	0.012000768
a31	0.010422319	0.07053712	0.617432	0.24447764	0.043185476	0.01394546
a20	0.05231189	0.046289403	0.5152546	0.22290713	0.12380269	0.03943425
a18	0.010955279	0.10820364	0.5243258	0.2857362	0.05523076	0.015548362
a24	0.019037733	0.1817048	0.49151713	0.2164067	0.07327688	0.01805677
a46	0.048098754	0.27283394	0.36688972	0.16831654	0.10046156	0.043399513
a31	0.277193	0.3748283	0.16165781	0.085899875	0.053923693	0.046497192
a33	0.046921626	0.14222783	0.24596336	0.19244343	0.18822154	0.18422227
a8	0.53694546	0.26679572	0.08983003	0.05235294	0.026110934	0.027964897
</S>	0.45889184	0.30967668	0.115056366	0.05778593	0.030195352	0.028393785
