 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.0010327008	0.0042929924	0.25735185	0.08836841	0.09992141	0.14639266	0.17171341	0.14817819	0.082748376
a18	2.4352957e-07	6.0884755e-05	0.008059207	0.01187202	0.23402801	0.44523177	0.23760055	0.051021904	0.012125494
a24	1.5299553e-07	0.001786776	0.0030657076	0.020455357	0.06048902	0.07105393	0.0922628	0.24110727	0.50977904
a31	2.6115307e-05	0.010569733	0.0067106034	0.033314552	0.16783664	0.39943033	0.28717148	0.04345513	0.05148534
a37	6.854091e-06	0.008579811	0.003528593	0.021180669	0.17166759	0.38964587	0.10976504	0.08373403	0.21189165
a0	9.986609e-06	0.011726611	0.0066056172	0.044934694	0.04375252	0.15030617	0.5609693	0.07919098	0.102504104
a28	1.552876e-05	0.0012205135	0.0032207626	0.004485676	0.031843796	0.4463955	0.47609094	0.021554092	0.015173214
a18	0.00036481718	0.017656926	0.00906923	0.03538102	0.048401643	0.18612625	0.6058737	0.07536736	0.021759024
a31	0.0039066533	0.064197786	0.05083435	0.033605218	0.03500774	0.079168975	0.39029852	0.28316158	0.059819292
a37	0.010339839	0.027243512	0.014477754	0.030791791	0.059732385	0.12875658	0.58454096	0.097631834	0.046485305
a20	0.0025310772	0.016160173	0.020402167	0.014312724	0.020991344	0.11190436	0.41186497	0.32255775	0.07927538
a31	0.007540487	0.03092788	0.031221857	0.020254854	0.020395111	0.09672565	0.37557188	0.3281618	0.08920052
a24	0.01931662	0.018159859	0.025493417	0.029003376	0.03107824	0.1232523	0.54620767	0.16586234	0.041626167
a31	0.008206165	0.016392253	0.04727134	0.02775644	0.025614314	0.16372015	0.28428122	0.2704339	0.1563242
a20	0.024752714	0.01656322	0.054356895	0.037817024	0.02841406	0.19094108	0.4409016	0.1706799	0.035573475
a31	0.014387186	0.04223817	0.06333931	0.097323924	0.065771446	0.19905648	0.23394537	0.19384027	0.09009786
a18	0.05091038	0.02015438	0.093930274	0.0782612	0.051986635	0.19893311	0.25878847	0.1897223	0.057313275
a41	0.034142073	0.13762301	0.12016818	0.12878451	0.0741502	0.14268883	0.15728647	0.1355757	0.06958105
a35	0.077755444	0.08948044	0.17334908	0.08495252	0.05919036	0.1220722	0.1350031	0.1347803	0.12341648
a24	0.097907454	0.13515314	0.08464316	0.08460088	0.09745008	0.123529606	0.1270339	0.12657462	0.12310717
a28	0.09162026	0.04012614	0.084067136	0.08960378	0.07986568	0.14466773	0.15620129	0.15754895	0.15629904
a31	0.10703928	0.108871	0.12655371	0.091461465	0.076372	0.11772142	0.12411186	0.12463422	0.12323506
a11	0.07778879	0.02335732	0.106546156	0.09978015	0.06819382	0.14488935	0.16065007	0.16193847	0.1568559
a31	0.1173988	0.10825438	0.09081605	0.09184329	0.09675878	0.121337935	0.12455654	0.12482577	0.12420851
a20	0.105109036	0.040563047	0.10661165	0.108729295	0.08921271	0.13314173	0.13969722	0.14003175	0.13690355
</S>	0.12800619	0.16985354	0.098095596	0.089767925	0.094136484	0.104213096	0.10542665	0.10545762	0.10504287
