 	avete	cucinato	le	verdure	</S>
a20	0.11705579	0.5496017	0.19062683	0.022562223	0.12015348
a31	0.012759765	0.74841833	0.17168036	0.04256786	0.024573741
a37	0.007516353	0.28550187	0.6724796	0.024545137	0.0099569615
a10	0.013255716	0.52216804	0.15443636	0.039320305	0.2708195
a20	0.069373876	0.6551043	0.0454739	0.009943268	0.2201046
a28	0.06348475	0.795945	0.05374968	0.009704832	0.07711573
a20	0.095991865	0.80553484	0.049916226	0.015283988	0.033273008
a33	0.32696286	0.520608	0.10547562	0.023637453	0.023316037
a8	0.32719216	0.4537504	0.15562783	0.026383245	0.037046302
</S>	0.38360155	0.35504624	0.2057556	0.026086096	0.029510522
