 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
a31	0.0457913	0.06371185	0.15754014	0.15768956	0.13582364	0.16176192	0.09180931	0.09367493	0.0921973
a16	0.0064965077	0.06233939	0.14301644	0.33694184	0.007580627	0.41371933	0.017003112	0.0073786015	0.005524099
a31	0.0015679926	0.003328862	0.0016703727	0.004211372	0.019387614	0.527731	0.011495834	0.096943624	0.33366334
a24	0.09518858	0.036857035	0.008321429	0.023343055	0.13149409	0.45569587	0.023683082	0.08777742	0.1376394
a28	0.02504084	0.036481842	0.029349731	0.062061135	0.13021699	0.34742182	0.14463787	0.08951603	0.13527375
a31	0.025351688	0.051953886	0.03525478	0.044299472	0.27309102	0.14978515	0.29638717	0.04912641	0.0747504
a41	0.07480404	0.11853187	0.1300835	0.1398582	0.14745791	0.13166472	0.06808375	0.07483972	0.11467629
a31	0.006811626	0.09318725	0.11362534	0.14424483	0.08933623	0.18737367	0.23997203	0.09851908	0.026929969
a28	0.012504317	0.2025935	0.14038783	0.10177953	0.057377517	0.1563853	0.020093113	0.23704788	0.07183094
a20	0.004542221	0.10143188	0.16201875	0.19362204	0.08101551	0.23859611	0.08757444	0.10900811	0.022190865
a46	0.010036147	0.19263889	0.2979146	0.13010332	0.050825927	0.15350282	0.015288855	0.1293711	0.020318285
a11	0.023815274	0.109504096	0.28009182	0.24317677	0.05464029	0.13928424	0.010538516	0.111450665	0.027498297
a46	0.017912982	0.15542963	0.14083552	0.053563524	0.032341268	0.12588756	0.06362561	0.29174536	0.11865853
a31	0.04780822	0.10264453	0.17745638	0.13918594	0.06060228	0.16568255	0.0076021235	0.19403088	0.10498712
a17	0.0032841412	0.062217683	0.08063031	0.039783556	0.036103185	0.10748139	0.2915813	0.3047318	0.07418667
a31	0.04934028	0.04192642	0.08949413	0.14592285	0.09051038	0.22509338	0.027388142	0.22883573	0.1014887
a20	0.014929028	0.1362102	0.13597968	0.06376182	0.076821566	0.13142651	0.21576352	0.19967239	0.025435269
a31	0.116716385	0.08848442	0.14006954	0.13984664	0.12120575	0.16660118	0.01977886	0.14932837	0.05796888
a13	0.040411532	0.12711474	0.13391876	0.10062397	0.109265454	0.14066885	0.15724894	0.15593894	0.034808822
a18	0.23970753	0.11432312	0.15859754	0.12622955	0.104976244	0.113725245	0.013820616	0.09533143	0.033288836
a13	0.26177326	0.19565415	0.12978727	0.07243092	0.06640388	0.073222265	0.056336038	0.077661246	0.06673095
a31	0.2010755	0.17462645	0.13255292	0.084649764	0.07407376	0.08605893	0.0678176	0.09072885	0.08841624
a18	0.05321971	0.120920144	0.12188294	0.10009423	0.10474391	0.12069065	0.13442178	0.13431056	0.10971605
a3	0.28929266	0.1370667	0.12333398	0.08792403	0.07613517	0.084091395	0.039933294	0.084102295	0.078120455
a0	0.3058645	0.13035579	0.10414717	0.07966832	0.07543062	0.07807959	0.071947984	0.07891969	0.075586304
a20	0.24305022	0.12928775	0.10739491	0.0876637	0.08364116	0.08722273	0.085862435	0.0884995	0.08737758
a31	0.2080203	0.13997023	0.11255164	0.08755188	0.08483214	0.08969788	0.09216753	0.09290618	0.092302285
a13	0.068477586	0.11812473	0.1175886	0.103185385	0.10688649	0.115799785	0.124071404	0.12409223	0.1217738
a31	0.16998374	0.124729544	0.11465776	0.1004017	0.09027527	0.100843124	0.09547107	0.10226583	0.101371914
a20	0.087194085	0.114437304	0.115033634	0.10813709	0.10964701	0.11481312	0.118737504	0.11864854	0.11335178
a13	0.27760512	0.118237756	0.10399496	0.0880586	0.08266899	0.08638736	0.071174376	0.08644076	0.08543207
a20	0.23303838	0.12526575	0.10561539	0.09057366	0.08794873	0.08941469	0.088616714	0.09002888	0.08949778
a31	0.19513004	0.12391869	0.10828355	0.094996355	0.093385786	0.095358156	0.0959868	0.09661185	0.096328855
a17	0.092126116	0.114962	0.11430868	0.10784448	0.10942814	0.11321272	0.11649498	0.11647521	0.11514766
a20	0.18180089	0.10569136	0.10580593	0.10273348	0.09717746	0.10312495	0.0977821	0.10319892	0.102684885
</S>	0.18641005	0.122614756	0.108605795	0.0973887	0.095231645	0.096979976	0.097547464	0.09772271	0.09749892
