 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	0.10531493	0.07955398	0.09895952	0.000110838744	0.052494887	0.045255147	0.11782369	0.023559256	0.0030349668	0.009900289	0.054094046	0.16292031	0.24697812
a31	3.5153346e-06	7.310701e-06	0.002235476	6.3769294e-05	1.9325345e-05	0.016831804	0.049899083	0.18174319	0.10404385	0.13145453	0.21821041	0.040546373	0.25494137
a23	0.0031290294	0.008864505	0.025875177	2.6970754e-05	0.0020612008	0.5912196	0.34170696	0.01431982	0.0001424098	0.00022878763	0.0005504055	0.0003472375	0.011527893
a31	2.5793565e-06	2.2925701e-06	0.004529078	2.1611544e-05	0.00024216516	0.018773366	0.41852468	0.18030486	0.015080797	0.032824777	0.1539493	0.017579054	0.15816548
a39	2.8148806e-06	5.834727e-06	0.00028816858	1.4447824e-05	0.00023902733	0.0067633013	0.08966394	0.28457257	0.13601163	0.21330173	0.18044168	0.015906444	0.07278838
a8	3.790853e-06	4.2797747e-06	0.00032743055	0.000100972204	0.0005730326	0.003117749	0.06280695	0.093644395	0.07774403	0.17838946	0.4505884	0.049012724	0.083686836
a31	1.8527828e-05	5.5935507e-06	0.024370508	0.00070217013	0.0042776284	0.027508527	0.094463274	0.060966987	0.050694164	0.1392622	0.49704102	0.06927994	0.031409435
a13	9.322096e-05	3.7626833e-05	0.06812888	0.00015275694	0.0032062226	0.055902984	0.09547392	0.083395995	0.043902192	0.09474395	0.2621336	0.19754453	0.09528409
a31	0.00023400097	1.6065183e-05	0.016122794	4.5630477e-05	0.012160472	0.055403166	0.073147945	0.010370588	0.012701585	0.03723706	0.18920553	0.5258371	0.06751802
a46	0.010712798	0.0032472855	0.07394742	0.00019009804	0.0094307065	0.07196682	0.06358613	0.03137133	0.015091483	0.06419213	0.29469246	0.27927542	0.082295984
