 	perché	aveva	lavorato	molto	</S>
a46	0.10332082	0.1266483	0.046272047	0.20272842	0.5210304
a31	0.00014796676	0.011665183	0.4756677	0.00058145035	0.5119377
a17	0.086560175	0.70496285	0.1038214	0.012638485	0.09201708
a31	0.028363165	0.11672575	0.102202825	0.062690794	0.69001746
a37	0.02783679	0.30691352	0.12312566	0.008350408	0.5337736
a31	0.058607984	0.119734295	0.09838194	0.04280894	0.68046683
a18	0.06382795	0.2329523	0.024345102	0.05396023	0.62491447
a10	0.06917862	0.119794	0.017982995	0.11328204	0.6797623
a31	0.31821316	0.40689683	0.013432034	0.048616923	0.21284105
a46	0.3758216	0.16870283	0.019557174	0.07175965	0.36415875
a20	0.00634626	0.058850054	0.040820025	0.0979896	0.79599404
a11	0.12224223	0.20679717	0.027630469	0.08498732	0.5583428
a18	0.06795352	0.20131065	0.12763931	0.11268578	0.4904108
a31	0.100354075	0.10043201	0.1495511	0.14724122	0.5024216
a0	0.12859493	0.028986651	0.08052301	0.28521872	0.4766767
a31	0.07502431	0.18618806	0.24325036	0.16175343	0.33378386
a8	0.11261602	0.043413203	0.17143126	0.28342083	0.38911876
a31	0.07488414	0.5511144	0.14124905	0.10292103	0.12983143
a7	0.11730245	0.086702175	0.2236777	0.2589481	0.31336963
a31	0.12983893	0.5113521	0.13238563	0.108614914	0.11780844
</S>	0.11050653	0.14028183	0.23289253	0.24815407	0.26816505
