 	non	aveva	dove	aveva	per	stare	</S>
a7	0.041411757	0.1295343	0.20236534	0.16191156	0.3800079	0.0082184775	0.07655063
a31	1.2815982e-06	1.7652734e-05	0.94720024	0.020740116	0.0307734	0.0006133761	0.0006539319
a29	0.00012487233	0.0020873784	0.9456057	0.017466854	0.032125242	0.0017237838	0.00086614076
a19	0.00013608515	0.005124447	0.034452062	0.0058177896	0.4177178	0.49762145	0.03913032
a46	0.028406832	0.042967755	0.17263472	0.038161244	0.3344432	0.039066285	0.34431997
a31	0.015288475	0.05899645	0.13659908	0.0431575	0.34465057	0.29184523	0.10946273
a38	0.0020195981	0.02594681	0.49084502	0.0638701	0.17005815	0.10884333	0.13841698
a31	0.0035090903	0.014386432	0.07447276	0.09898666	0.26477826	0.2422708	0.301596
a20	0.18069914	0.39542237	0.06294062	0.05748324	0.08325992	0.11028107	0.10991358
a31	0.03162596	0.26886117	0.07826336	0.12557386	0.064580485	0.24456006	0.18653508
a0	0.41214678	0.26584426	0.019325139	0.018741108	0.031171635	0.1332081	0.11956307
a31	0.199185	0.5399528	0.09030748	0.046935424	0.04184169	0.043727107	0.03805052
a46	0.5662176	0.23686127	0.03398404	0.033370808	0.038029768	0.045856647	0.04567996
a18	0.42366156	0.42425266	0.045865804	0.02867697	0.02668235	0.026281158	0.024579525
</S>	0.5751785	0.21744584	0.03965879	0.04205638	0.040375166	0.0426354	0.042649884
