 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a20	0.009962679	0.015708541	0.04569478	0.006578376	0.0026616838	0.0008688721	0.03897501	0.008514853	0.010055172	0.0065693227	0.03323304	0.04782519	0.20948717	0.24081261	0.14365378	0.17939897
a11	8.510219e-05	6.3739717e-06	0.017010648	0.0021065557	0.0013413075	0.014856403	0.20515871	0.08792975	0.039574124	0.0389924	0.04408924	0.060355704	0.08482257	0.16115366	0.10892962	0.13358784
a38	2.2877086e-06	3.9998235e-06	0.0002484452	1.5252706e-05	3.4995064e-05	0.00034988808	0.0051342254	0.0016565945	0.004095728	0.002471858	0.01656754	0.03823238	0.09566965	0.30791372	0.09922118	0.4283823
a37	7.150051e-05	7.804523e-05	0.00782303	0.009335382	0.033453804	0.10349031	0.17995802	0.11722259	0.031801395	0.066945426	0.026081692	0.021849401	0.04297516	0.19644368	0.065719366	0.09675121
a11	0.00488299	0.0024237463	0.23236832	0.05970786	0.06496165	0.15467203	0.03875421	0.034062263	0.032992434	0.06643169	0.06762136	0.07640657	0.015154355	0.09939536	0.031128839	0.019036263
a13	0.0032584467	0.0024434167	0.1405468	0.056449007	0.097722836	0.20625044	0.037928805	0.03688308	0.031778287	0.056444697	0.06400367	0.07965112	0.02064688	0.12455271	0.0278078	0.013631977
a37	0.0033550176	0.0025833508	0.18638098	0.07550032	0.12987761	0.15816109	0.03848809	0.035115063	0.024036286	0.028785205	0.035152256	0.058100596	0.029464737	0.14600722	0.033512715	0.015479424
a31	0.0064084316	0.0055377954	0.25474188	0.12194216	0.106942244	0.08832505	0.020721776	0.016827144	0.011115478	0.011541734	0.017199824	0.047378547	0.03976212	0.19897488	0.036265057	0.0163159
a24	0.055565964	0.022634163	0.09623488	0.03310536	0.03881483	0.11262484	0.028868454	0.029069247	0.0312986	0.04664394	0.068404816	0.10537188	0.034069374	0.23083082	0.047534797	0.018928008
a31	0.011572348	0.0076686195	0.08219954	0.06377953	0.04910325	0.039000064	0.00905368	0.007823823	0.008265993	0.013333061	0.027060037	0.100651145	0.15521893	0.35572144	0.039505046	0.030043479
a39	0.059998784	0.010372946	0.022214778	0.011779112	0.00941992	0.014540408	0.015022013	0.0151999	0.021888856	0.046512976	0.08555372	0.18225214	0.062084734	0.36134514	0.054609507	0.027205035
a31	0.01970713	0.0025913045	0.030880736	0.023282407	0.037910342	0.11592083	0.03464962	0.050524157	0.07742329	0.09735555	0.10631894	0.12314596	0.07966764	0.17419577	0.014421317	0.01200498
a13	0.017189585	0.0069371704	0.0044207005	0.00638031	0.0052055507	0.0051403427	0.006678784	0.005199934	0.00954783	0.024238748	0.063654356	0.22203192	0.15487617	0.4149748	0.02890488	0.024618858
a41	0.024377653	0.007100989	0.018060079	0.018114137	0.01975447	0.080027044	0.016276632	0.019732365	0.036425278	0.062103935	0.0838769	0.17695613	0.099895865	0.28925958	0.0237547	0.024284234
a33	0.021695761	0.039270815	0.015644377	0.049831368	0.057193656	0.05155921	0.0188986	0.009572834	0.01517882	0.027902206	0.08042249	0.19616766	0.14179075	0.24116567	0.014977051	0.018728688
a31	0.034103997	0.003292955	0.18446824	0.06842433	0.020823829	0.034333147	0.056120094	0.055121403	0.06258619	0.049015332	0.06393439	0.09991845	0.09099778	0.13829294	0.019453196	0.019113721
a37	0.010653787	0.028950993	0.0030861094	0.00988831	0.022381794	0.0060924413	0.013519767	0.006533506	0.011343256	0.02997987	0.11254901	0.19953279	0.19024488	0.2616354	0.041361447	0.052246694
a31	0.026136199	0.062118154	0.007747597	0.034618236	0.07826289	0.05620381	0.032928843	0.01729977	0.020875944	0.034650408	0.09360912	0.1404189	0.13978931	0.17154677	0.03579987	0.04799423
a11	0.01459065	0.058145765	0.005235585	0.022345854	0.047803864	0.011237487	0.027427271	0.015094806	0.022771599	0.045405395	0.12572512	0.17755802	0.16272677	0.19758636	0.027470933	0.03887457
a0	0.03871526	0.12915884	0.012613048	0.05597297	0.10238588	0.061437007	0.042395353	0.023366097	0.02406238	0.035385236	0.0793209	0.10366591	0.103512585	0.11545461	0.030449685	0.042104285
a31	0.07108726	0.25294462	0.027613478	0.08484939	0.10558348	0.07332116	0.03642095	0.025592418	0.02410963	0.030664485	0.048865814	0.056392983	0.05770289	0.060100015	0.018690273	0.02606117
a28	0.031335562	0.11083494	0.008900638	0.033266563	0.06326578	0.023551628	0.034700923	0.031049097	0.04356341	0.06880625	0.10720897	0.119183965	0.11491515	0.12545191	0.035297032	0.048668157
a31	0.05608847	0.20181637	0.02214967	0.06178305	0.09311354	0.1306354	0.040390998	0.037940934	0.03659701	0.039107848	0.04561544	0.048988465	0.053351216	0.05342025	0.03736191	0.04163946
a41	0.057723362	0.19051425	0.014377198	0.042653475	0.062765285	0.041601565	0.044709325	0.04479716	0.053244133	0.065043375	0.07716655	0.07988243	0.07762817	0.081448026	0.028156383	0.038289357
a31	0.088055395	0.2798037	0.042911172	0.07046871	0.077372596	0.15382183	0.03110825	0.03094539	0.028398223	0.025937589	0.02650618	0.02856086	0.03277668	0.031420484	0.02466236	0.027250519
