 	ho	scritto	una	lettera	al	mio	fratello	</S>
a10	0.2728355	0.12204983	0.03408169	0.030547133	0.018786978	0.17498544	0.31966886	0.027044633
a31	0.018247453	0.27978522	0.43492347	0.06327942	0.029105728	0.035577264	0.096516095	0.042565327
a37	0.0058987373	0.06907826	0.91028434	0.013640521	0.0003386467	6.8362955e-05	0.0004683481	0.00022276468
a31	0.016662156	0.4097354	0.10951163	0.20029044	0.03734323	0.17487995	0.041550547	0.010026639
a20	0.020118242	0.63334274	0.22356631	0.062773325	0.017241275	0.02953636	0.004377416	0.009044304
a31	0.0114099495	0.24559584	0.15715826	0.18133055	0.05420703	0.09731246	0.09569648	0.15728945
a20	0.01484965	0.15432559	0.09500092	0.105991594	0.032877468	0.079506926	0.22348064	0.29396716
a13	0.0011391826	0.20110925	0.088274695	0.0447217	0.02390828	0.06320041	0.20995662	0.36768988
a20	0.03918641	0.2501563	0.17645636	0.005994846	0.0040568262	0.036280863	0.24875747	0.23911093
a24	0.12022676	0.06396922	0.22297364	0.010101825	0.018969484	0.06054059	0.29348546	0.209733
a31	0.16520692	0.059452884	0.20121208	0.0147115225	0.02441487	0.059585594	0.2787459	0.19667025
a0	0.028092692	0.038278453	0.05847397	0.022352805	0.044202328	0.12326071	0.40317154	0.28216755
a35	0.057395887	0.020382084	0.07053637	0.01076505	0.042170156	0.10632133	0.3743346	0.31809443
a0	0.06661887	0.026704442	0.059706397	0.024277737	0.08042393	0.13670112	0.31498203	0.29058546
a31	0.09389726	0.02717177	0.0442803	0.0332034	0.105861284	0.16939832	0.2708842	0.25530347
a11	0.015803093	0.017278943	0.018550334	0.031652953	0.11372196	0.22254553	0.30508024	0.2753669
a20	0.16247603	0.05272772	0.07642585	0.06441916	0.11570915	0.14080183	0.19578475	0.19165546
a41	0.19667593	0.052446283	0.06140674	0.08450267	0.1310419	0.14820811	0.16386253	0.16185589
a10	0.21018155	0.05799766	0.06459946	0.09295387	0.13099799	0.14312047	0.15072887	0.14942017
</S>	0.17819363	0.05389108	0.058960173	0.09433641	0.13931625	0.15399769	0.16149074	0.15981402
