 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
a31	0.036153853	5.5963163e-05	0.25095797	0.195101	0.13477878	0.011525068	0.0013632653	0.002667063	0.0031580282	0.0054118796	0.05935237	0.18861496	0.024888711	0.08597115
a15	0.00020371714	0.0065275365	0.7496094	0.011589257	0.05296619	0.07722043	0.0140608065	9.511803e-05	0.004262185	0.0026892857	0.0044120266	0.011785624	0.009972431	0.054606047
a20	6.7707083e-06	0.0018156996	0.07853434	0.021169286	0.034344792	0.03089521	0.026080256	0.0060600257	0.008120161	0.002662823	0.010251221	0.09278119	0.10004971	0.5872285
a31	0.005197163	0.31303552	0.14393681	0.0043213977	0.0064126295	0.019579409	0.05251353	0.014711505	0.07108313	0.049264707	0.08256307	0.0107082175	0.09221369	0.13445923
a39	0.00016170797	0.2959168	0.06957892	0.0021452399	0.0019457185	0.0063288957	0.033596665	0.009252529	0.02474021	0.020729773	0.06589592	0.0332781	0.13309197	0.30333754
a31	0.00031611742	0.0053252713	0.16660944	0.024524882	0.031010104	0.027944714	0.035229746	0.0143329585	0.070319764	0.03220186	0.07635781	0.06996777	0.18223669	0.26362282
a15	8.548581e-05	0.29386592	0.04432728	0.006217707	0.002725688	0.0063106907	0.03342305	0.01556301	0.032653574	0.016840309	0.041901235	0.04344032	0.1370536	0.32559213
a31	0.00061986793	0.0030476158	0.15074842	0.11961253	0.030001426	0.022429863	0.07413473	0.051453054	0.10828964	0.035238735	0.05898958	0.09883834	0.08347131	0.16312495
a18	0.007700891	0.18895726	0.09372735	0.07993624	0.011583008	0.019809246	0.28613305	0.034912534	0.023011476	0.015712155	0.022341764	0.032284323	0.048281915	0.13560873
a8	0.0041027702	0.0154125225	0.14851049	0.22756681	0.049052786	0.021565853	0.22165	0.050590925	0.05783707	0.028836016	0.08130504	0.041402306	0.01401014	0.03815738
a31	0.01718496	0.028110199	0.08701148	0.13736401	0.016914403	0.024945425	0.40405193	0.094795324	0.043986153	0.017675905	0.025551898	0.05140806	0.016622419	0.03437787
a3	0.04071449	0.093506925	0.15903635	0.120242864	0.09240078	0.023658987	0.06417798	0.016997302	0.027113575	0.05534831	0.028995283	0.12051518	0.06656826	0.09072375
a31	0.009878467	0.011216958	0.20416363	0.15991887	0.03172223	0.01552707	0.17757642	0.09648091	0.034342356	0.013108277	0.061200917	0.11812929	0.021324204	0.04541045
a39	0.03291645	0.022390496	0.05316964	0.098867655	0.1084613	0.031019019	0.05155148	0.01787245	0.04835623	0.14967988	0.06542073	0.20640837	0.050570488	0.06331586
a31	0.0093878405	0.008924454	0.3129974	0.18162368	0.037051987	0.014072861	0.10993447	0.07065863	0.017468851	0.0068151657	0.03780656	0.12709448	0.022786893	0.043376695
a17	0.024208607	0.009148469	0.033578157	0.078087784	0.1177132	0.050070066	0.03620796	0.0165146	0.057744835	0.20002772	0.08104914	0.23471497	0.026481872	0.034452546
a13	0.011948159	0.013469531	0.3915893	0.16025491	0.0413345	0.012234161	0.09081479	0.07211017	0.012494568	0.005670249	0.033674903	0.10511898	0.015627136	0.03365866
a20	0.042623248	0.019284531	0.3578746	0.12891462	0.05838611	0.019977609	0.06990169	0.030728612	0.030973164	0.04190477	0.02176144	0.14597216	0.012017051	0.01968042
a31	0.072319776	0.052402187	0.168484	0.07300261	0.0961017	0.050467122	0.08849657	0.036201485	0.019213961	0.02390669	0.021577349	0.22274148	0.01838164	0.05670341
a13	0.023888415	0.0054583456	0.034023266	0.076354034	0.12873206	0.07757656	0.024645304	0.019131135	0.06747467	0.18236518	0.110396564	0.21227202	0.0144541105	0.023228377
a18	0.03983487	0.10125364	0.193697	0.05702893	0.03718489	0.03267521	0.0918075	0.117929935	0.032794464	0.029978283	0.0386014	0.18463987	0.012615908	0.02995805
a31	0.04938592	0.05340879	0.22205074	0.10035775	0.104909554	0.045406714	0.028066779	0.02046321	0.03475297	0.084595814	0.03827087	0.18178783	0.012231359	0.024311695
a3	0.020537209	0.0073042987	0.044980593	0.09548308	0.12597278	0.09177773	0.022449398	0.022791836	0.0756054	0.16229616	0.13258864	0.16614553	0.011627284	0.020440098
a39	0.054850686	0.21404351	0.14460054	0.032548513	0.025266554	0.020648567	0.047262605	0.08614555	0.027883954	0.028734537	0.026412036	0.24262497	0.015028013	0.033949967
a0	0.061997123	0.04725443	0.21304655	0.103041045	0.114236966	0.04107831	0.018882466	0.016525999	0.027910147	0.07054062	0.06169973	0.1624688	0.018094437	0.043223385
a31	0.056016527	0.032189313	0.12699907	0.051687885	0.09110486	0.081251346	0.022748016	0.021498606	0.054408252	0.09537369	0.026616592	0.1411967	0.08148849	0.11742066
a20	0.010018317	0.0042444747	0.033810757	0.0828918	0.12756081	0.119542584	0.026908616	0.03322276	0.085357495	0.1251525	0.124237314	0.1302664	0.030082352	0.06670383
a13	0.057095192	0.047172967	0.057949085	0.027041454	0.04143812	0.086902484	0.058746796	0.08456796	0.10836644	0.10196486	0.018695055	0.14999917	0.05592768	0.10413273
a0	0.040011868	0.045789037	0.083538994	0.049831487	0.05557991	0.08868948	0.05044178	0.07375229	0.10651084	0.114157476	0.053614657	0.12921657	0.035908844	0.072956756
a31	0.06140137	0.06246533	0.04206726	0.030277438	0.031963002	0.05388012	0.02056143	0.042353474	0.08946124	0.12998694	0.08607244	0.18330364	0.056960545	0.109245785
a15	0.007197089	0.005052275	0.04391781	0.093899116	0.1221533	0.11869168	0.03905267	0.045009226	0.08696299	0.11283981	0.11110035	0.11416623	0.032161184	0.06779625
a31	0.0823579	0.13976216	0.03233639	0.015565202	0.019276448	0.02543118	0.015601226	0.028924407	0.04842033	0.09063932	0.033224862	0.21564204	0.09498431	0.1578342
a18	0.015420607	0.005275879	0.050862364	0.081020735	0.10116983	0.10413174	0.062596984	0.06881126	0.09489499	0.10585332	0.10345884	0.10581032	0.034762077	0.065931104
a31	0.06344548	0.14874503	0.07994114	0.024722181	0.027933655	0.061067548	0.09589772	0.10289049	0.08999688	0.074449256	0.015766041	0.09984706	0.04257968	0.07271785
a7	0.039233703	0.011230594	0.06485481	0.07996518	0.082300484	0.09476975	0.063323945	0.081652075	0.10427437	0.11240071	0.108453006	0.10999608	0.014148844	0.03339637
a39	0.043612223	0.47819814	0.040133655	0.007551973	0.0071024513	0.01747007	0.031384617	0.091820955	0.060872417	0.041713774	0.010124757	0.10626579	0.018509282	0.045239907
a46	0.08376137	0.124990836	0.1260899	0.062196914	0.06563192	0.06986134	0.028703047	0.047172736	0.0670493	0.07239698	0.06304276	0.07653123	0.04849632	0.064075366
a18	0.061667226	0.12410402	0.16961715	0.055178285	0.064553395	0.069953196	0.028482767	0.041889843	0.06295083	0.06658793	0.049022224	0.0703451	0.06639326	0.069254756
a16	0.050482582	0.026519114	0.0700503	0.05381864	0.07332071	0.080539025	0.08346269	0.07298542	0.081636965	0.08204735	0.07745347	0.082496926	0.082356066	0.08283071
a31	0.05265937	0.03970187	0.09532289	0.06111927	0.07170784	0.077694245	0.078749195	0.071341544	0.07667799	0.076344684	0.06984301	0.07673769	0.07512065	0.07697972
a8	0.009161693	0.0052148113	0.055266626	0.07928335	0.09053372	0.09170701	0.07707642	0.07037338	0.0829084	0.08852983	0.08762068	0.089069456	0.08243519	0.09081943
a31	0.07545446	0.11427943	0.10419222	0.045409292	0.054674175	0.0659884	0.019739002	0.03647904	0.065491356	0.078226216	0.057672255	0.09840854	0.08897341	0.09501223
a39	0.0102389585	0.0030893052	0.028645901	0.05239885	0.08092012	0.08882947	0.082696535	0.07431613	0.09120542	0.096798286	0.097010106	0.098174036	0.09651143	0.099165455
a31	0.07767008	0.045672864	0.03559049	0.031018665	0.053541195	0.07240504	0.07371518	0.07304324	0.09018518	0.091505855	0.077433705	0.09552344	0.09096743	0.09172761
a0	0.011212994	0.0067124763	0.056801204	0.076239996	0.0876515	0.08961447	0.07891844	0.07597826	0.085813485	0.08957619	0.08915093	0.089960925	0.07587877	0.086490326
a39	0.07596404	0.115170434	0.043276485	0.02968588	0.039122187	0.06221208	0.06804764	0.07745624	0.08521682	0.083285496	0.06013286	0.090481795	0.0828302	0.08711779
a17	0.07336982	0.08960289	0.080994405	0.056666072	0.062190294	0.069536604	0.069313474	0.06973942	0.07279844	0.07221056	0.06942144	0.07306427	0.06934839	0.07174393
a31	0.072147	0.07644232	0.08692221	0.059888672	0.06535765	0.07083297	0.07101573	0.06946055	0.07228419	0.071745746	0.06970768	0.07219325	0.07031513	0.07168693
a29	0.012973566	0.0073535126	0.062643304	0.07856017	0.08578377	0.08676434	0.08200859	0.075053774	0.08199827	0.08498982	0.08444045	0.08527886	0.084651046	0.087500565
a18	0.063040264	0.05626243	0.0757686	0.05430369	0.06774555	0.07499536	0.08131544	0.07308183	0.07740549	0.07660809	0.06827012	0.07729867	0.07678525	0.07711916
a24	0.08267882	0.057425816	0.090674944	0.06291397	0.065980196	0.07096648	0.07527461	0.07024145	0.07158791	0.070959315	0.06788429	0.071351945	0.07050251	0.07155774
a31	0.07603852	0.035644654	0.083849706	0.06660009	0.070217445	0.07433463	0.07720531	0.07195668	0.0741364	0.074155204	0.07184915	0.07450979	0.07428644	0.075216025
a28	0.014035704	0.010436937	0.06800613	0.07946583	0.08426805	0.08503158	0.081421554	0.077247635	0.08207941	0.084076844	0.08374331	0.08428236	0.08122766	0.08467697
a31	0.06636759	0.058432505	0.06117078	0.052307475	0.064325675	0.07361188	0.07995022	0.075205624	0.07916857	0.078710556	0.07196003	0.07995205	0.07929824	0.079538785
a22	0.017059539	0.015535435	0.069265366	0.07797926	0.0825196	0.08363321	0.08129481	0.07877816	0.08235953	0.0836806	0.08348546	0.083835244	0.07805827	0.08251551
a0	0.07152701	0.3095605	0.089918494	0.02706685	0.027282102	0.046192937	0.0321474	0.052244216	0.06117633	0.05852983	0.031465117	0.07086637	0.05640086	0.06562198
a39	0.07307068	0.09646323	0.08226926	0.060200155	0.06643499	0.06922139	0.07141762	0.06788629	0.069619946	0.068986386	0.067522	0.069084086	0.0688703	0.06895376
a24	0.06979078	0.092799805	0.074331306	0.057606973	0.0666721	0.07030449	0.07316048	0.069108985	0.071667336	0.07113878	0.07009521	0.07125421	0.07109171	0.07097777
a20	0.06707489	0.04316669	0.081918016	0.06704995	0.07280535	0.07481018	0.07688443	0.07178004	0.07402455	0.07399152	0.073322095	0.07397543	0.07459531	0.074601576
a18	0.079308905	0.06411492	0.089368775	0.065013885	0.069009066	0.07110519	0.073853135	0.06902025	0.07037337	0.06988821	0.06862291	0.06984357	0.07021114	0.07026674
a31	0.094848074	0.063863724	0.09240173	0.06505925	0.06771366	0.069476955	0.07213321	0.06734079	0.06838012	0.06786196	0.06669693	0.06777814	0.06816955	0.06827599
</S>	0.017753042	0.015582904	0.070906535	0.07859364	0.08211132	0.08265059	0.08133041	0.0779163	0.080861434	0.08204917	0.08184113	0.08218825	0.08283728	0.08337798
