 	io	nella	mia	vita	ho	sempre	lavorato	</S>
a8	0.013396183	0.05802102	0.0880429	0.33888853	0.19059807	0.008012816	0.017934348	0.28510615
a31	6.5998535e-08	1.5875792e-06	0.00036238477	0.53999835	0.45587182	0.00078081375	0.00013896907	0.002845982
a29	5.989793e-06	0.0016105083	0.11064065	0.6683618	0.06352964	0.050042924	0.063442156	0.042366344
a10	1.8274774e-06	0.0003905864	0.02626786	0.14649862	0.5386791	0.034401417	0.11321217	0.14054844
a24	0.0002513459	0.000724286	0.032989115	0.27483815	0.3141487	0.08849182	0.11373319	0.1748234
a31	0.0001892718	0.00023564638	0.020884741	0.3538651	0.23439115	0.142873	0.12318162	0.12437954
a24	7.3109516e-07	5.115384e-06	0.002474399	0.25395772	0.3107365	0.09957722	0.14051923	0.19272901
a16	2.3385259e-05	0.00011566826	0.008756741	0.4290225	0.16206981	0.06639354	0.24291353	0.09070482
a31	0.00012060007	0.00025520058	0.015709652	0.0701012	0.35606304	0.092696816	0.34957466	0.11547885
a20	0.00012934764	0.0002676189	0.045396704	0.06966927	0.14070627	0.07752729	0.5418653	0.12443816
a31	0.002162052	0.0053596236	0.1786118	0.09563045	0.24574704	0.025866197	0.39554343	0.051079422
a11	0.0010552253	0.0016033389	0.04704897	0.038061544	0.123455666	0.09939279	0.63386625	0.055516176
a17	0.0016587625	0.0038330876	0.13054104	0.16670932	0.3107817	0.025939196	0.29139382	0.069143094
a11	0.0023231294	0.012914173	0.29823005	0.10055425	0.17554626	0.018542502	0.27428633	0.11760333
a17	0.04299434	0.086157	0.1487195	0.01962505	0.19546871	0.08581849	0.26593557	0.15528135
a31	0.031982735	0.042149704	0.19491573	0.03779565	0.1876264	0.048295114	0.2675421	0.1896926
a20	0.03643948	0.028035417	0.023978088	0.016033929	0.21037938	0.2215857	0.37571406	0.087833926
a31	0.023258215	0.028558917	0.23275979	0.02992715	0.22207212	0.0822571	0.23375191	0.14741479
a20	0.061930217	0.076061495	0.04663855	0.020058416	0.23039466	0.2235525	0.2921274	0.049236737
a8	0.008456093	0.02010987	0.5082424	0.068898015	0.15952069	0.03225098	0.13638803	0.06613396
a31	0.001155677	0.06620054	0.6308679	0.058420766	0.0790249	0.028300485	0.07557095	0.060458772
a24	0.10947511	0.16582274	0.07198805	0.024539368	0.1590443	0.1688809	0.17298673	0.12726276
a31	0.038943335	0.10840757	0.54022855	0.050822884	0.07725906	0.04709062	0.07219435	0.065053575
a10	0.14373305	0.14680211	0.108349405	0.052868567	0.1602165	0.16122474	0.1652793	0.061526384
a31	0.020945126	0.08079769	0.5900834	0.05641717	0.084593885	0.03962114	0.07676636	0.050775286
a11	0.25434643	0.13537925	0.105370745	0.06522844	0.1257136	0.12627378	0.12745339	0.06023435
a46	0.0147109935	0.06824088	0.58535665	0.073274784	0.08030992	0.041402183	0.074252866	0.062451735
a6	0.01452603	0.37663805	0.34975263	0.05196953	0.05452555	0.04930861	0.050655298	0.05262417
a31	0.07494746	0.32756752	0.27745786	0.06007639	0.06563144	0.06484702	0.064882524	0.06458977
a26	0.12914751	0.15223625	0.11437254	0.074994616	0.13138337	0.13315564	0.13309216	0.13161789
a31	0.007846857	0.26032397	0.5035633	0.047461633	0.048237003	0.042470716	0.04406697	0.046029475
a8	0.1569808	0.1887276	0.123027064	0.08125267	0.112410806	0.11318877	0.11312339	0.11128888
</S>	0.012405913	0.20509808	0.55585796	0.04984178	0.047107056	0.04245892	0.04356333	0.04366698
