 	che	vende	buon	pane	</S>
a17	0.2092529	0.043205336	0.003505192	0.14266133	0.6013752
a31	0.025437655	0.102941066	0.11238597	0.09284535	0.6663899
a11	0.046640053	0.056550678	0.0010001302	0.019345995	0.8764632
a39	0.020223211	0.026540242	0.0038190854	0.24032958	0.7090879
a35	0.0012958461	0.009768746	0.058487736	0.31291288	0.6175348
a39	0.0036571804	0.014920164	0.07808956	0.26042542	0.6429077
a31	0.043055285	0.18787456	0.1866295	0.22389136	0.3585493
a24	0.5963596	0.20624383	0.058798432	0.056978747	0.081619374
a18	0.07097447	0.13077928	0.08824411	0.23777153	0.47223064
a31	0.07560422	0.1799355	0.16730522	0.23709485	0.3400602
a13	0.22670332	0.05999849	0.29492438	0.19224873	0.22612506
a31	0.06188016	0.23756813	0.1006587	0.25962684	0.34026623
a46	0.1731936	0.07658699	0.2045579	0.25766474	0.28799677
a8	0.21969102	0.5139398	0.038624227	0.10810637	0.11963865
</S>	0.43523347	0.44908693	0.041963886	0.03679123	0.03692445
