 	sul	muro	vuole	uno	specchio	</S>
a33	0.040540393	0.14974241	0.23818757	0.11898814	0.1328518	0.3196897
a31	5.943114e-05	0.011154139	0.29528618	0.17433427	0.16751666	0.3516494
a23	0.053005274	0.7932489	0.11838049	0.0014083708	0.0060297544	0.027927129
a31	0.0025942246	0.017387442	0.27514946	0.2013167	0.30290523	0.200647
a28	0.0012969536	0.007746784	0.0127822915	0.0026189066	0.50430393	0.47125107
a31	1.870323e-05	0.00020474542	0.015528912	0.05874293	0.586242	0.3392627
a39	0.00030943746	0.004807147	0.015088921	0.003638931	0.30726013	0.6688955
a31	2.3676053e-05	7.648389e-05	0.015790066	0.23448831	0.2973928	0.45222864
a41	0.02888282	0.049303405	0.15338826	0.059061706	0.2169563	0.49240744
a37	0.0022745163	0.009970271	0.21568498	0.29596984	0.1714266	0.3046738
a41	0.014729534	0.06668975	0.1605756	0.1562819	0.17156027	0.43016297
a31	0.022075584	0.13979289	0.32308125	0.23089576	0.12276706	0.16138749
a37	0.09307843	0.29565373	0.049979385	0.13662489	0.19414942	0.23051417
a18	0.03741871	0.1992478	0.36326182	0.18060172	0.096794404	0.12267554
a31	0.12358058	0.43301937	0.19863339	0.09766299	0.069828555	0.07727518
</S>	0.22257158	0.3827157	0.06671145	0.10151175	0.11081107	0.11567847
