 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a31	0.011904457	0.016322006	0.011363667	0.09554654	0.10597928	0.006075669	0.0074764793	0.001842328	0.003226671	0.033876177	0.099282786	0.275275	0.059555445	0.2722735
a20	0.00027476778	0.00023900848	0.00061354804	0.0046107275	0.9263925	0.0028059313	0.011577338	0.001963011	0.015169719	0.016262384	0.014436853	0.005487555	9.810742e-05	6.866823e-05
a13	5.480873e-08	1.507808e-08	9.0491255e-08	0.0010213332	0.97800136	0.0006692345	0.0013344301	0.00015477363	0.0014914167	0.0046841986	0.010405946	0.0022269671	4.055597e-06	6.1607775e-06
a31	4.291735e-06	8.279063e-06	0.00015489919	0.015754707	0.583071	0.17074397	0.066885985	0.05312647	0.024330238	0.010596897	0.029639464	0.04494056	0.0004410551	0.0003021926
a28	2.1521807e-06	6.444319e-07	5.5215173e-06	0.013021062	0.78219825	0.008199885	0.026445506	0.004878816	0.044832464	0.028566962	0.08537088	0.006440845	2.051252e-05	1.6536482e-05
a31	1.1322359e-06	6.3382067e-06	6.995475e-05	0.007864768	0.06856577	0.10237561	0.021911511	0.08366474	0.024800217	0.005464666	0.03177049	0.6297301	0.007170834	0.016603902
a21	0.00015084533	5.995912e-05	0.00026083257	0.05062176	0.44430536	0.12163325	0.07007836	0.044078615	0.048464473	0.028655054	0.084305696	0.104602136	0.001482286	0.0013013991
a31	7.638749e-06	9.792707e-05	0.0012716851	0.008638219	0.03001442	0.077544264	0.01187206	0.04203956	0.01517724	0.0045317244	0.018619731	0.51121855	0.043591205	0.23537579
a20	0.0050154645	0.014610966	0.024452878	0.01830219	0.085311666	0.17532131	0.03388619	0.039602313	0.010818278	0.011168044	0.0694966	0.27267388	0.14419846	0.095141724
a28	0.00082633045	0.013374482	0.028859612	0.012577736	0.07003733	0.17070088	0.02557737	0.022483733	0.009281425	0.008958265	0.033834714	0.30480736	0.07101512	0.22766574
a27	0.005353484	0.05339358	0.016450858	0.0035472652	0.037058156	0.24952964	0.043165524	0.08936678	0.0186214	0.008088053	0.029266698	0.09831433	0.14218856	0.20565563
a17	0.008733507	0.035523064	0.020753209	0.008122811	0.0781557	0.21669394	0.09057975	0.22250095	0.077334344	0.023839278	0.03030999	0.0403396	0.10024084	0.046872918
a4	0.036732886	0.18140459	0.12826908	0.02129792	0.05104041	0.09710221	0.046366483	0.08707623	0.021060314	0.009269689	0.032155126	0.07295655	0.13379201	0.08147651
a13	0.049258158	0.098739095	0.032361954	0.06921768	0.10863104	0.073382266	0.02821357	0.03832485	0.027993318	0.04139749	0.113500915	0.10465572	0.12943682	0.084887065
a31	0.042186595	0.12351202	0.07342592	0.03140955	0.035234306	0.059225556	0.04888087	0.09515477	0.077857055	0.025091553	0.02983984	0.14651673	0.1440217	0.067643516
a18	0.025002066	0.030490706	0.013625783	0.015709735	0.028829116	0.05518616	0.039920434	0.03792835	0.058207877	0.032788396	0.03429339	0.20735715	0.24487601	0.17578481
a36	0.053952936	0.081386134	0.05166542	0.047286496	0.06396691	0.10476331	0.09769895	0.189144	0.08942713	0.031732306	0.03311636	0.049891837	0.06326908	0.042699177
a46	0.13925426	0.17603219	0.14504392	0.20406036	0.045220878	0.030188309	0.05260643	0.02717737	0.03208415	0.044479225	0.027409753	0.021918667	0.024525607	0.029998893
a31	0.14019318	0.13309273	0.061498005	0.11174318	0.064670764	0.05295396	0.08065433	0.043106154	0.07747166	0.06653288	0.044844683	0.042237826	0.042463843	0.03853684
a20	0.10867237	0.051808383	0.021819623	0.045726057	0.059727266	0.081911854	0.07373083	0.09828185	0.08421674	0.061257705	0.057779126	0.0886361	0.08742669	0.079005435
a8	0.118873365	0.09937207	0.05089	0.08217472	0.06127404	0.07212799	0.0877526	0.15916333	0.08712951	0.05286527	0.038013566	0.031007843	0.031220477	0.02813518
a31	0.23138238	0.19331026	0.10121852	0.104545146	0.03827939	0.043565445	0.055326454	0.061060138	0.05677585	0.03912256	0.02291599	0.017592061	0.017493488	0.017412331
a24	0.19580317	0.07484155	0.037998527	0.05675029	0.058471166	0.06525667	0.0640481	0.072838664	0.06659403	0.059075724	0.05688337	0.064715385	0.064314604	0.062408775
a46	0.20530899	0.14687528	0.06553902	0.07813561	0.047204178	0.05361518	0.064473964	0.106349476	0.06548478	0.045751862	0.0342433	0.029869702	0.029255565	0.027893076
</S>	0.3258444	0.19337335	0.08788821	0.05925969	0.03203877	0.0350552	0.040795416	0.057014715	0.04098063	0.032238547	0.025789088	0.023486964	0.023226619	0.023008406
